aaa=1,啊啊啊
ryg=1,荣誉感
ryh=1,人缘好
ryj=1,软硬件
ryj=2,荣誉奖
ryj=3,燃油机
ryl=1,软饮料
ryp=1,日用品
ryq=1,任意球
ryq=2,绕一圈
ryr=1,人与人
ryr=2,忍一忍
ryr=3,让一让
ryt=1,日月潭
ryu=1,燃油税
ryw=1,容易忘
ryx=1,让一下
ryx=2,忍一下
ryx=3,人鱼线
rz=2,日子
rze=2,容祖儿
rzg=1,人造革
rzj=1,让自己
rzk=1,日租卡
rzl=1,日子里
rzn=2,孺子牛
rzs=2,人造丝
rzt=1,人字拖
rzv=1,软组织
rzx=1,人字形
sb=1,随便
sbd=1,算不得
sbd=2,搜不到
sbd=3,斯巴达
sbf=1,三板斧
sbg=1,三不管
sbh=1,三把火
sbi=1,所不齿
sbj=1,所不及
sbj=2,三八节
sbj=3,三杯酒
sbl=1,算不了
sbl=2,死不了
sbn=1,所不能
sbn=2,随便你
sbn=3,撒贝宁
sbq=1,三部曲
sbs=1,算不算
sbt=1,死变态
sbt=2,三胞胎
sbt=3,苏炳添
sbu=1,算不上
sbu=2,三把手
sbu=3,三八式
sbv=1,三不沾
sbv=2,三班制
sbw=1,桑巴舞
sbx=1,扫把星
sbx=2,四不像
sbx=3,四边形
sby=1,三比一
sbz=1,腮帮子
sbz=2,三蹦子
sbz=3,素包子
scf=1,四次方
scy=1,三次元
scy=2,四次元
scy=3,酸菜鱼
scz=2,骚操作
sd=2,速度
sd=3,似的
sdc=1,死得惨
sdd=2,宋丹丹
sdf=1,三等分
sdf=2,斯蒂芬
sdf=3,四等分
sdg=1,三等功
sdh=1,苏丹红
sdj=2,三等奖
sdj=3,扫大街
sdk=1,速度快
sdk=2,死得快
sdl=1,死定了
sdl=2,随大流
sdl=3,斯大林
sdm=1,速度慢
sdm=2,三代目
sdm=3,萨达姆
sdp=1,苏东坡
sdr=1,三代人
sds=1,扫地僧
sdt=2,死对头
sdu=1,算得上
sdu=2,苏打水
sdu=3,所得税
sdx=1,私底下
sdy=1,四大洋
seh=1,赛尔号
sey=1,三二一
sfb=1,司法部
sfb=2,四方步
sfc=1,私房菜
sfg=1,司法官
sfi=1,散发出
sfi=2,随风吹
sfj=1,司法局
sfl=1,四方脸
sfm=1,三方面
sfq=1,私房钱
sfq=2,三分球
sfq=3,司法权
sfr=1,嫂夫人
sft=1,三伏天
sft=2,送分题
sfv=1,死肥宅
sfv=2,散发着
sfv=3,三分钟
sfx=1,三分线
sfx=2,四方形
sfy=1,索菲亚
sfz=1,随份子
sg=2,送给
sgl=1,送给了
sgl=2,岁高龄
sgl=3,苏格兰
sgm=1,宋公明
sgn=1,送给你
sgn=2,撒个尿
sgp=1,算个屁
sgr=1,三个人
sgr=2,四个人
sgu=1,三国杀
sgv=1,三国志
sgv=2,三个钟
sgw=1,送给我
sgy=1,三个月
sgy=2,四个月
sgz=1,三个字
sgz=2,死工资
sgz=3,四个字
sh=2,似乎
shd=1,松花蛋
shd=2,送货单
she=1,撒欢儿
shi=1,送货车
shj=1,松花江
shj=2,送回家
shl=1,撒哈拉
shl=2,送回来
shl=3,三环路
sht=2,死胡同
shu=1,俗话说
shu=2,死火山
shu=3,似乎是
shv=1,孙行者
shx=2,三和弦
shy=1,随后又
shy=2,四合院
shy=3,三合一
shz=1,孙猴子
shz=2,送孩子
sib=2,速成班
sib=3,赛程表
sig=2,搜查官
sih=2,四川话
sii=2,丝绸厂
sii=3,三重唱
sij=1,三叉戟
sik=2,三岔口
sil=2,搜查令
sil=3,三岔路
sir=2,四川人
siu=2,所产生
siu=3,四川省
siv=2,搜查证
siz=1,三重奏
sj=2,司机
sjb=1,三角板
sjb=2,苏教版
sjc=1,三简词
sjd=1,三季度
sjd=2,四季豆
sjd=3,松紧带
sjf=1,撒酒疯
sjg=1,丧家狗
sjh=2,三句话
sjh=3,锁精环
sji=1,私家车
sji=2,三角尺
sjj=1,三脚架
sjj=2,三角肌
sjk=1,三剑客
sjk=2,三角裤
sjl=1,三角恋
sjl=2,三角龙
sjl=3,四角恋
sjm=2,三脚猫
sjp=2,三级片
sjq=1,丧家犬
sjq=2,三角区
sjs=1,三基色
sjt=1,三巨头
sjt=2,三件套
sjt=3,三级跳
sju=1,所接受
sju=2,四脚蛇
sjv=1,三角洲
sjv=2,三角债
sjx=2,三角形
sjx=3,随机性
sjy=1,三角眼
sjy=2,速记员
sjz=2,三简字
sk=1,思考
skd=1,送快递
skq=1,松口气
sks=1,萨克斯
skt=1,思考题
sku=1,死库水
sky=1,三克油
sl=1,森林
sl=2,苏联
slb=1,算了吧
slb=2,散了吧
slb=3,司令部
slc=1,缩略词
sld=1,塑料袋
slf=1,酸辣粉
slg=1,司令官
slg=2,三连跪
slg=3,三连冠
sli=1,三轮车
sli=2,塑料厂
slj=1,算老几
slj=2,三连击
slj=3,三棱镜
slk=1,四六开
sll=1,酸溜溜
sll=2,三连了
slm=1,所罗门
slm=2,赛里木
slp=1,塑料瓶
sls=1,耸了耸
sls=2,算了算
slt=1,缩略图
slt=2,酸辣汤
slt=3,三里屯
slu=1,三连胜
slv=1,赛龙舟
slv=2,塑料纸
slv=3,算老账
slw=1,送礼物
slx=1,三两下
slx=2,死了心
sly=1,司令员
sly=2,色拉油
sly=3,速录员
sm=1,什么
sme=1,嗓门儿
smg=1,司马光
smh=1,所迷惑
smi=1,赛马场
smj=1,扫描件
sml=1,索马里
sml=2,塞满了
sml=3,所面临
smm=1,色迷迷
smm=2,色眯眯
smn=1,赛马娘
smq=1,扫描器
smq=2,司马迁
smq=3,赛码器
smt=1,酸梅汤
smt=2,送命题
smu=1,三明市
smv=1,三明治
smv=2,三秒钟
smv=3,司马昭
smx=1,丧门星
smx=2,三门峡
smx=3,随母姓
smy=1,司马懿
smz=1,四码字
snb=1,随你便
snd=1,缩脑袋
sne=1,孙女儿
snh=1,算你狠
snh=2,塞纳河
snj=1,三年级
snj=2,四年级
snj=3,死脑筋
snk=1,斯诺克
snl=1,三年来
snl=2,四年来
snn=1,酸牛奶
snp=1,丝纽旁
snq=1,三年前
snq=2,四年前
snv=1,死难者
snx=1,算你行
snx=2,孙女婿
sny=1,桑拿浴
sph=1,碎片化
spl=1,撕破脸
spn=1,撒泡尿
spn=2,死婆娘
spn=3,三陪女
spt=1,酸葡萄
spx=1,碎屏险
spz=1,死胖子
sq=1,死去
sqi=1,算清楚
sqi=2,四驱车
sqj=1,死全家
sqk=1,三七开
sql=1,算起来
sql=2,宋庆龄
sqn=1,三千年
sqq=1,死翘翘
sqy=1,三缺一
sr=2,虽然
sr=3,私人
srb=1,虽然不
srb=2,四人帮
src=2,虽如此
srh=2,私人化
srj=1,四人间
srj=2,三人间
srk=1,散热孔
srm=2,虽然没
srp=1,散热片
srq=1,送人情
srq=2,散热器
srt=1,送人头
sru=1,虽然是
sru=2,虽然说
srx=1,三人行
sry=1,虽然有
sry=2,三日游
sry=3,四日游
ssb=1,散散步
ssc=1,三四次
ssd=1,死死地
ssd=2,酸酸的
ssf=2,诉讼费
ssg=1,三四个
ssj=2,耸耸肩
ssj=3,三色堇
ssn=1,碎碎念
ssn=2,三四年
ssq=1,三色旗
ssr=1,酸酸乳
sss=2,嗖嗖嗖
sss=3,三四岁
sst=1,三四天
ssu=1,三四十
ssv=2,三三制
ssw=2,三四五
ssx=2,散散心
stb=1,随他吧
stb=2,蒜头鼻
stf=1,斯坦福
stg=1,所提供
sth=1,算他狠
stk=1,斯塔克
stl=1,三条路
stn=1,桑塔纳
stq=1,随他去
stq=2,随它去
stt=1,四条腿
stt=2,扫堂腿
stz=1,宋太祖
stz=2,宋体字
su=2,随时
su=3,算是
sub=1,算是吧
sud=2,所说的
sud=3,损失的
sue=2,桑葚儿
suf=2,三十分
suf=3,四十分
suh=2,随时会
suh=3,私生活
sui=2,洒水车
suj=2,所涉及
suj=3,三十几
sul=2,宿舍楼
sum=2,算什么
sum=3,送上门
sun=2,三十年
sun=3,私生女
sus=2,三十岁
sus=3,四十岁
sut=2,随身听
sut=3,三视图
suu=1,虽说是
suv=2,素食者
suv=3,宿舍长
suz=1,私生子
suz=2,桑椹子
sv=2,随着
svd=2,所知道
svd=3,素质低
svf=2,死忠粉
svg=1,赛诸葛
svh=2,苏州河
svk=1,丝竹空
svm=2,孙仲谋
svn=2,三周年
svn=3,四周年
svp=2,丝织品
svu=2,苏州市
svu=3,孙中山
svw=1,四周围
svx=2,扫帚星
svx=3,碎纸屑
svy=2,馊主意
svy=3,四只眼
sw=1,所谓
sw=2,死亡
swa=1,苏维埃
swc=1,四五次
swd=1,送我的
swd=2,所谓的
swd=3,四五点
swf=1,所无法
swg=1,四五个
swj=1,散文集
swj=2,散文家
swk=1,孙悟空
swk=2,丝袜控
swl=1,死亡率
swl=2,四五六
swm=1,送外卖
swn=1,三五年
swn=2,四五年
swn=3,送温暖
sws=1,四五岁
swt=1,三五天
swt=2,四五天
swu=1,三位数
swu=2,四位数
swu=3,算我输
swx=1,死亡线
swy=1,三文鱼
swy=2,四五月
sx=1,思想
sxb=1,思乡病
sxc=1,三叶草
sxd=1,三星堆
sxd=2,三相电
sxe=1,三渲二
sxf=1,死刑犯
sxf=2,孙媳妇
sxg=1,宋襄公
sxh=1,死循环
sxi=1,孙笑川
sxj=1,思想家
sxj=2,四星级
sxj=3,三星级
sxl=1,算下来
sxl=2,私下里
sxq=1,随想曲
sxr=1,送信人
sxu=1,思想上
sxu=2,三小时
sxu=3,四小时
sxv=1,算下账
sxw=1,色香味
sxw=2,蒜香味
sxx=1,思想性
sxy=1,所需要
sxy=2,所吸引
sxy=3,死心眼
sy=2,所以
sy=3,所有
syb=2,死一般
syc=1,所以才
syd=1,所有的
syd=2,隋炀帝
syf=1,三月份
syf=2,四月份
syf=3,塞牙缝
syh=2,私有化
syi=1,三叶虫
syi=2,酥油茶
syn=1,所以呢
syp=2,死硬派
syp=3,苏有朋
syq=1,所有权
syq=2,所有钱
syq=3,所要求
syr=2,所有人
syr=3,所以然
sys=1,扫一扫
sys=2,算一算
syt=1,死丫头
syu=1,所以说
syu=2,三亚市
syu=3,四言诗
syv=1,所有者
syv=2,私有制
syv=3,所有制
syw=2,所以我
syw=3,私以为
syx=1,扫一下
syx=2,随意性
syy=1,死鱼眼
syy=2,饲养员
syy=3,所拥有
syz=1,撒丫子
syz=2,孙燕姿
szc=2,三字词
szc=3,四字词
szd=2,所在地
szd=3,所在的
sze=2,宋祖儿
szf=1,丧葬费
szi=1,所造成
szj=1,三字经
szm=2,臊子面
szn=2,算在内
szr=1,酸枣仁
szu=2,随嘴说
szv=1,算总账
szy=1,嗓子眼
taf=1,同案犯
tam=1,天安门
tb=1,特别
tbb=1,特别棒
tbc=1,挺不错
tbd=1,听不懂
tbd=2,特别的
tbd=3,听不到
tbf=1,土办法
tbg=1,逃不过
tbg=2,通不过
tbg=3,听不惯
tbh=1,特别好
tbh=2,唐伯虎
tbi=1,听不出
tbi=2,逃不出
tbi=3,踏板车
tbj=1,听不见
tbj=2,听不进
tbj=3,特别奖
tbk=1,逃不开
tbk=2,脱不开
tbk=3,淘宝客
tbl=1,太棒了
tbl=2,谈不拢
tbl=3,甜不辣
tbm=1,同胞们
tbq=1,听不清
tbq=2,提不起
tbq=3,通鼻窍
tbr=1,投保人
tbr=2,投标人
tbr=3,汤不热
tbt=1,听不听
tbt=2,疼不疼
tbt=3,痛不痛
tbu=1,特别是
tbu=2,谈不上
tbu=3,坦白说
tbv=1,挺不住
tbv=2,停不住
tbv=3,脱北者
tbw=1,淘宝网
tbw=2,听不完
tbx=1,替补席
tbx=2,投币箱
tbx=3,徒步鞋
tby=1,听不厌
tby=2,他不要
tbz=1,土包子
tcd=1,体操队
tcf=2,逃窜犯
tcl=1,太菜了
tcl=2,太惨了
tcl=3,听错了
tcm=2,挺聪明
tcq=1,探测器
tcq=2,提词器
tcu=1,他才是
tcv=2,贴瓷砖
tcy=2,糖醋鱼
td=2,听到
td=3,态度
tdb=1,特大杯
tdb=2,铁道部
tdb=3,铁道兵
tdc=1,头等舱
tdd=2,特定的
tdd=3,坦荡荡
tdg=1,提到过
tdg=2,土地公
tdh=2,特大号
tdh=3,通电话
tdi=1,推断出
tdi=2,听得出
tdi=3,态度差
tdj=1,听得见
tdj=2,特等奖
tdj=3,头等奖
tdk=1,偷渡客
tdl=1,听到了
tdl=2,太多了
tdl=3,挑大梁
tdm=2,土地庙
tdn=1,他对你
tdn=2,土豆泥
tdp=1,替代品
tdq=1,提得起
tdq=2,听得清
tds=2,土豆丝
tdt=1,逃的逃
tdt=2,通地铁
tdu=2,谈得上
tdu=3,头顶上
tdv=2,挺得住
tdw=1,他对我
tdw=2,挺到位
tdw=3,听得我
tdx=1,天底下
tdx=2,偷东西
tdx=3,泰迪熊
tdy=2,土地爷
tdy=3,调度员
tdz=2,腿肚子
teh=1,天鹅湖
teq=1,土耳其
ter=1,天鹅绒
ter=2,天鹅肉
tes=1,托儿所
tey=1,兔儿爷
tez=1,天鹅座
tf=1,头发
tfb=1,挺方便
tfe=1,土方儿
tfg=1,通风管
tfh=1,头发昏
tfj=1,挺费劲
tfj=2,太费劲
tfj=3,通风机
tfk=1,通风口
tfl=1,天妇罗
tfq=1,跳发球
tfs=1,头发丝
tfv=1,田馥甄
tfw=1,铁饭碗
tfw=2,铁废物
tfx=1,突发性
tfy=1,土肥圆
tfy=2,台风眼
tfz=1,太复杂
tg=2,通过
tg=3,提供
tga=1,台港澳
tgb=1,特供版
tgb=2,团干部
tgd=1,提高到
tgd=2,讨公道
tgd=3,特攻队
tge=1,泰戈尔
tge=2,腾格尔
tgf=1,太过分
tgg=1,提供给
tgg=2,头盖骨
tgj=1,铁公鸡
tgj=2,退格键
tgl=1,提供了
tgl=2,提高了
tgl=3,通过了
tgm=2,铁哥们
tgq=1,弹钢琴
tgq=2,挺过去
tgq=3,跳过去
tgr=2,投稿人
tgt=1,剃光头
tgu=1,图个啥
tgu=2,同根生
tgu=3,退格数
tgv=1,提供者
tgx=1,挺高兴
tgx=2,挺搞笑
tgx=3,提个醒
tgy=1,铁观音
tgy=2,太过于
tgy=3,涂改液
tgz=2,拖工资
th=2,谈话
th=3,体会
thb=1,天花板
thb=2,童话般
thb=3,特惠版
thd=1,体会到
thd=2,土皇帝
thf=1,通话费
thg=2,碳化硅
thh=1,退换货
thi=1,挺好吃
thi=2,弹簧秤
thj=2,钛合金
thj=3,土豪金
thk=2,挺好看
thl=2,太好了
thl=3,太坏了
thm=1,提货码
thp=2,弹簧片
ths=2,土黄色
ths=3,褪黑素
tht=2,拖后腿
thu=2,太行山
thu=3,趟浑水
thv=1,拓荒者
thv=2,通话中
thw=2,挺好玩
thx=1,挺好笑
thy=1,桃花运
thy=2,同行业
thy=3,桃花源
ti=2,提出
ti=3,通常
tib=2,统筹部
tib=3,调查表
tid=2,突出点
tih=1,通常会
tih=2,调查会
tii=2,停车场
tii=3,贪嗔痴
tij=2,腿抽筋
tij=3,调查局
tik=2,停车库
til=1,提出了
til=2,提出来
til=3,太迟了
tip=1,停车坪
tiq=1,弹出去
tiu=2,通常是
tiu=3,贪吃蛇
tiv=2,提出者
tiw=2,停车位
tiw=3,统称为
tix=1,通常性
tix=2,太抽象
tix=3,突出性
tiy=2,调查员
tiz=2,调查组
tiz=3,天秤座
tj=2,推荐
tj=3,条件
tjb=2,统计表
tjb=3,头颈部
tjd=2,他觉得
tjd=3,她觉得
tjf=2,通缉犯
tjg=2,偷井盖
tjh=2,套近乎
tjh=3,条件好
tji=1,田径场
tjj=1,添加剂
tjj=2,统计局
tjj=3,调节剂
tjl=1,听见了
tjl=2,通缉令
tjl=3,太假了
tjn=1,头几年
tjp=2,铁匠铺
tjp=3,停机坪
tjq=2,太极拳
tjq=3,推进器
tjr=2,调解人
tjs=1,田径赛
tjs=2,他就算
tjs=3,天交所
tjt=2,弹吉他
tjt=3,头几天
tju=2,天津市
tju=3,调酒师
tjw=2,天津卫
tjx=2,条件下
tjx=3,推荐信
tjy=1,提建议
tjy=2,统计员
tjz=1,抬轿子
tjz=2,踢毽子
tjz=3,通假字
tk=2,痛苦
tk=3,天空
tka=2,挺可爱
tkb=1,太恐怖
tkb=2,太可悲
tkb=3,坦克兵
tkc=2,太空舱
tkf=1,太空服
tkf=2,贪口腹
tkh=1,痛快话
tkh=2,特困户
tki=2,太空船
tki=3,坦克车
tkj=1,提款机
tkj=2,他看见
tkj=3,腾空间
tkk=2,太苛刻
tkl=2,太快了
tkl=3,太可怜
tkm=2,太空棉
tkn=1,他可能
tkp=2,太可怕
tkp=3,特靠谱
tkq=2,叹口气
tkr=2,太空人
tks=2,太空梭
tkt=2,填空题
tku=2,铁矿石
tku=3,特困生
tkv=1,天空中
tkv=2,太空站
tkx=1,脱口秀
tkx=2,挺开心
tkz=1,脱裤子
tl=1,讨论
tla=1,谈恋爱
tlb=1,塔利班
tld=1,屠龙刀
tld=2,套路贷
tld=3,图拉丁
tlf=1,吐鲁番
tlg=1,天灵盖
tlg=2,铁栏杆
tlg=3,脱了钩
tlh=1,挺厉害
tlh=2,太厉害
tlh=3,体力活
tli=1,透露出
tlj=1,拖拉机
tlj=2,铁路局
tlj=3,跳楼价
tll=1,太累了
tll=2,讨论了
tll=3,太冷了
tlm=1,推拉门
tlm=2,土老冒
tln=1,头两年
tln=2,同林鸟
tlp=1,太离谱
tlp=2,塔罗牌
tlp=3,特朗普
tlq=1,弹力球
tlr=1,同龄人
tlr=2,同路人
tls=1,天蓝色
tls=2,太啰嗦
tls=3,特仑苏
tlt=1,舔了舔
tlt=2,头两天
tlt=3,听了听
tlu=1,套路深
tlu=2,挺老实
tlu=3,铜锣烧
tlv=1,谈论着
tlv=2,透露着
tlv=3,讨论着
tlw=1,铜锣湾
tlw=2,铁路网
tlx=1,铁了心
tlx=2,同类型
tlx=3,讨论下
tly=1,陀螺仪
tly=2,唐老鸭
tly=3,佟丽娅
tlz=1,停留在
tlz=2,讨论组
tlz=3,捅娄子
tm=2,他们
tm=3,她们
tmb=2,他们不
tmb=3,他们把
tmc=2,他们才
tmc=3,他们从
tmd=1,他们的
tmd=2,它们的
tmd=3,他妈的
tmf=1,添麻烦
tmf=2,太麻烦
tmg=1,同盟国
tmg=2,他们给
tmg=3,太敏感
tmh=1,他们会
tmh=2,透明化
tmh=3,同盟会
tmj=1,透明胶
tmj=2,他们就
tmj=3,桃木剑
tml=2,他们俩
tml=3,他们连
tmm=2,他们没
tmm=3,甜蜜蜜
tmn=2,他们能
tmq=2,他们却
tmr=2,他们让
tmr=3,提名人
tms=1,托马斯
tms=2,汤姆森
tmt=1,透明体
tmu=1,他们说
tmu=2,它们是
tmu=3,他们是
tmv=2,他们这
tmv=3,他们只
tmx=1,他们想
tmx=2,他们像
tmx=3,太明显
tmy=2,他们有
tmy=3,她们要
tnb=2,糖尿病
tnd=2,他娘的
tnd=3,听你的
tng=2,太难过
tng=3,挺能干
tnk=2,太难看
tnk=3,太难堪
tnl=1,太难了
tnl=2,太牛了
tnl=3,头脑里
tnn=2,甜腻腻
tns=2,突尼斯
tnu=1,听你说
tnv=1,头脑中
tnz=2,铁娘子
tp=2,投票
tp=3,图片
tpd=1,突破点
tpf=1,太频繁
tpf=2,通配符
tpg=1,舔屁股
tpi=1,套牌车
tpj=2,太平间
tpj=3,太平军
tpk=1,突破口
tpk=2,图片库
tpl=1,挺漂亮
tpp=1,淘票票
tpq=1,投票权
tpq=2,踢皮球
tpr=2,投票日
tpu=2,投票数
tpv=1,谈判桌
tpv=2,图片中
tpx=1,突破性
tpx=2,头皮屑
tpx=3,铁皮箱
tpy=1,太平洋
tpy=2,贪便宜
tpy=3,特派员
tq=1,天气
tq=2,提前
tqd=1,跆拳道
tqd=2,特遣队
tqf=1,同情分
tqg=1,淘气鬼
tqg=2,淘抢购
tqh=1,天气好
tqi=1,听清楚
tqi=2,通勤车
tqj=1,探亲假
tql=1,听起来
tql=2,太强了
tql=3,跳起来
tqm=1,提取码
tqp=1,提前批
tqq=1,体前屈
tqr=1,天气热
tqt=1,抬起头
tqt=2,铜雀台
tqw=1,提取物
tqx=1,同情心
tqx=2,天桥下
tqx=3,挺起胸
tqz=1,提前走
tqz=2,天琴座
tr=2,突然
tr=3,投入
trd=1,投入到
trd=2,突然的
trd=3,天然呆
trj=2,突然间
trj=3,唐人街
trl=1,太弱了
trl=2,太软了
trl=3,太热了
trm=1,同仁们
trm=2,甜如蜜
trm=3,天然萌
trq=1,天然气
trq=2,托人情
trt=1,同仁堂
tru=1,听人说
tru=2,土壤水
trv=1,太认真
trx=1,突然性
trx=2,讨人嫌
try=1,太容易
try=2,突然又
try=3,讨人厌
ts=2,特色
ts=3,探索
tsb=2,调色板
tsb=3,太随便
tsc=2,唐三彩
tsg=1,替死鬼
tsg=2,碳酸钙
tsg=3,碳素钢
tsj=2,铁三角
tsj=3,兔斯基
tsl=1,特斯拉
tsl=2,填塞料
tsp=2,调色盘
tsq=2,铁索桥
tsq=3,田三七
tsr=1,投诉人
tsv=2,探索者
tsw=2,铁丝网
tsx=2,投诉信
tsz=1,唐三藏
tsz=2,菟丝子
tt=1,天天
tt=2,太太
tt=3,天堂
ttb=1,拖脱靶
ttc=1,团体操
ttd=1,偷偷地
ttd=2,偷偷的
ttd=3,妥妥的
ttg=1,退堂鼓
tti=1,土特产
ttj=1,推土机
ttj=2,天天见
ttj=3,凸透镜
ttl=1,淘汰了
ttl=2,淘汰率
ttm=1,榻榻米
ttm=2,听天命
ttn=1,天堂鸟
ttq=1,透透气
ttq=2,甜甜圈
ttq=3,贴图区
ttr=1,太突然
tts=1,淘汰赛
tts=2,团体赛
ttt=1,痛痛痛
ttt=2,突突突
ttt=3,通天塔
ttu=1,提提神
ttv=1,团团转
ttw=1,抬头纹
ttw=2,踢踏舞
ttx=1,谈谈心
ttx=2,通透性
ttz=1,唐太宗
tu=2,同时
tu=3,听说
tuc=1,提示词
tud=2,同时代
tud=3,坦率地
tuf=1,天上飞
tuf=2,停尸房
tuf=3,提示符
tug=1,图书馆
tug=2,听说过
tuh=1,太上皇
tuh=2,讨生活
tuh=3,挺适合
tui=1,投石车
tuj=2,同时间
tuj=3,拖时间
tul=2,太少了
tul=3,太帅了
tum=2,图什么
tum=3,提示码
tup=1,提手旁
tuq=2,听上去
tuq=3,同时期
tut=2,吐舌头
tuu=2,他是谁
tuu=3,她是谁
tuv=2,铁砂掌
tuv=3,图书证
tux=2,特殊性
tux=3,太熟悉
tuy=1,同时也
tuy=2,同属于
tuy=3,谈生意
tuz=2,同时在
tuz=3,挺实在
tv=2,挑战
tv=3,同志
tvb=1,特种兵
tvb=2,团支部
tvc=1,特征词
tvd=2,天知道
tvd=3,探照灯
tvh=1,调整好
tvh=2,听证会
tvh=3,同质化
tvi=1,挺正常
tvi=2,体重秤
tvi=3,体脂秤
tvj=1,天主教
tvj=2,弹指间
tvl=1,偷着乐
tvl=2,停止了
tvl=3,腆着脸
tvm=1,同志们
tvn=2,体制内
tvq=1,听诊器
tvq=2,统治权
tvr=1,土著人
tvu=1,通知书
tvu=2,桶装水
tvu=3,团支书
tvv=2,统治者
tvw=1,通知我
tvw=2,体制外
tvx=1,挑战性
tvx=2,统治下
tvx=3,特征性
tvy=2,太重要
tvy=3,挺重要
tvz=2,台柱子
tw=1,跳舞
tw=2,台湾
twa=1,贪污案
twb=1,退伍兵
twb=2,调味包
twd=1,台湾岛
twf=1,贪污犯
twg=1,滕王阁
twg=2,天文馆
twh=1,题外话
twj=1,体温计
twj=2,调味剂
twj=3,跳舞机
twl=1,太晚了
twl=2,太无聊
twl=3,调味料
twn=1,腿玩年
twp=1,调味品
twr=1,台湾人
tws=1,同位素
twt=1,提问题
twt=2,天文台
twt=3,跳舞厅
twu=1,听我说
twu=2,台湾省
twv=1,逃亡者
twv=2,眺望着
twx=1,天文学
twx=2,天王星
twz=1,贪污罪
tx=1,同学
tx=2,天下
tx=3,提醒
txb=1,通讯兵
txb=2,通讯簿
txd=1,剃须刀
txd=2,天晓得
txd=3,探险队
txf=1,通心粉
txf=2,通行费
txf=3,退休费
txh=1,挺喜欢
txh=2,太喜欢
txh=3,同学会
txi=1,体现出
txj=1,探险家
txj=2,天下间
txj=3,谈笑间
txk=1,图形卡
txl=1,停下来
txl=2,同性恋
txl=3,通讯录
txm=1,同学们
txm=2,条形码
txp=1,天仙配
txq=1,跳下去
txq=2,听下去
txt=1,条形图
txu=1,拖下水
txv=1,通行证
txv=2,提醒着
txw=1,提醒我
txw=2,碳纤维
txw=3,土腥味
txx=1,提醒下
txx=2,太相信
txy=1,同心圆
txy=2,特效药
txy=3,推销员
txz=1,体现在
txz=2,唐玄宗
txz=3,天蝎座
ty=1,同样
ty=2,同意
ty=3,统一
tyb=2,退一步
tyb=3,掏腰包
tyc=1,头一次
tyc=2,同义词
tyc=3,同音词
tyd=2,同样的
tyd=3,讨厌的
tyf=1,脱衣服
tyf=2,团圆饭
tyf=3,托运费
tyg=1,同一个
tyg=2,头一个
tyg=3,体育馆
tyh=1,头一回
tyh=2,太阳花
tyh=3,头一昏
tyi=1,体育场
tyi=2,天眼查
tyj=2,统一价
tyj=3,头一句
tyk=1,体育课
tyl=1,同意了
tyl=2,太远了
tyl=3,同一类
tym=1,太阳帽
tym=2,陶渊明
tyn=1,太阳能
tyn=2,头一年
typ=2,拖油瓶
tyq=2,挺有趣
tyq=3,调音器
tyr=1,腿一软
tys=1,太阳伞
tyt=1,谈一谈
tyt=2,头一天
tyt=3,听一听
tyu=1,同样是
tyu=2,太阳神
tyu=3,调音师
tyv=2,同一种
tyv=3,太严重
tyw=2,脱衣舞
tyw=3,谈业务
tyx=2,太阳穴
tyx=3,太阳系
tyy=2,他愿意
tyy=3,投影仪
tyz=2,头一遭
tyz=3,提一嘴
tz=2,投资
tz=3,兔子
tzd=1,太子党
tze=1,投资额
tzf=1,太子妃
tzf=2,投资方
tzg=1,童子功
tzg=2,田字格
tzh=1,天字号
tzi=1,屠宰场
tzj=1,他自己
tzj=2,她自己
tzj=3,它自己
tzk=2,投资客
tzl=1,逃走了
tzl=2,太早了
tzl=3,筒子楼
tzq=1,踢足球
tzr=2,投资人
tzu=1,投资商
tzv=1,投资者
tzv=2,团组织
tzy=1,替罪羊
tzz=1,兔崽子
tzz=2,甜滋滋
uaj=1,上俺家
uav=1,涉案者
ub=1,上班
ub=2,身边
ub=3,失败
ubb=1,数百倍
ubb=2,上半部
ubb=3,十八般
ubc=1,是不错
ubd=1,说不定
ubd=2,舍不得
ubd=3,说不得
ubf=1,少部分
ubf=2,甩包袱
ubg=1,上百个
ubg=2,顺便给
ubg=3,说不过
ubh=1,是不会
ubh=2,势必会
ubh=3,说不好
ubi=1,说不出
ubi=2,上半场
ubi=3,设备厂
ubj=1,数不尽
ubj=2,十八禁
ubj=3,社保局
ubl=1,说白了
ubl=2,受不了
ubl=3,少不了
ubm=1,数百名
ubm=2,识别码
ubm=3,声笔码
ubn=1,数百年
ubn=2,上半年
ubn=3,十八年
ubq=1,说不清
ubq=2,数不清
ubq=3,输不起
ubr=1,数百人
ubs=1,十八岁
ubs=2,杀不死
ubt=1,双胞胎
ubt=2,说不通
ubt=3,傻白甜
ubu=1,是不是
ubu=2,时不时
ubu=3,上半身
ubv=1,睡不着
ubv=2,殊不知
ubv=3,失败者
ubw=1,数百万
ubw=2,说不完
ubw=3,上百万
ubx=1,睡不醒
ubx=2,谁不想
ubx=3,双保险
uby=1,石斑鱼
uby=2,上半夜
uby=3,数百亿
ubz=1,上辈子
ubz=2,上班族
uc=2,身材
uc=3,生存
ucc=1,深层次
ucd=2,手残党
uch=2,身材好
uch=3,说错话
ucj=1,收藏夹
ucj=2,受刺激
ucj=3,收藏家
ucl=1,说错了
ucl=2,生存率
