a=1,啊
tjuw=2,碳基生物
tjux=1,碳刷
tjuy=1,推荐使用
tjuz=1,摊手
tjuz=2,统计数字
tjvd=1,他就知道
tjvd=2,她就知道
tjve=1,谈着
tjve=2,弹着
tjvf=1,探针
tjvh=1,通家之好
tjvi=1,弹指
tjvi=2,探知
tjvj=1,贪占
tjvm=1,脱缰之马
tjvn=1,天假之年
tjvr=1,头角峥嵘
tjvu=1,摊主
tjvu=2,坛主
tjvu=3,弹珠
tjvy=1,天降正义
tjwf=1,探问
tjwg=1,土鸡瓦狗
tjwh=1,探望
tjwh=2,停机维护
tjwj=1,贪玩
tjwj=2,叹惋
tjwj=3,弹丸
tjwu=1,贪污
tjwu=2,探物
tjww=1,摊位
tjww=2,探微
tjwy=1,痛击我的队友
tjxb=1,贪心
tjxb=2,谈心
tjxb=3,铁甲小宝
tjxd=1,田间小道
tjxi=1,叹息
tjxi=2,探析
tjxk=1,弹性
tjxk=2,谈兴
tjxl=1,檀香
tjxl=2,探巷
tjxm=1,探险
tjxm=2,坍陷
tjxn=1,谈笑
tjxn=2,摊销
tjxn=3,䕊
tjxp=1,藫
tjxp=2,谈些
tjxr=1,菼
tjxr=2,谈玄
tjxs=1,袒胸
tjxu=1,投井下石
tjxv=1,条件限制
tjxx=1,谈下
tjxx=2,弹匣
tjxy=1,探寻
tjxy=2,探询
tjxz=1,团结协作
tjya=1,团结友爱
tjyc=1,炭窑
tjyd=1,田径运动
tjyh=1,听君一席话
tjyh=2,条件允许的话
tjyj=1,坦言
tjyk=1,推荐一款
tjyl=1,调节音量
tjyl=2,胎教音乐
tjym=1,脱缰野马
tjyr=1,探员
tjyr=2,炭
tjyr=3,探源
tjyt=1,探月
tjyt=2,檀越
tjyu=1,贪欲
tjyu=2,痰盂
tjyu=3,团结友善
tjyv=1,团结一致
tjyx=1,团结一心
tjyx=2,条件有限
tjyy=1,统计意义
tjyy=2,条件优越
tjyz=1,探幽
tjyz=2,坛友
tjzh=1,贪赃
tjzi=1,摊子
tjzi=2,毯子
tjzi=3,坛子
tjzi=4,谈资
tjzi=5,弹子
tjzi=6,探子
tjzl=1,统计资料
tjzo=1,瘫坐
tjzv=1,贪嘴
tjzy=1,投机钻营
tjzy=2,调节作用
tjzz=1,弹奏
tjzz=2,贪
tkal=1,太可爱了
tkba=1,挺拔
tkba=2,听罢
tkbc=1,停保
tkbc=2,挺薄
tkbd=1,停摆
tkbd=2,挺白
tkbj=1,停板
tkbj=2,停办
tkbk=1,痛苦不堪
tkbl=1,太恐怖了
tkbm=1,听便
tkbn=1,停表
tkbo=1,停泊
tkbo=2,停播
tkbq=1,填空补缺
tkbu=1,停步
tkbu=2,听不
tkby=1,渟
tkby=2,汀
tkby=3,㓅
tkcj=1,挺惨
tkco=1,听错
tkcp=1,霆
tkcs=1,听从
tkda=1,挺大
tkda=2,听打
tkdc=1,听到
tkdc=2,停到
tkde=1,听得
tkdh=1,停当
tkdh=2,听党
tkdm=1,停电
tkdm=2,听点
tkdo=1,挺多
tkdp=1,誔
tkdp=2,听碟
tkds=1,听懂
tkds=2,挺懂
tkdt=1,太空电梯
tkdv=1,挺对
tkdv=2,瞳孔地震
tkdv=3,坦克大战
tkdy=1,停顿
tkdy=2,諪
tkdz=1,挺逗
tkei=1,脱口而出
tkep=1,艇
tkeq=1,腾空而起
tkfa=1,停发
tkfd=1,瞳孔放大
tkfg=1,听风
tkfg=2,条块分割
tkfh=1,停放
tkfi=1,讨口饭吃
tkfj=1,挺烦
tkfj=2,腾空飞脚
tkfl=1,腿控福利
tkfp=1,侹
tkfu=1,停服
tkfu=2,停付
tkfw=1,停飞
tkfw=2,挺肥
tkfy=1,停
tkgc=1,挺高
tkge=1,听歌
tkge=2,停格
tkgj=1,听感
tkgj=2,太空歌剧
tkgk=1,挺怪
tkgk=2,挺乖
tkgo=1,听过
tkgp=1,珽
tkgr=1,听惯
tkgr=2,厅管
tkgs=1,停工
tkgu=1,听骨
tkgv=1,挺贵
tkhc=1,挺好
tkhc=2,听好
tkhd=1,听海
tkhd=2,太空海盗
tkhf=1,挺狠
tkhh=1,停航
tkho=1,停火
tkho=2,挺火
tkhv=1,挺会
tkhv=2,听会
tkhx=1,听话
tkhy=1,听
tkhz=1,听候
tkhz=2,听后
tkia=1,挺差
tkia=2,听差
tkic=1,听潮
tkic=2,停潮
tkie=1,停车
tkie=2,挺扯
tkig=1,听成
tkih=1,挺长
tkih=2,厅长
tkih=3,庭长
tkij=1,停产
tkiu=1,听出
tkiu=2,庭除
tkjb=1,挺近
tkjb=2,挺进
tkji=1,停机
tkji=2,厅级
tkjk=1,停经
tkjl=1,听讲
tkjm=1,听见
tkjp=1,𬘩
tkjp=2,綎
tkjq=1,挺久
tkjq=2,停柩
tkjt=1,听觉
tkju=1,挺举
tkju=2,厅局
tkkc=1,停靠
tkke=1,听课
tkke=2,停课
tkke=3,停氪
tkkj=1,停刊
tkkk=1,挺快
tkkp=1,铤
tkld=1,听来
tkle=1,听了
tkle=2,停了
tkle=3,挺了
tklg=1,挺冷
tklg=2,塔克拉玛干
tkli=1,听力
tkli=2,挺立
tklk=1,听令
tklk=2,挺灵
tkll=1,太可怜了
tkll=2,痛快淋漓
tklm=1,塔克拉玛干沙漠
tklp=1,挺
tklq=1,停留
tklr=1,挺乱
tklt=1,痛哭流涕
tklu=1,停炉
tklu=2,摊开来说
tklw=1,挺累
tklx=1,太空旅行
tkly=1,拓宽领域
tkmb=1,太空漫步
tkmg=1,鞓
tkmg=2,挺猛
tkmh=1,挺忙
tkmj=1,挺慢
tkmj=2,痛苦面具
tkmk=1,听命
tkmp=1,䗴
tkmp=2,蜓
tkmw=1,挺美
tkni=1,听你
tkni=2,听腻
tknj=1,挺难
tknn=1,痛苦难耐
tknq=1,挺牛
tknr=1,停暖
tknr=2,条款内容
tknw=1,厅内
tknw=2,亭内
tkog=1,桯
tkop=1,梃
tkop=2,榳
tkpd=1,停牌
tkpd=2,听牌
tkpk=1,听凭
tkpl=1,太可怕了
tkpl=2,太可怕啦
tkps=1,体亏屁思
tkqb=1,掏空钱包
tkqd=1,拓宽渠道
tkqi=1,挺起
tkqi=2,停气
tkqk=1,听清
tkql=1,挺强
tkql=2,挺枪
tkql=3,太客气了
tkqm=1,庭前
tkqn=1,挺巧
tkqr=1,听劝
tkqr=2,挺全
tkqr=3,听泉
tkqu=1,听取
tkqu=2,听曲
tkre=1,挺热
tkre=2,烃
tkre=3,烴
tkrf=1,听任
tkrp=1,烶
tkrp=2,筳
tksc=1,廰
tksc=2,廳
tksc=3,挺骚
tksd=1,停赛
tksd=2,田框四车甲单底
tksl=1,拓宽思路
tksp=1,庭
tksy=1,厅
tksy=2,厛
tksy=3,庁
tkta=1,頲
tkta=2,听他
tktd=1,亭台
tkth=1,厅堂
tktk=1,听听
tktk=2,停停
tktk=3,亭亭
tktk=4,婷婷
tkto=1,停妥
tkto=2,䵺
tktp=1,廷
tkts=1,听筒
tkty=1,圢
tktz=1,颋
tktz=2,听头
tkud=1,铁口神断
tkuf=1,挺身
tkuf=2,庭审
tkug=1,听声
tkuh=1,庭上
tkuh=2,厅上
tkui=1,挺尸
tkuj=1,坦克世界
tkuk=1,挺帅
tkum=1,退款说明
tkuo=1,听说
tkuu=1,听书
tkuu=2,挺熟
tkuu=3,太空史诗
tkuv=1,停水
tkuy=1,亭
tkuy=2,挺顺
tkuz=1,停手
tkuz=2,停售
tkvd=1,铁口直断
tkvd=2,特快专递
tkve=1,听着
tkve=2,停着
tkve=3,听者
tkvf=1,听诊
tkvf=2,停诊
tkvg=1,听证
tkvg=2,听政
tkvi=1,停止
tkvi=2,停滞
tkvi=3,挺直
tkvi=4,停职
tkvj=1,停战
tkvm=1,拓宽知识面
tkvr=1,停转
tkvs=1,听众
tkvs=2,挺重
tkvu=1,停住
tkvu=2,挺住
tkvy=1,挺准
tkwd=1,厅外
tkwe=1,托克维尔
tkwf=1,听闻
tkwf=2,停稳
tkwf=3,痛苦万分
tkwj=1,听完
tkwj=2,挺晚
tkws=1,瞳孔微缩
tkxb=1,听信
tkxi=1,停息
tkxi=2,听戏
tkxl=1,挺像
tkxp=1,停歇
tkxp=2,莛
tkxp=3,听写
tkxs=1,挺胸
tkxt=1,停学
tkxx=1,停下
tkxy=1,葶
tkxy=2,艼
tkyb=1,听音
tkyc=1,停药
tkyc=2,挺腰
tkye=1,停业
tkyi=1,听译
tkyi=2,痛哭一场
tkyr=1,庭院
tkyr=2,挺远
tkyr=3,庭园
tkys=1,停用
tkys=2,偷窥隐私
tkyu=1,听雨
tkyu=2,听阈
tkyy=1,停运
tkyy=2,停匀
tkyy=3,嵉
tkzc=1,挺早
tkzi=1,亭子
tkzp=1,脱裤子放屁
tkzp=2,娗
tkzy=1,婷
tlaq=1,偷来暗去
tlbb=1,天龙八部
tlbh=1,螳螂捕蝉，黄雀在后
tlbi=1,螳螂捕蝉
tlbj=1,土了吧唧
tlbq=1,条理不清
tlbr=1,天理不容
tlbt=1,听了半天
tlbv=1,体力不支
tlby=1,桃李不言
tlcu=1,听力测试
tlcu=2,图灵测试
tldj=1,坦率地讲
tldl=1,泰勒定理
tldv=1,探骊得珠
tldw=1,天罗地网
tldx=1,特立独行
tlef=1,徒劳而返
tlfj=1,铁路分局
tlfm=1,条理分明
tlfu=1,透露风声
tlfv=1,秃噜反账
tlfv=2,秃撸反账
tlfw=1,讨论范围
tlga=1,铁路公安
tlgg=1,天雷滚滚
tlgh=1,天雷勾地火
tlgh=2,天雷勾动地火
tlgi=1,铁路工程
tlgu=1,泰勒公式
tlgx=1,脱离关系
tlgx=2,铁路干线
tlhl=1,太厉害了
tlhl=2,涕泪横流
tlhl=3,太厉害啦
tlhq=1,天凉好个秋
tlhq=2,讨论好词群
tlht=1,拖了后腿
tlht=2,讨论话题
tlhu=1,讨论会上
tlhv=1,偷梁换柱
tlhw=1,同流合污
tlhz=1,通力合作
tlhz=2,天理何在
tlif=1,跳脸嘲讽
tlip=1,同类产品
tlip=2,体力充沛
tliq=1,逃了出去
tlix=1,贪婪成性
tljc=1,屯粮积草
tljd=1,讨论决定
tlji=1,拖拉机厂
tljj=1,通令嘉奖
tljj=2,涕泪交加
tljl=1,太垃圾了
tljl=2,涕泪交零
tljl=3,涕泪交流
tljt=1,铁路交通
tlju=1,铁路建设
tljx=1,涕泪俱下
tlka=1,铁路口岸
tlkd=1,贴脸开大
tlkd=2,同理可得
tlkh=1,脱离苦海
tlkj=1,脱离困境
tlkp=1,脱了裤子放屁
tlkq=1,叹了口气
tlkq=2,吐了口气
tlkq=3,贴脸空枪
tlks=1,特兰克斯
tlku=1,听力考试
tlld=1,体力劳动
tllk=1,铁路旅客
tllq=1,讨论来讨论去
tllu=1,天伦乐事
tllw=1,捅了老鼠窝
tllw=2,捅了老窝
tllw=3,脱离了低级趣味
tllx=1,天理良心
tlme=1,土老帽儿
tlms=1,提拉米苏
tlmw=1,捅了马蜂窝
tlmx=1,桃李满天下
tlmy=1,桃李满园
tlnr=1,天理难容
tlpl=1,太离谱了
tlpl=2,秃噜皮了
tlqj=1,统揽全局
tlql=1,跳了起来
tlql=2,抬了起来
tlqm=1,田连阡陌
tlqq=1,天朗气清
tlqv=1,脱离群众
tlqx=1,条理清晰
tlrq=1,天理人情
tlru=1,铁律如山
tlrv=1,同龄人中
tlrx=1,天理人心
tlry=1,泰拉瑞亚
tlry=2,徒乱人意
tlsj=1,托洛斯基
tlst=1,泰勒斯威夫特
tltg=1,讨论通过
tltj=1,讨论探究
tltl=1,讨论讨论
tltm=1,挑了挑眉
tltq=1,挑来挑去
tltq=2,土里土气
tltu=1,摊了摊手
tltx=1,同龄退休
tltz=1,铁路投资
tluh=1,脱离生活
tluj=1,脱离实际
tluj=2,停留时间
tluq=1,透露实情
tlut=1,同卵双胞胎
tluu=1,同卵双生
tlva=1,听力障碍
tlvb=1,套路直播
tlvi=1,脱离主战场
tlvj=1,脱离战局
tlvj=2,屠龙之技
tlvk=1,泰勒展开
tlvl=1,天伦之乐
tlvl=2,屠龙者终成恶龙
tlvq=1,吐露真情
tlvu=1,天籁之声
tlvv=1,天理昭昭
tlvv=2,天理昭彰
tlvw=1,倘来之物
tlvy=1,天籁之音
tlwf=1,徒劳往返
tlwf=2,特拉维夫
tlwg=1,徒劳无功
tlwt=1,讨论问题
tlwx=1,脱离危险
tlwy=1,徒劳无益
tlwz=1,铜锣湾扛把子
tlxb=1,脱落细胞
tlxf=1,袒露心扉
tlxh=1,体力消耗
tlxi=1,跳梁小丑
tlxi=2,逃离现场
tlxj=1,脱离险境
tlxl=1,停了下来
tlxm=1,铁路项目
tlxq=1,同力协契
tlxq=2,退了下去
tlxr=1,听了想打人
tlxt=1,铁路系统
tlxu=1,吐露心声
tlxu=2,脱离现实
tlxu=3,袒露心声
tlxz=1,通力协作
tlyh=1,徒留遗憾
tlyj=1,讨论研究
tlym=1,特洛伊木马
tlyq=1,叹了一口气
tlyq=2,吐了一口气
tlyu=1,叹了一声
tlyu=2,铁路运输
tlyv=1,通辽宇宙
tlyx=1,铁路沿线
tlyx=2,讨论一下
tlyy=1,推拉摇移
tlzh=1,涕泪纵横
tlzu=1,跳楼自杀
tmaa=1,天啊
tmaq=1,甜蜜爱情
tmba=1,淟
tmba=2,天霸
tmba=3,田坝
tmbc=1,填报
tmbc=2,添
tmbc=3,天宝
tmbd=1,他妈逼的
tmbg=1,天崩
tmbg=2,天泵
tmbg=3,图谋不轨
tmbh=1,湉
tmbk=1,天兵
tmbk=2,甜饼
tmbl=1,听明白了
tmbm=1,天边
tmbm=2,田边
tmbn=1,填表
tmbp=1,沺
tmbu=1,填补
tmbu=2,添补
tmbw=1,田贝
tmbw=2,天命不可违
tmcd=1,天才
tmcd=2,甜菜
tmcd=3,天菜
tmch=1,恬
tmch=2,填仓
tmch=3,添仓
tmci=1,天赐
tmci=2,填词
tmda=1,天大
tmdc=1,天道
tmdg=1,天灯
tmdi=1,天地
tmdi=2,田地
tmdi=3,天敌
tmdj=1,恬淡
tmdk=1,天定
tmdm=1,甜点
tmdn=1,䚶
tmdn=2,舔掉
tmdq=1,甜蜜的爱情
tmds=1,田东
tmds=2,天冬
tmdu=1,添堵
tmdu=2,甜度
tmee=1,天鹅
tmer=1,舔耳
tmer=2,推门而入
tmfa=1,天罚
tmfa=2,倎
tmfa=3,填发
tmfd=1,挺麻烦的
tmff=1,天分
tmff=2,天份
tmfh=1,填方
tmfh=2,填房
tmfl=1,太麻烦了
tmfl=2,添麻烦了
tmfu=1,天赋
tmfu=2,天府
tmfw=1,捅马蜂窝
tmga=1,瑱
tmga=2,錪
tmga=3,兲
tmga=4,琠
tmga=5,璳
tmgc=1,天高
tmgg=1,田埂
tmgh=1,天罡
tmgh=2,鍩
tmgh=3,餂
tmgi=1,土木工程
tmgj=1,天干
tmgl=1,天光
tmgo=1,天国
tmgr=1,天关
tmgr=2,天官
tmgs=1,天宫
tmgs=2,天公
tmgx=1,甜瓜
tmgz=1,舔狗
tmgz=2,天狗
tmhc=1,填好
tmhc=2,㖭
tmhd=1,填海
tmhe=1,天河
tmhe=2,填河
tmhf=1,唾沫横飞
tmhj=1,天寒
tmhj=2,田汉
tmhl=1,天皇
tmho=1,天火
tmho=2,天惑
tmhs=1,天虹
tmhw=1,天黑
tmhx=1,天花
tmhx=2,天话
tmhz=1,天后
tmhz=2,天候
tmia=1,窴
tmia=2,甜茶
tmic=1,天朝
tmie=1,天车
tmig=1,天秤
tmig=2,天成
tmih=1,天长
tmii=1,天池
tmij=1,田产
tmil=1,天窗
tmil=2,探明储量
tmis=1,填充
tmiu=1,填出
tmiu=2,天猫超市
tmiz=1,田畴
tmjb=1,天津
tmjb=2,填进
tmjd=1,透明胶带
tmjd=2,他们觉得
tmjd=3,拖慢进度
tmjg=1,土木结构
tmjg=2,铁马金戈
tmji=1,天机
tmji=2,天际
tmji=3,田鸡
tmjk=1,田径
tmjk=2,恬静
tmjk=3,天井
tmjl=1,天降
tmjl=2,甜酱
tmjm=1,田间
tmjn=1,天骄
tmjn=2,甜椒
tmjn=3,舔脚
tmjp=1,天劫
tmjp=2,天界
tmjp=3,鿬
tmjq=1,甜酒
tmjq=2,天久
tmjr=1,緂
tmjr=2,甜卷
tmjv=1,土木建筑
tmjx=1,添加
tmjx=2,天价
tmkg=1,天坑
tmkg=2,填坑
tmkj=1,田坎
tmkl=1,透明窟窿
tmks=1,天空
tmks=2,填空
tmks=3,汤姆克鲁斯
tmla=1,甜辣
tmla=2,搷
tmlb=1,田林
tmlc=1,掭
tmlc=2,天牢
tmld=1,天籁
tmle=1,殄
tmlg=1,天冷
tmlh=1,天狼
tmli=1,天理
tmli=2,田里
tmli=3,田力
tmlj=1,天蓝
tmll=1,天亮
tmll=2,天凉
tmll=3,天良
tmlm=1,田联
tmlm=2,天联
tmln=1,填料
tmlo=1,田螺
tmlq=1,天马流星拳
tmlr=1,添乱
tmls=1,田垄
tmls=2,天龙
tmlu=1,天路
tmlu=2,天禄
tmlw=1,天雷
tmlx=1,太没良心
tmlx=2,脱敏练习
tmly=1,天伦
tmma=1,天马
tmma=2,天麻
tmmc=1,天猫
tmmd=1,天迈
tmmd=2,填埋
tmmf=1,天门
tmmh=1,黇
tmmh=2,天芒
tmmh=3,听妈妈的话
tmmh=4,甛
tmmh=5,天猫魔盒
tmmi=1,甜蜜
tmmi=2,恬谧
tmmj=1,填满
tmmj=2,添满
tmmk=1,天明
tmmk=2,天命
tmml=1,天蒙蒙亮
tmmo=1,天魔
tmmo=2,甜沫
tmmu=1,天幕
tmmu=2,田亩
tmmw=1,甜美
tmmw=2,甜妹
tmmy=1,他们没有
tmna=1,天哪
tmna=2,㬲
tmnc=1,忝
tmni=1,甜腻
tmnj=1,天南
tmnm=1,天年
tmnn=1,天
tmnq=1,天牛
tmnu=1,天怒
tmnv=1,天女
tmnw=1,天内
tmnw=2,天命难违
tmpb=1,甜品
tmpg=1,天蓬
tmpg=2,天棚
tmpk=1,天平
tmpk=2,填平
tmpk=3,舔屏
tmpp=1,田
tmpp=2,䧃
tmpq=1,畋
tmqa=1,晪
tmqa=2,睓
tmqa=3,賟
tmqb=1,盷
tmqi=1,天气
tmqi=2,田契
tmqi=3,天启
tmqi=4,田七
tmqk=1,天晴
tmqk=2,睼
tmqm=1,天谴
tmqm=2,天堑
tmqn=1,天桥
tmqn=2,䀖
tmqq=1,天球
tmqr=1,填权
tmqr=2,天泉
tmqs=1,天穹
tmqt=1,天阙
tmre=1,天热
tmrf=1,天人
tmrf=2,添人
tmrh=1,天壤
tmrh=2,㶺
tmri=1,天日
tmrj=1,天然
tmrj=2,恬然
tmru=1,填入
tmru=2,添入
tmrw=1,头面人物
tmrw=2,他们认为
tmrx=1,提名人选
tmry=1,天润
tmry=2,甜润
tmsd=1,填塞
tmsd=2,田赛
tmse=1,天色
tmse=2,填色
tmsr=1,天算
tmsr=2,甜酸
tmsr=3,甜蒜
tmta=1,填
tmta=2,㙉
tmta=3,塡
tmta=4,天塌
tmtd=1,天台
tmtg=1,听没听过
tmth=1,天堂
tmti=1,天体
tmti=2,天梯
tmtj=1,天坛
tmtk=1,天庭
tmtk=2,天听
tmtl=1,通明透亮
tmtm=1,天天
tmtm=2,甜甜
tmtn=1,天条
tmtr=1,天团
tmtr=2,鷆
tmts=1,甜筒
tmts=2,天同
tmtu=1,填土
tmtu=2,天突
tmtv=1,体貌特征
tmtx=1,同名同姓
tmtz=1,甜头
tmtz=2,添头
tmtz=3,田头
tmua=1,天杀
tmua=2,天煞
tmue=1,添设
tmue=2,田舍
tmuf=1,天神
tmug=1,天生
tmug=2,他们说过
tmuh=1,天上
tmuh=2,添上
tmui=1,天使
tmui=2,天师
tmui=3,甜食
tmui=4,天时
tmuj=1,天山
tmul=1,甜爽
tmup=1,甜蜜双排
tmuu=1,天数
tmuu=2,天书
tmuu=3,田鼠
tmuv=1,添水
tmuv=2,甜水
tmuv=3,天水
tmux=1,同门师兄
tmuy=1,天顺
tmuy=2,舔顺
tmuz=1,天寿
tmuz=2,天授
tmva=1,腆
tmvd=1,田宅
tmvd=2,她们知道
tmvf=1,天真
tmvf=2,田震
tmvg=1,天正
tmvh=1,胋
tmvh=2,天章
tmvi=1,添置
tmvi=2,天职
tmvj=1,他们之间
tmvj=2,脱帽致敬
tmvj=3,同名专辑
tmvn=1,天命之年
tmvu=1,天主
tmvu=2,天竺
tmvv=1,天命昭昭
tmvz=1,甜粥
tmvz=2,天命之子
tmwa=1,阗
tmwa=2,闐
tmwa=3,覥
tmwa=4,田蛙
tmwc=1,舔
tmwd=1,天外
tmwd=2,舚
tmwd=3,靝
tmwf=1,天文
tmwf=2,甜文
tmwh=1,天王
tmwh=2,天网
tmwm=1,甜
tmws=1,铁面无私
tmww=1,甜味
tmww=2,天威
tmxb=1,甜心
tmxb=2,天心
tmxk=1,天性
tmxk=2,天星
tmxk=3,天马行空
tmxl=1,天象
tmxl=2,天香
tmxl=3,脱敏训练
tmxm=1,天线
tmxm=2,天仙
tmxm=3,天险
tmxp=1,填写
tmxp=2,天蝎
tmxq=1,天秀
tmxq=2,痰迷心窍
tmxr=1,天选
tmxr=2,贪慕虚荣
tmxu=1,听命行事
tmxu=2,同名小说
tmxx=1,天下
tmxx=2,填下
tmxz=1,唾沫星子
tmya=1,天涯
tmya=2,天呀
tmyb=1,天阴
tmyb=2,舔阴
tmye=1,田野
tmye=2,天爷
tmyf=1,同母异父
tmyg=1,天命有归
tmyg=2,天命有所归
tmyi=1,天意
tmyi=2,天翼
tmyj=1,天眼
tmyj=2,天衍
tmyn=1,同命运共患难
tmyr=1,田园
tmyr=2,天元
tmyu=1,天宇
tmyu=2,添雨
tmyu=3,天域
tmyu=4,天娱
tmyx=1,同码一行
tmyy=1,天运
tmyy=2,天云
tmyz=1,天佑
tmyz=2,添油
tmzc=1,婖
tmzc=2,天造
tmzc=3,甜枣
tmzd=1,天灾
tmzd=2,填在
tmze=1,天泽
tmze=2,天择
tmzg=1,天增
tmzg=2,添增
tmzg=3,唾面自干
tmzh=1,天葬
tmzi=1,天子
tmzi=2,天资
tmzj=1,他们自己
tmzj=2,她们自己
tmzs=1,天纵
tmzs=2,甜棕
tmzy=1,天尊
tnan=1,调暗
tnan=2,条案
tnbj=1,跳板
tnbj=2,调班
tnbk=1,调兵
tnbl=1,太牛逼了
tnbo=1,挑拨
tnbo=2,调拨
tnbq=1,头脑不清
tnbr=1,糖尿病人
tncc=1,跳槽
tncc=2,跳操
tnci=1,挑刺
tnco=1,挑错
tncu=1,体能测试
tnda=1,誂
tnda=2,调大
tndb=1,天南地北
tndc=1,跳到
tndc=2,调到
tndd=1,条带
tndg=1,挑灯
tndg=2,条凳
tndh=1,跳档
tndh=2,调
tndh=3,调档
tndi=1,调低
tndj=1,跳蛋
tndj=2,挑担
tnds=1,跳动
tnds=2,调动
tnds=3,挑动
tndu=1,跳读
tndu=2,拖泥带水
tndz=1,挑逗
tndz=2,挑斗
tnem=1,童年噩梦
tnfa=1,佻
tnfa=2,跳发
tnfa=3,调发
tnfb=1,头脑风暴
tnfd=1,头脑发达
tnfg=1,條
tnfg=2,跳风
tnfg=3,条缝
tnfh=1,调防
tnfh=2,调房
tnfr=1,头脑发热
tnfr=2,鯈
tnfu=1,条幅
tnfu=2,调幅
tnfu=3,挑夫
tngc=1,跳高
tngc=2,调高
tngg=1,调羹
tngh=1,龆
tngh=2,齠
tngl=1,调光
tngo=1,跳过
tngo=2,调过
tngv=1,条规
tnhb=1,天南海北
tnhd=1,跳海
tnhe=1,调和
tnhe=2,调合
tnhe=3,跳河
tnhf=1,条痕
tnhj=1,调函
tnho=1,挑货
tnho=2,调货
tnhu=1,跳湖
tnhu=2,调护
tnhv=1,跳回
tnhv=2,调回
tnhx=1,挑花
tnhy=1,童年回忆
tnhz=1,套你猴子
tnia=1,窕
tnia=2,宨
tnia=3,调差
tnib=1,体能储备
tnie=1,跳车
tnie=2,调车
tnif=1,条陈
tnig=1,窱
tnig=2,调成
tnil=1,跳窗
tniu=1,跳出
tniu=2,调出
tniu=3,挑出
tnjb=1,跳进
tnjd=1,头脑简单
tnji=1,调剂
tnji=2,跳级
tnji=3,调集
tnjk=1,跳井
tnjk=2,调经
tnjm=1,条件
tnjm=2,挑拣
tnjn=1,调教
tnjn=2,跳脚
tnjp=1,调节
tnjp=2,调解
tnjq=1,调酒
tnjx=1,调价
tnkd=1,跳开
tnkd=2,调开
tnke=1,调课
tnkg=1,跳坑
tnkj=1,调侃
tnkj=2,跳看
tnkk=1,调快
tnkk=2,条块
tnkr=1,条款
tnks=1,调控
tnks=2,跳空
tnla=1,挑
tnld=1,挑来
tnld=2,调来
tnlh=1,头脑灵活
tnli=1,调理
tnli=2,条例
tnli=3,调离
tnli=4,条理
tnlk=1,条令
tnlk=2,调令
tnll=1,调亮
tnll=2,挑梁
tnll=3,跳梁
tnln=1,调料
tnlu=1,条路
tnlu=2,托尼老师
tnlw=1,调类
tnlz=1,跳楼
tnma=1,条码
tnma=2,跳马
tnmf=1,调门
tnmh=1,蜩
tnmk=1,挑明
tnmk=2,条命
tnmn=1,桃乃木香奈
tnmu=1,条目
tnmy=1,天怒民怨
tnnd=1,他奶奶的
tnnh=1,髫
tnnh=2,䯾
tnns=1,挑弄
tnpb=1,调频
tnpd=1,调派
tnpi=1,调皮
tnpi=2,跳劈
tnpn=1,跳票
tnpo=1,挑破
tnpw=1,调配
tnqa=1,眺
tnqa=2,晀
tnqg=1,条
tnqi=1,挑起
tnqi=2,跳起
tnqk=1,调情
tnql=1,跳墙
tnql=2,跳枪
tnql=3,太年轻了
tnqm=1,调遣
tnqm=2,调迁
tnqq=1,跳球
tnqu=1,跳去
tnqu=2,调取
tnqw=1,探囊取物
tnqx=1,头脑清醒
tnrh=1,笤
tnrj=1,挑染
tnrs=1,条绒
tnru=1,跳入
tnru=2,调入
tnry=1,天怒人怨
tnse=1,调色
tnsh=1,天女散花
tnsj=1,跳伞
tnso=1,挑唆
tnsp=1,迢
tnsu=1,调速
tntd=1,跳台
tntd=2,调台
tnti=1,挑剔
tntk=1,调停
tntn=1,条条
tntn=2,迢迢
tntn=3,童男童女
tntn=4,调调
tnto=1,跳脱
tntr=1,同年同日
tntr=2,同年同月同日
tnts=1,调通
tnts=2,同年同月同日死
tntu=1,挑土
tntu=2,同年同月同日生
tnty=1,同年同月
tntz=1,跳投
tntz=2,调头
tnua=1,祧
tnua=2,跳杀
tnue=1,调摄
tnue=2,条蛇
tnuf=1,跳神
tnuf=2,体内水分
tnug=1,跳绳
tnug=2,调升
tnuh=1,祒
tnuh=2,跳上
tnuh=3,调上
tnui=1,调试
tnui=2,挑事
tnui=3,挑食
tnuj=1,跳山
tnuj=2,体内射精
tnul=1,调双
tnul=2,太难受了
tnul=3,太那啥了
tnuu=1,条数
tnuv=1,跳水
tnuv=2,调水
tnva=1,跳闸
tnva=2,朓
tnvc=1,调招
tnvc=2,鸵鸟政策
tnvf=1,跳帧
tnvf=2,跳针
tnvg=1,调整
tnvg=2,调正
tnvi=1,调制
tnvi=2,调职
tnvj=1,挑战
tnvl=1,条状
tnvo=1,条桌
tnvr=1,跳转
tnvr=2,调转
tnvs=1,挑中
tnvz=1,笤帚
tnvz=2,跳轴
tnwf=1,条纹
tnwf=2,条文
tnwh=1,眺望
tnwu=1,跳舞
tnww=1,调味
tnww=2,调为
tnxb=1,挑衅
tnxf=1,天女下凡
tnxi=1,调戏
tnxi=2,调息
tnxi=3,跳戏
tnxk=1,条形
tnxk=2,条型
tnxl=1,跳箱
tnxl=2,调向
tnxn=1,调小
tnxn=2,调笑
tnxn=3,䒒
tnxp=1,调谐
tnxp=2,调协
tnxq=1,调休
tnxr=1,挑选
tnxu=1,调序
