a	啊
wwzm	娓
xbaa	囟
xbal	衅
xbay	新
xbcc	心
xbcy	忻
xbdg	歆
xbdy	䜣
xbfc	伈
xbfd	信
xbkk	鑫
xbks	锌
xbqy	昕
xbry	炘
xbsg	𫷷
xbss	辛
xbtq	馨
xbxc	芯
xbxs	莘
xbxy	薪
xbyg	欣
xian	饻
xiao	羲
xiao	兮
xiap	郤
xiar	饩
xiba	浠
xiba	洗
xibl	汐
xibn	溪
xibr	潟
xiby	淅
xice	牺
xice	恓
xicn	𫘬
xicq	惜
xide	粞
xidn	袭
xiea	醯
xiea	豨
xiee	舾
xiee	西
xiej	系
xiez	觋
xifa	俙
xifh	僖
xifn	傒
xigm	翕
xiha	唏
xihh	嘻
xihq	吸
xihy	咥
xiia	屣
xiic	窸
xiic	犀
xiil	穸
xiiz	屃
xije	硒
xijh	绤
xijp	细
xika	铣
xikh	𬭳
xikj	锡
xikr	熙
xill	夕
ximc	悉
ximc	螅
ximc	蟋
ximh	谿
ximm	习
ximn	奚
ximq	昔
ximy	蜥
xina	希
xinp	郗
xioc	樨
xioq	檄
xioy	皙
xioy	析
xipg	隙
xipr	隰
xiqa	晞
xiqa	睎
xiqh	暿
xiqo	曦
xiqr	戏
xiqy	晰
xira	烯
xirc	熄
xirm	熻
xiro	爔
xisa	席
xisg	玺
xitc	憙
xith	喜
xito	枲
xitr	熹
xiua	徙
xiuh	禧
xiuj	裼
xiun	禊
xivb	膝
xivc	𠅤
xivp	肸
xiwa	阋
xiwa	稀
xiwh	觿
xixa	蓰
xixc	葸
xixe	茜
xixy	菥
xiyc	息
xiyh	𬶮
xiym	釐
xiyn	鼷
xiyp	酅
xiyr	舄
xiyr	巇
xiyw	嶲
xiyy	嶍
xiyy	鳛
xizc	媳
xizh	嬉
xizn	蹊
xkaj	饧
xkck	悻
xkcs	骍
xkcw	性
xkcw	惺
xkew	醒
xkga	兴
xkgq	省
xkgw	瑆
xkjs	硎
xkkk	行
xkks	铏
xkkx	钘
xkla	擤
xkne	形
xknp	邢
xkns	刑
xknt	型
xkoh	杏
xkpe	陉
xkqw	星
xkrw	煋
xktk	幸
xkvw	猩
xkvw	腥
xkxb	荥
xkxk	荇
xkze	𫰛
xkzk	婞
xkzw	姓
xlaa	饷
xlaa	向
xlbq	湘
xlcn	骧
xldk	详
xlez	项
xlfl	像
xlga	珦
xlgn	瓖
xlha	响
xlim	翔
xliy	鲞
xljc	飨
xljj	乡
xljn	𬙋
xljq	缃
xlkn	镶
xlll	象
xlmv	巷
xlnn	襄
xloc	想
xlol	橡
xloq	相
xlpw	降
xlrq	箱
xlsk	庠
xlsq	厢
xluk	祥
xlun	享
xlwq	香
xlxj	芗
xlxq	葙
xmay	馅
xmba	洗
xmba	冼
xmbp	涎
xmca	先
xmcg	忺
xmcq	霰
xmdh	𫍯
xmdy	籼
xmea	酰
xmej	舷
xmer	燹
xmfj	伭
xmfy	仙
xmgz	现
xmia	宪
xmig	羡
xmiy	𬸣
xmjb	缐
xmjr	线
xmjw	纤
xmkg	锨
xmkk	衔
xmlg	掀
xmly	挦
xmmz	蚬
xmnz	贤
xmoj	弦
xmpc	限
xmpn	献
xmpt	险
xmpy	陷
xmqn	显
xmqp	暹
xmqr	㬎
xmqz	𬀪
xmqz	𪾢
xmra	筅
xmrh	咸
xmry	氙
xmso	痫
xmtt	县
xmue	禒
xmun	祆
xmvb	腺
xmvg	狝
xmvt	猃
xmwo	闲
xmwy	鹇
xmxk	藓
xmxt	莶
xmxz	苋
xmyk	鲜
xmyt	崄
xmyz	岘
xmza	跣
xmzh	嫌
xmzn	孅
xmzo	娴
xmzp	跹
xmzz	见
xnba	潇
xnbn	洨
xnbn	涍
xnbq	滧
xnbv	淆
xnbv	消
xncb	骁
xncv	霄
xndn	虓
xndq	𫍲
xnfm	翛
xngg	小
xngp	逍
xngs	削
xngv	肖
xnha	啸
xnhb	哓
xnhh	嚣
xnhn	哮
xnhy	鸮
xniq	敩
xniv	宵
xnjv	绡
xnjv	硝
xnkv	销
xnma	蟏
xnmv	蛸
xnnq	效
xnon	校
xnoo	枵
xnpn	孝
xnpv	魈
xnqb	晓
xnra	箫
xnrn	笑
xnrq	筱
xnvn	猇
xnxa	萧
xnyo	枭
xnyv	崤
xnyy	皛
xpaa	血
xpbc	澥
xpbn	泻
xpbn	瀣
xpbo	渫
xpbo	泄
xpcc	懈
xpdq	燮
xpdy	谐
xpdy	谢
xpfn	偰
xpfp	卸
xpfy	偕
xpga	𬹼
xpgn	些
xpgp	斜
xpgq	𤫉
xpgt	㙦
xphp	叶
xpin	写
xpiv	屑
xpjo	绁
xpjz	缬
xpln	挟
xpln	揳
xplv	携
xplz	撷
xpmt	鞋
xpmw	蝎
xpnd	亵
xpon	楔
xpov	榍
xpox	械
xpoy	榭
xppc	勰
xppp	协
xpqg	歇
xpsc	廨
xptz	颉
xpup	邪
xpvc	獬
xpvp	胁
xpwc	解
xpwj	絜
xpwm	蟹
xpwp	邂
xpxc	薢
xpxn	薤
xpzq	躞
xqat	馐
xqbn	溴
xqbv	滫
xqeo	貅
xqfe	修
xqfo	休
xqfv	脩
xqfy	鸺
xqgv	珛
xqgv	琇
xqhn	嗅
xqho	咻
xqit	羞
xqiy	宿
xqjv	绣
xqkv	锈
xqmv	䗛
xqno	髹
xqoo	朽
xqso	庥
xqup	袖
xqwv	秀
xqyn	臭
xqyp	岫
xram	翾
xrbj	泫
xrbk	漩
xrbn	渲
xrcj	𫠊
xrcn	愃
xrcp	选
xrdn	𫍽
xrdq	谖
xrew	轩
xrfn	儇
xrgj	玹
xrgk	璇
xrgn	瑄
xrgv	琄
xrhn	咺
xrhn	喧
xrin	宣
xris	券
xrjn	碹
xrjq	绚
xrkj	衒
xrkj	铉
xrkv	𫓶
xron	楦
xrqj	昡
xrqj	眩
xrqk	暶
xrqn	暄
xrqn	晅
xrrj	炫
xrrn	煊
xrrn	烜
xrsj	痃
xrsk	癣
xrsk	旋
xrtc	悬
xrum	禤
xrvj	玄
xrxn	萱
xrzn	嬛
xsbw	汹
xsdh	诇
xsdw	讻
xsha	兄
xsnw	凶
xspg	雄
xssq	夐
xstr	熊
xsvw	胸
xsww	匈
xsxo	芎
xtaa	血
xtcq	雪
xtdn	谑
xtgs	削
xthe	噱
xtia	穴
xtin	学
xtiy	峃
xtlz	踅
xtmt	靴
xtxa	茓
xtxs	薛
xtyq	鳕
xuan	虚
xuba	洫
xuba	㳚
xubp	浒
xubq	溆
xubv	湑
xuca	恤
xucc	需
xudm	诩
xudp	许
xudq	旭
xudv	谞
xudv	糈
xudw	𬣙
xuev	醑
xuew	酗
xuez	媭
xuez	须
xugm	珝
xugq	叙
xugz	顼
xuhn	嘘
xuhw	吁
xujc	𦈡
xujn	续
xujq	绪
xukv	胥
xuom	栩
xupr	魆
xuqh	昫
xuqr	煦
xuqw	盱
xuqw	旴
xurg	欻
xurn	戌
xuss	序
xutn	墟
xuts	垿
xutw	圩
xuua	徐
xuvp	畜
xuwp	勖
xuww	冔
xuxp	蓄
xuxy	蓿
xuzj	絮
xuzv	婿
xxcq	霞
xxeh	辖
xxfn	侠
xxgq	瑕
xxha	吓
xxhp	呷
xxjn	硖
xxma	虾
xxna	下
xxnq	夏
xxop	柙
xxop	遐
xxoq	叚
xxpm	翈
xxqh	瞎
xxqq	暇
xxrh	黠
xxsq	厦
xxvn	狭
xxvp	狎
xxwp	匣
xxyn	峡
xxza	罅
xyap	巡
xybp	汛
xybq	洵
xybq	浚
xyby	浔
xyca	驯
xycq	恂
xyda	训
xydp	讯
xydq	询
xyer	醺
xygq	珣
xygy	𬍤
xyha	噀
xyhp	勋
xyja	𬘓
xyjr	𫄸
xylq	殉
xynp	逊
xyop	迅
xyoq	栒
xyqp	𬩽
xyqr	曛
xyqy	寻
xyrr	熏
xyry	𬊈
xytz	埙
xyuq	徇
xyuq	循
xyva	巽
xyvr	獯
xywp	郇
xywq	旬
xyxp	蕈
xyxq	荀
xyxr	薰
xyxy	荨
xyyq	峋
xyyy	鲟
yaaa	丫
yabt	涯
yadu	讶
yaeo	轧
yafu	伢
yagp	琊
yagu	玡
yahu	呀
yahw	哑
yaju	砑
yakh	衙
yalp	押
yalz	揠
yamu	蚜
yaow	桠
yapy	鸭
yaqt	睚
yarw	氩
yasa	压
yatt	堐
yatw	垭
yaug	雅
yaup	迓
yauu	牙
yauy	鸦
yavn	猰
yaww	亚
yaxu	芽
yayt	崖
yayu	岈
yazw	娅
ybag	饮
ybbn	洇
ybbt	溵
ybbt	淫
ybcd	愔
ybcn	骃
ybct	霪
ybdd	音
ybdt	𬤇
ybeg	歅
yben	因
ybeo	胤
ybet	殷
ybgc	珢
ybgc	龈
ybgy	龂
ybha	吲
ybhd	喑
ybhh	嚚
ybhz	吟
ybia	寅
ybic	慭
ybid	窨
ybjc	硍
ybjj	印
ybjn	𬘡
ybkc	银
ybkn	铟
ybla	夤
ybma	蚓
ybmp	蟫
ybmp	鄞
yboa	引
ybpc	隐
ybpv	阴
ybqe	尹
ybrn	氤
ybsc	瘾
ybtc	垠
ybtt	堙
ybut	禋
ybvd	狺
ybwd	訚
ybwt	𬮱
ybxj	茚
ybxn	茵
ybxv	荫
ybyj	䲟
ybyk	崟
ybzn	姻
ycbb	尧
ycdz	谣
yceh	轺
ycen	夭
ycez	要
ycfb	侥
ycga	珧
ycgg	耀
ycgz	瑶
ychj	吆
ychn	咬
ycip	窈
yciq	窅
yciz	窑
ycja	约
ycjj	幺
ycka	铫
yckv	钥
yclz	摇
ycmp	靿
ycmp	遥
ycmy	舀
ycmy	鹞
ycnn	爻
ycnv	肴
ycoq	杳
ycqg	曜
ycsn	疟
yctt	垚
yctz	㙘
ycuz	徭
ycvz	猺
ycvz	腰
ycxa	药
ycyb	峣
ycyp	邀
ycyz	鳐
ycyz	崾
ycza	姚
yczn	妖
yczz	媱
yeaa	馌
yeap	爷
yebh	冶
yebl	液
yedw	谒
yeep	耶
yefp	倻
yehn	噎
yehn	咽
yehp	叶
yeii	也
yekp	铘
yell	掖
yelp	揶
yems	野
yeop	椰
yeqe	曳
yeqp	晔
yerp	烨
yesc	靥
yevl	腋
yevl	夜
yewn	业
yewp	邺
yezz	页
yhbk	洋
yhbn	泱
yhbr	漾
yhcn	怏
yhfk	佯
yhfp	仰
yhgj	玚
yhhn	咉
yhia	养
yhic	恙
yhir	羕
yhkj	钖
yhkk	羊
yhlj	扬
yhln	殃
yhmk	蛘
yhmn	鞅
yhnj	飏
yhoj	杨
yhok	样
yhpq	阳
yhqj	旸
yhrj	炀
yhrk	烊
yhrk	氧
yhsj	疡
yhsk	痒
yhtk	垟
yhuk	徉
yhwn	秧
yhwn	央
yhwy	鸯
yiaa	益
yiaa	夷
yiah	饴
yiam	翊
yian	义
yiat	毅
yiay	鹢
yiba	潩
yiba	溢
yibe	洢
yibv	浥
yiby	沂
yiby	漪
yich	怡
yicl	驿
yicl	怿
yicl	忆
yicv	悒
yidc	意
yidh	诒
yidl	译
yidn	议
yidq	诣
yidt	谊
yiei	酏
yien	舣
yier	轶
yife	伊
yifh	佁
yifl	亿
yifn	仪
yifn	依
yifp	迤
yifp	㑊
yifr	佚
yifv	佾
yify	倚
yigg	以
yigy	𬺈
yiha	咦
yiha	嗌
yihc	噫
yihe	咿
yihl	呓
yihv	邑
yiik	宧
yiil	扅
yiim	尾
yiin	扆
yiit	宜
yija	缢
yijc	𫄷
yijl	绎
yika	镒
yikc	镱
yikl	钇
yikn	铱
yikr	𬬩
yikz	颐
yile	揖
yill	乙
yiln	殪
yilp	抑
yilv	挹
yima	翌
yima	螠
yima	翼
yimj	蜴
yimn	蚁
yimp	遗
yimp	勚
yimx	羿
yinh	裔
yinn	乂
yinn	一
yinn	衣
yins	刈
yinv	裛
yiny	鹝
yioi	椸
yioo	枍
yior	杙
yioy	椅
yipn	奕
yipp	亦
yipx	弈
yiqh	眙
yiqj	易
yiqx	彝
yirl	黟
yirl	簃
yirp	逸
yirr	弋
yirr	燚
yiry	熠
yisa	廙
yisa	痍
yisc	癔
yist	瘗
yist	疫
yisy	旖
yitc	懿
yitj	埸
yitk	疑
yitn	壹
yitq	肄
yitr	矣
yitv	圯
yiut	役
yiuv	祎
yiva	胰
yivc	臆
yivv	已
yivx	异
yivy	猗
yiwi	匜
yiwj	繄
yiwl	移
yiwm	翳
yiwr	医
yixa	荑
yixc	薏
yixg	苡
yixl	艺
yixn	艾
yixy	𬟁
yiyk	嶷
yiyl	峄
yiyl	屹
yiys	劓
yiyz	𫖮
yiza	姨
yizc	嫕
yizh	贻
yizy	踦
yjae	彦
yjal	甗
yjan	虤
yjap	罨
yjaz	颜
yjba	沇
yjba	演
yjbh	沿
yjbp	淹
yjbr	漹
yjbt	湮
yjbv	滟
yjbx	渰
yjcn	恹
yjct	验
yjdd	言
yjde	谚
yjdn	谳
yjdn	䶮
yjee	酽
yjep	延
yjet	殷
yjfe	俨
yjfz	偃
yjgr	琰
yjgx	弇
yjhd	唁
yjhn	咽
yjir	戭
yjir	扊
yjiz	宴
yjja	𬙂
yjjp	𫄧
yjjx	研
yjjz	砚
yjkb	衍
yjkh	铅
yjlp	掩
yjlr	掞
yjmp	蜒
yjmr	燕
yjmz	蝘
yjnp	鄢
yjnp	奄
yjnr	焉
yjod	檐
yjor	棪
yjqc	眼
yjqz	晏
yjrn	烟
yjrp	筵
yjrr	焱
yjrr	炎
yjry	焰
yjsc	餍
yjsg	雁
yjsn	厌
yjsp	魇
yjsp	厣
yjsr	黡
yjsz	赝
yjta	盐
yjtr	墕
yjtz	堰
yjva	兖
yjvn	胭
yjvp	腌
yjwa	阏
yjwe	严
yjwn	闫
yjwp	阉
yjwp	郾
yjwv	艳
yjwy	阎
yjwy	𬸘
yjxa	芫
yjyj	岩
yjyn	𪩘
yjyp	崦
yjyz	鼹
yjzn	觃
yjzr	嫣
yjzr	嬿
yjzx	妍
ykbg	滢
ykbj	潆
ykbo	溁
ykbz	瀛
ykgn	瑛
ykgz	璎
ykhp	郢
ykhz	嘤
ykjn	硬
ykjz	缨
ykkn	锳
yklz	撄
ykmp	蝇
ykoa	楹
ykoz	樱
ykpp	迎
ykqe	影
ykqn	映
yksg	应
yksv	膺
yksy	鹰
yksz	瘿
yktz	颍
yktz	颖
ykva	盈
ykvz	媵
ykwz	嬴
ykwz	赢
ykxb	荥
ykxg	莹
ykxh	营
ykxj	萦
ykxk	蓥
ykxm	萤
ykxn	英
ykxr	荧
ykxt	茔
ykxy	莺
ykxz	䓨
ykzn	媖
ykzy	鹦
ykzz	罂
ykzz	婴
yoha	哟
yohv	唷
yrba	渊
yrba	沅
yrbg	源
yrbq	湲
yrbv	涴
yrcg	𫘪
yrea	园
yren	辕
yren	圜
yrez	圆
yrgq	瑗
yrhz	员
yrig	羱
yrir	冤
yrje	缘
yrlc	怨
yrle	掾
yrlq	援
yrlq	眢
yrly	鸳
yrmg	螈
yrmq	爰
yrmv	蜎
yrna	元
yrnp	鼋
yrnp	远
yroe	橼
yrpa	院
yrrv	箢
yrry	鸢
yrsc	愿
yrsg	原
yrta	垸
yrtg	塬
yrtn	垣
yrtn	袁
yrvn	猿
yrxa	芫
yrxv	苑
yrza	妧
yrzg	嫄
yrzq	媛
ysav	邕
ysbg	澭
ysbl	涌
ysbr	泳
yscl	慵
ysfl	俑
ysfl	佣
yshb	喁
yshr	咏
yskl	镛
ysll	拥
ysml	蛹
ysnl	用
ysor	栐
ysqz	颙
ysrl	㶲
ysrr	永
yssl	痈
yssl	庸
yssp	鄘
ystc	恿
ystl	甬
ystl	墉
ystl	埇
ystp	勇
ysvc	饔
ysvg	臃
ysvg	雍
ysvt	壅
ysyl	鲬
ysyl	鳙
yszl	踊
ytao	粤
ytbx	瀹
ytca	悦
ytdd	乐
ytea	𫐄
ytgv	玥
ytgx	龠
ythl	哕
ytja	约
ytkr	钺
ytkv	钥
ytod	栎
ytor	樾
ytpy	岳
ytqq	彟
ytqq	曰
ytrx	爚
ytrx	籥
ytvs	刖
ytvv	月
ytvy	𬸚
ytwa	阅
ytzn	跃
ytzr	越
yuag	欲
yuan	虞
yuan	饫
yuas	虞
yuay	鹆
yuba	淤
yubh	浴
yubh	潏
yubl	渝
yubv	淯
yuby	渔
yubz	滪
yucc	雨
yucl	愉
yuco	雩
yucq	驭
yudg	谀
yudh	语
yudl	谕
yuea	舆
yuea	艅
yueb	禹
yueh	圄
yuek	圉
yuep	鄅
yufa	毓
yufn	俣
yufn	伛
yuga	余
yugb	瑀
yugc	悆
yugd	誉
yugg	玉
yugh	龉
yugl	瑜
yugn	玙
yugp	畬
yuhb	喁
yuhl	喻
yuhw	吁
yuib	寓
yuil	窬
yuim	窳
yuir	熨
yuiw	宇
yuiy	尉
yujw	纡
yukg	钰
yulc	愈
yull	俞
yull	揄
yulp	逾
yulz	觎
yuml	蝓
yumm	羽
yumn	蜮
yung	欤
yunn	与
yuol	榆
yuon	鬻
yuon	棫
yupb	隅
yupp	郁
yuqa	昱
yuqb	禺
yuqc	愚
yuqp	遇
yuqq	聿
yura	煜
yure	彧
yurh	燏
yurn	燠
yurw	竽
yusa	瘀
yusa	於
yusg	庾
yusg	瘐
yush	矞
yusl	豫
yusp	遹
yuss	予
yusy	鹬
yusz	预
yutn	域
yutv	堉
yuub	髃
yuuh	裕
yuul	褕
yuup	御
yuuq	敔
yuva	狳
yuvg	腴
yuvl	㺄
yuvn	狱
yuvv	育
yuwa	盂
yuwn	阈
yuwp	迂
yuwp	邘
yuww	于
yuxg	萸
yuxw	芋
yuxy	蔚
yuxz	蓣
yuyb	嵎
yuyg	臾
yuyh	峪
yuyl	嵛
yuyn	屿
yuyx	舁
yuyy	鱼
yuzn	妪
yuzn	娱
yuzs	妤
yyaz	赟
yybt	沄
yybz	涢
yyca	愠
yyce	恽
yydb	韵
yyet	酝
yyhp	郧
yyhz	员
yyip	郓
yyir	熨
yyja	缊
yyjt	纭
yylz	殒
yynp	运
yynt	耘
yynt	云
yypz	陨
yyqb	昀
yyqe	晕
yyqz	𫖳
yyra	氲
yyra	煴
yyrb	筠
yyrz	筼
yyta	允
yytk	鋆
yyva	韫
yyva	狁
yyvn	孕
yywa	馧
yywb	匀
yyxa	蕴
yyxt	芸
yyzt	妘
yzan	卣
yzan	猷
yzbn	游
yzbp	油
yzbq	浟
yzcd	忧
yzdd	尤
yzdv	诱
yzee	𬨎
yzee	酉
yzev	囿
yzfc	悠
yzfd	优
yzfh	佑
yzfq	攸
yzfv	侑
yzhp	呦
yziq	羑
yziv	宥
yzjp	幼
yzkp	铀
yzkt	麀
yzkv	铕
yzme	蝤
yzmj	繇
yzmn	蝣
yzmp	蚴
yzmp	蚰
yzmp	釉
yznq	耰
yznq	牖
yzop	柚
yzor	槱
yzph	右
yzpp	邮
yzpp	由
yzpq	友
yzpv	有
yzqq	又
yzrp	黝
yzsd	疣
yzuh	祐
yzvd	犹
yzxd	莸
yzxq	莜
yzxv	莠
yzyd	鱿
yzyj	幽
yzyp	鼬
yzyp	鲉
zadg	杂
zaha	咂
zahn	咋
zaja	砸
zall	拶
zalo	扎
zavz	臜
zawa	匝
zcbo	澡
zccp	慥
zccp	造
zcdq	糟
zcgo	璪
zcho	噪
zcht	唣
zcjo	𥖨
zcnp	遭
zcpa	枣
zcqm	蚤
zcqp	早
zcro	燥
zcrp	簉
zcrt	灶
zcww	凿
zcxo	藻
zcyt	皂
zczo	躁
zdap	甾
zdfn	仔
zdir	灾
zdis	宰
zdnn	再
zdpe	载
zdph	哉
zdpo	栽
zdpt	在
zdyc	崽
zeaz	帻
zebl	泽
zeen	舴
zefp	迮
zehn	咋
zehz	啧
zekz	赜
zell	择
zeqg	昃
zern	笮
zerz	箦
zesg	仄
zewz	责
zezs	则
zfdq	谮
zffc	怎
zgal	甑
zgam	䎖
zgap	鄫
zgaq	罾
zgaq	曾
zgcq	憎
zgjq	缯
zgjy	综
zgkg	锃
zgrq	矰
zgtq	增
zgzq	赠
zhct	驵
zhnk	牂
zhnn	奘
zhrk	臧
zhvt	脏
zhxk	藏
zhxx	葬
zhzt	赃
ziaj	兹
zian	孳
zibc	恣
zibd	粢
zibh	咨
zibj	滋
zibp	淄
zibs	滓
zibz	姿
zibz	渍
zibz	资
zidn	籽
ziep	辎
zifn	仔
zigd	訾
zigj	紫
zigt	龇
zigw	觜
zigz	赀
zihj	嗞
zihq	吱
ziin	字
zijp	缁
zikj	镃
zikp	锱
zimn	虸
zinn	孖
zinn	耔
zinn	子
zinq	孜
zint	髭
zios	梓
ziqt	眦
zire	笫
ziwe	秭
ziwp	鄑
zixt	茈
ziyj	嵫
ziyo	鼒
ziyp	鲻
ziyy	自
zize	姊
zizg	趑
zjcp	酂
zjcz	赞
zjdq	糌
zjek	錾
zjeq	暂
zjgz	瓒
zjhy	咱
zjia	寁
zjll	拶
zjlz	攒
zjqq	昝
zjrq	簪
zjzz	趱
zocn	怍
zoen	酢
zofe	佐
zofn	作
zofq	做
zoge	琢
zogt	坐
zohq	嘬
zoht	唑
zolp	捽
zolq	撮
zoon	柞
zope	左
zopn	阼
zoqn	昨
zorn	笮
zost	座
zoun	祚
zovn	胙
zoyn	岞
zrjz	缵
zrkh	钻
zrlj	攥
zrrj	纂
zrzz	躜
zsac	总
zsdy	粽
zsfc	偬
zsfy	倧
zsiy	宗
zsjg	纵
zsjy	综
zsnq	鬷
zsny	鬃
zsog	枞
zsoy	棕
zssg	疭
zsvy	腙
zszy	踪
zudt	诅
zugt	珇
zugt	俎
zujt	组
zukr	镞
zupt	阻
zusr	族
zuut	祖
zuvp	卒
zuwt	租
zuxt	菹
zuyp	崒
zuzz	足
zvan	罪
zvep	醉
zvht	咀
zvhw	嘴
zvov	槜
zvqq	最
zvxq	蕞
zwys	鲗
zwzp	贼
zyap	遵
zyay	尊
zyfy	僔
zyhy	噂
zyky	𨱔
zyly	撙
zyoy	樽
zyyy	嶟
zyyy	鳟
zzcy	驺
zzdq	诹
zzep	鄹
zzin	奏
zzln	揍
zzpq	陬
zzyp	邹
zzyq	鲰
zzzz	走
