字	全码	同项序号	核定简码
缪	mzfk	0	mzf
缫	scfa	0	scf
缬	xpfq	0	xpfq
缭	lnff	0	lnf
缮	ujfj	0	ujf
缯	zgfa	0	zgfa
缰	jlfr	0	jlfr
缱	qmfo	0	qmfo
缲	qnfa	0	qnfa
缳	hrfg	0	hrfg
缵	zrfq	0	zrf
缶	fzbb	0	fzb
罂	ykqb	0	ykqb
罄	qkpb	0	qkpb
罅	xxby	0	xxb
罍	lwab	0	lwab
罔	whlz	0	whlz
罘	futd	0	futd
罟	gutr	0	gutr
罡	ghty	0	ght
罨	yjta	0	yjta
罱	ljtb	0	ljt
罴	pitw	0	pitw
罶	lqta	0	lqta
罹	litp	0	litp
罽	jito	0	jito
罾	zgta	0	zgt
羁	jitn	0	jitn
羑	yzmg	0	yzmg
羓	bamt	0	bamt
羔	gcmw	0	gcmw
羕	yhmn	0	yhmn
羖	gumw	0	gumw
羝	dimn	0	dimn
羟	qlms	0	qlms
羧	somg	0	som
羰	thmw	0	thmw
羱	yrmf	0	yrmf
羲	xidz	0	xid
羸	lwdb	0	lwd
羼	ijtb	0	ijtb
羿	yinq	0	yinq
翀	isny	0	isn
翂	ffno	0	ffn
翃	hsbn	0	hsb
翈	xxan	0	xxan
翊	yihn	0	yihn
翌	yinh	0	yinh
翎	lkvn	0	lkvn
翕	xidn	0	xidn
翙	hvun	0	hvu
翚	hvnc	0	hvn
翛	xnzn	0	xnz
翥	vukn	0	vukn
翦	jmvn	0	jmvn
翩	pmtn	0	pmtn
翮	hehn	0	heh
翯	henj	0	hen
翱	aoln	0	aol
翳	yiln	0	yiln
翷	lbbn	0	lbbn
翾	xrtn	0	xrtn
耄	mckh	0	mck
耆	qika	0	qika
耇	gzkj	0	gzk
耋	dpkh	0	dpk
耏	erlk	0	erl
耏	ndlk	0	ndlk
耑	drul	0	dru
耒	lwra	0	lwra
耔	zirx	0	zir
耖	icrk	0	icr
耘	yyrk	0	yyrk
耙	bart	0	bar
耙	part	0	par
耜	sirh	0	sirh
耠	horj	0	hor
耢	lcrk	0	lcr
耤	jira	0	jira
耥	thrj	0	thrj
耦	ouro	0	our
耧	lzrm	0	lzrm
耨	nzrn	0	nz
耩	jlrr	0	jlr
耪	phrl	0	phrl
耰	yzrg	0	yzr
耱	morc	0	morc
耵	dkmn	0	dkmn
耷	davm	0	davm
聃	djmr	0	djmr
聆	lkmv	0	lkmv
聍	nkmn	0	nkm
聒	gomj	0	gom
聩	kvmq	0	kvmq
聱	aoxm	0	aoxm
聿	yudd	0	yudd
肄	yigd	0	yigd
肓	hlbr	0	hlb
肟	worz	0	wor
肫	vyrz	0	vyr
肭	nard	0	nar
肮	ahrd	0	ahr
肱	gsrk	0	gsr
肴	ycer	0	ycer
肷	qmrd	0	qmr
肸	xirb	0	xirb
肼	jkrj	0	jkrj
胂	ufra	0	ufr
胄	vzar	0	vza
胈	bard	0	bard
胍	gxrb	0	gxr
胗	vfrk	0	vfrk
胙	zorr	0	zor
胛	jxra	0	jxra
胝	virn	0	virn
胠	qurk	0	qurk
胣	iirh	0	iirh
胥	xulr	0	xulr
胨	dsrc	0	dsr
胩	kars	0	kar
胪	lurt	0	lur
胫	jkrs	0	jkrs
胬	numd	0	numd
胭	yjrv	0	yjrv
胯	kxrz	0	kxr
胱	glrn	0	glr
胲	hdrd	0	hdr
胴	dsrj	0	dsrj
胼	pmrq	0	pmr
脍	kkrk	0	kkr
脎	sarf	0	sar
脒	mirb	0	mir
脔	lryd	0	lryd
脘	wjrn	0	wjrn
脞	corp	0	cor
脟	lprn	0	lpr
脩	xqzr	0	xqzr
脬	pcrx	0	pcr
脯	furl	0	furl
脯	purl	0	pur
脲	nnro	0	nnr
脶	lord	0	lor
脿	bnrg	0	bnr
腆	tmrv	0	tmr
腈	jkrr	0	jkrr
腋	yerx	0	yer
腑	furt	0	furt
腒	jurg	0	jurg
腘	gort	0	gor
腙	zsrq	0	zsr
腚	dkrl	0	dkr
腠	czrv	0	czr
腧	uure	0	uur
腨	urrl	0	urr
腩	njrb	0	njr
腭	eerz	0	eerz
腯	tura	0	tur
腱	jmro	0	jmr
腴	yurd	0	yurd
腼	mmrl	0	mmrl
腽	wart	0	war
膂	lvlr	0	lvlr
膈	gerh	0	gerh
膑	bbrv	0	bbr
膘	bnrq	0	bnrq
膙	jlrw	0	jlrw
膦	lbrh	0	lbr
膺	ykcr	0	ykcr
膻	djrr	0	djrr
膻	ujrr	0	ujrr
臃	ysrp	0	ysr
臆	yirv	0	yirv
臊	scra	0	scr
臌	gurg	0	gurg
臑	ncrl	0	ncrl
臜	zarq	0	zar
臬	npla	0	npl
臼	jqll	0	jqll
臾	yuld	0	yuld
舀	ycbl	0	ycbl
舁	yulq	0	yulq
舂	isml	0	ism
舄	xilw	0	xilw
舐	uixn	0	uixn
舛	irxh	0	irx
舠	dcco	0	dcco
舢	ujcu	0	ujcu
舣	yice	0	yice
舥	pact	0	pac
舫	fhcl	0	fhc
舭	bicg	0	bicg
舯	vscy	0	vsc
舲	lkcv	0	lkc
舳	vuca	0	vuca
舴	zecr	0	zecr
舷	xmcf	0	xmcf
舸	gecn	0	gecn
舻	luct	0	luct
舾	xicy	0	xicy
艄	uccr	0	uccr
艅	yucv	0	yucv
艉	wwch	0	wwch
艋	mgct	0	mgct
艎	hlct	0	hlct
艏	uzcl	0	uzcl
艚	ccca	0	ccc
艟	iscw	0	iscw
艨	mgcy	0	mgcy
艴	bokt	0	bokt
艽	jnqh	0	jnqh
艿	ndqn	0	ndq
芃	pgqd	0	pgqd
芄	wjqh	0	wjqh
芈	miye	0	miy
芊	qmqx	0	qmqx
芍	ucqd	0	ucq
芎	xsqz	0	xsq
芏	duqp	0	duqp
芑	qiqt	0	qiqt
芗	xlqf	0	xlqf
芘	biqg	0	biqg
芜	wuqa	0	wuqa
芟	ujqw	0	ujq
芠	wfqq	0	wfqq
芡	qmqd	0	qmqd
芣	fuqd	0	fuqd
芤	kzqz	0	kzq
芨	jiqs	0	jiqs
芩	qbqv	0	qbqv
芪	qiqn	0	qiqn
芫	yjqn	0	yjq
芫	yrqn	0	yrqn
芰	jiqg	0	jiqg
芴	wuqx	0	wuqx
芼	mcqh	0	mcqh
芾	fwqg	0	fwqg
芾	fuqg	0	fuqg
苁	csqd	0	csqd
苄	bmqs	0	bmqs
苇	wwqe	0	wwqe
苈	liqk	0	liqk
苉	piqn	0	piq
苊	eeqt	0	eeq
苋	xmqq	0	xmqq
苌	ihqh	0	ihq
苎	vuqr	0	vuqr
苒	rjqr	0	rjq
苕	ucqj	0	ucqj
苘	qkqj	0	qkqj
苜	muqa	0	muqa
苞	bcqt	0	bcqt
苠	mbqm	0	mbqm
苡	yiqo	0	yiqo
苣	juql	0	juql
苣	quql	0	quql
苤	ppqr	0	ppq
苧	nkqn	0	nkq
苫	ujqj	0	ujqj
苴	juqr	0	juqr
苻	fuqt	0	fuqt
苾	biqv	0	biqv
茀	fuqk	0	fuqk
茁	voqu	0	voqu
茆	mcqi	0	mcqi
茈	ciqg	0	ciqg
茈	ziqg	0	ziq
茉	moqs	0	moqs
茋	diqn	0	diqn
茌	iiqp	0	iiq
茏	lsqk	0	lsq
茑	nnqc	0	nnq
茓	xtqv	0	xtqv
茔	ykqp	0	ykqp
茕	qsqb	0	qsqb
茚	ybqi	0	ybqi
茛	gfqw	0	gfq
茝	idqm	0	idq
茧	jmqw	0	jmqw
茬	iaqp	0	iaqp
茭	jnqe	0	jnqe
茯	fuqv	0	fuqv
茳	jlqs	0	jlqs
茴	hvqj	0	hvqj
茸	rsqm	0	rsqm
茺	isqn	0	isq
茼	tsqj	0	tsq
茽	vsqy	0	vsq
荁	hrqr	0	hrq
荃	qrqt	0	qrq
荄	gdqd	0	gdqd
荇	xkqx	0	xkq
荏	rfqp	0	rfq
荑	tiqh	0	tiq
荑	yiqh	0	yiqh
荓	pkqq	0	pkqq
荖	lcqg	0	lcqg
荙	daqo	0	daq
荚	jxqv	0	jxqv
荛	rcqh	0	rcq
荜	biqb	0	biqb
荞	qnqy	0	qnq
荠	jiqy	0	jiqy
荠	qiqy	0	qiqy
荥	xkqo	0	xkqo
荥	ykqo	0	ykqo
荦	loqn	0	loqn
荧	ykqw	0	ykqw
荨	qmqn	0	qmqn
荨	xyqn	0	xyqn
荩	jbqd	0	jbq
荪	syqf	0	syq
荬	mdqv	0	mdq
荭	hsqs	0	hsq
荮	vzqn	0	vzq
荸	biqx	0	biqx
荻	diqw	0	diqw
荼	tuqv	0	tuq
荽	svqm	0	svq
莅	liqh	0	liqh
莆	puql	0	puql
莒	juqj	0	juqj
莘	ufqh	0	ufqh
莘	xbqh	0	xbqh
莙	jyqj	0	jyqj
莛	tkqo	0	tkq
莜	yzqg	0	yzq
莝	coqp	0	coq
莠	yzqn	0	yzqn
莨	lhqw	0	lhq
莨	llqw	0	llq
莩	fuqx	0	fuqx
莪	eeqb	0	eeqb
莰	kjqd	0	kjq
莳	uiqn	0	uiqn
莴	woqd	0	woq
莶	xmqp	0	xmqp
莸	yzqk	0	yzqk
莼	iyqz	0	iyq
莿	ciqo	0	ciqo
菀	wjqt	0	wjqt
菂	diqd	0	diqd
菉	luqo	0	luqo
菍	npqv	0	npqv
菏	heqn	0	heqn
菔	fuqg	0	fuqg
菖	ihqa	0	ihqa
菘	ssqk	0	ssq
菝	baqd	0	baqd
菟	tuqx	0	tuqx
菠	boqh	0	boqh
菡	hjql	0	hjq
菥	xiqf	0	xiqf
菪	dhqc	0	dhqc
菰	guqb	0	guqb
菹	zuqr	0	zuq
菼	tjqw	0	tjq
菽	uuqg	0	uuqg
萁	qiqv	0	qiqv
萆	biqb	0	biqb
萋	qiqm	0	qiqm
萏	djql	0	djq
萑	hrqp	0	hrqp
萘	ndqq	0	ndqq
萚	toqe	0	toq
萜	tpqj	0	tpqj
萣	dkql	0	dkq
萦	ykqf	0	ykqf
萩	qqqw	0	qqq
萳	njqb	0	njq
萸	yuqd	0	yuqd
萹	bmqq	0	bmqq
萼	eeqz	0	eeqz
葆	bcqa	0	bcqa
葎	lvqd	0	lvq
葑	fgqn	0	fgq
葖	tuqv	0	tuqv
葙	xlqa	0	xlqa
葚	rfqz	0	rfqz
葚	ufqz	0	ufqz
葜	qxqv	0	qxq
葩	paqt	0	paq
葭	jxqg	0	jxqg
葰	jyqg	0	jyqg
葰	soqg	0	soqg
葳	wwqm	0	wwqm
葴	vfqj	0	vfq
葶	tkqn	0	tkqn
葸	xiqv	0	xiqv
葺	qiqm	0	qiqm
蒄	grqn	0	grqn
蒇	ijqq	0	ijq
蒈	kdql	0	kdq
蒉	kvqq	0	kvqq
蒌	lzqm	0	lzq
蒎	pdqn	0	pdq
蒐	szqn	0	szq
蒗	lhqw	0	lhqw
蒟	juqj	0	juqj
蒡	bhql	0	bhq
蒨	qmqr	0	qmqr
蒯	kkqo	0	kkq
蒱	puql	0	puql
蒴	uoqr	0	uoq
蒹	jmqj	0	jmqj
蒺	jiqs	0	jiqs
蒻	roqo	0	roqo
蒽	enqv	0	enq
蓁	vfqc	0	vfqc
蓂	miqv	0	miq
蓇	guqb	0	guqb
蓊	wgqn	0	wgq
蓍	uiqa	0	uiqa
蓏	loqb	0	loqb
蓐	ruqn	0	ruqn
蓑	soqr	0	soqr
蓖	biqg	0	biqg
蓟	jiqo	0	jiqo
蓠	liqo	0	liqo
蓢	lhqr	0	lhqr
蓣	yuqq	0	yuqq
蓥	ykqn	0	ykqn
蓦	moqn	0	moqn
蓰	xiqd	0	xiqd
蓼	lnqk	0	lnq
蓿	xuql	0	xuql
蔀	buqy	0	buq
蔃	qlqw	0	qlq
蔈	pnqq	0	pnq
蔊	hjqx	0	hjqx
蔌	suqd	0	suq
蔗	veqw	0	veq
蔟	cuqs	0	cuq
蔫	nmqw	0	nmq
蔷	qlqj	0	qlqj
蔸	dzqn	0	dzq
蔹	lmqg	0	lmqg
蔺	lbqp	0	lbqp
蔻	kzqg	0	kzqg
蔼	aiql	0	aiql
蕃	boqa	0	boqa
蕈	xyqb	0	xyqb
蕖	quqa	0	quqa
蕗	luqg	0	luqg
蕞	zvqg	0	zvq
蕤	rvqx	0	rvqx
蕰	wfqt	0	wfqt
蕲	qiqf	0	qiqf
蕹	wgqp	0	wgqp
蕺	jiqd	0	jiqd
蕻	hsqv	0	hsqv
薁	aoqv	0	aoq
薅	hcqn	0	hcqn
薏	yiqv	0	yiqv
薜	biqh	0	biqh
薢	xpqn	0	xpq
薤	xpqr	0	xpqr
薨	hsqg	0	hsqg
薮	szqg	0	szqg
薳	wwqo	0	wwqo
薷	ruql	0	ruql
薸	pnqq	0	pnqq
薹	tdqh	0	tdqh
薿	niql	0	niq
藁	gcqa	0	gcq
藐	mnqn	0	mnqn
藓	xmqb	0	xmqb
藜	liqo	0	liqo
藟	lwqa	0	lwqa
藠	jnql	0	jnql
藦	moqe	0	moqe
藨	bnqw	0	bnq
藿	hoqp	0	hoqp
蘅	hgqv	0	hgq
蘑	moqc	0	moqc
蘖	npqa	0	npqa
蘘	rhqg	0	rhq
蘧	quqo	0	quqo
蘩	fjqf	0	fjqf
蘼	miqx	0	miqx
虒	sikd	0	sik
虓	xnhd	0	xnhd
虔	qmsq	0	qmsq
虢	gobd	0	gobd
虤	yjsd	0	yjsd
虬	qqwz	0	qqw
虮	jiwd	0	jiwd
虱	uizw	0	uizw
虷	gjwx	0	gjw
虷	hjwx	0	hjwx
虸	ziwx	0	ziw
虺	hvnw	0	hvnw
虻	mgwz	0	mgw
虼	gewz	0	gewz
虿	idrw	0	idr
蚄	fhwl	0	fhw
蚆	bawt	0	baw
蚋	rvwd	0	rvw
蚌	bhwx	0	bhw
蚌	bgwx	0	bgw
蚍	piwg	0	piw
蚓	ybwy	0	ybw
蚜	yawk	0	yaw
蚣	gswk	0	gsw
蚤	zcgw	0	zcgw
蚧	jpwy	0	jpw
蚨	fuwv	0	fuwv
蚩	iilw	0	iil
蚪	dzwb	0	dzw
蚬	xmwq	0	xmw
蚯	qqwe	0	qqwe
蚰	yzwa	0	yzw
蚱	vawr	0	vaw
蚲	pkwb	0	pkw
蚴	yzwk	0	yzwk
蚶	hjwi	0	hjwi
蚺	rjwr	0	rjwr
蛀	vuwp	0	vuwp
蛃	bkwd	0	bkwd
蛄	guwr	0	guw
蛆	quwr	0	quwr
蛉	lkwv	0	lkw
蛊	guwt	0	guwt
蛎	liws	0	liw
蛏	igwp	0	igw
蛐	quwy	0	quwy
蛑	mzwn	0	mzw
蛔	hvwj	0	hvwj
蛘	yhwb	0	yhwb
蛞	kowj	0	kow
蛟	jnwe	0	jnwe
蛩	qssw	0	qssw
蛭	viwh	0	viwh
蛰	veew	0	veew
蛱	jxwv	0	jxw
蛲	ncwh	0	ncw
蛳	siwg	0	siw
蛴	qiwy	0	qiw
蛸	ucwr	0	ucwr
蛸	xnwr	0	xnw
蛹	yswe	0	yswe
蜃	ufcw	0	ufcw
蜇	veew	0	veew
蜈	wuwv	0	wuwv
蜉	fuwx	0	fuwx
蜊	liwe	0	liwe
蜍	iuwv	0	iuw
蜎	yrwr	0	yrw
蜐	jpwk	0	jpwk
蜒	yjwo	0	yjwo
蜓	tkwo	0	tkwo
蜕	tvwn	0	tvwn
蜗	wowd	0	wow
蜚	fwxw	0	fwxw
蜞	qiwv	0	qiwv
蜢	mgwt	0	mgwt
蜣	qlwz	0	qlwz
蜩	tnwj	0	tnw
蜮	yuwr	0	yuwr
蜱	piwb	0	piwb
蜴	yiwx	0	yiwx
蜷	qrwt	0	qrw
蜻	qkwr	0	qkw
蜾	gowa	0	gow
蜿	wjwt	0	wjwt
蝈	gowt	0	gowt
蝌	kewb	0	kewb
蝎	xpwl	0	xpw
蝓	yuwe	0	yuwe
蝗	hlwt	0	hlwt
蝘	yjwm	0	yjwm
蝙	bmwq	0	bmwq
蝣	yzwx	0	yzwx
蝤	qqwy	0	qqwy
蝤	yzwy	0	yzwy
蝥	mcgw	0	mcgw
蝮	fuwg	0	fuwg
蝰	kvwp	0	kvwp
蝲	lawo	0	lawo
蝻	njwb	0	njw
蝼	lzwm	0	lzw
蝽	iywa	0	iyw
蝾	rswa	0	rswa
螂	lhwy	0	lhwy
螃	phwl	0	phw
螅	xiwv	0	xiwv
螈	yrwf	0	yrwf
螋	szwg	0	szw
螗	thwj	0	thw
螟	mkwv	0	mkw
螠	yiwt	0	yiwt
螣	tgrw	0	tgrw
螨	mjwd	0	mjw
螫	uipw	0	uipw
螬	ccwa	0	ccw
螭	iiwo	0	iiwo
螯	aoxw	0	aoxw
螱	wwtw	0	wwtw
螳	thwp	0	thwp
螵	pnwq	0	pnw
螽	vsgw	0	vsgw
蟀	ukwb	0	ukw
蟆	mawq	0	mawq
蟊	mcgw	0	mcgw
蟋	xiwv	0	xiwv
蟏	xnwv	0	xnwv
蟑	vhwb	0	vhw
蟒	mhwq	0	mhw
蟛	pgwk	0	pgw
蟠	pjwa	0	pjw
蟥	hlwe	0	hlwe
蟪	hvwv	0	hvwv
蟫	ybwb	0	ybwb
蟮	ujwj	0	ujwj
蟾	ijwm	0	ijwm
蠃	lodw	0	lod
蠊	lmwj	0	lmwj
蠋	vuww	0	vuww
蠓	mgwy	0	mgwy
蠕	ruwl	0	ruw
蠖	howg	0	howg
蠡	lidw	0	lidw
蠲	jrvw	0	jrv
蠹	dusw	0	dusw
蠼	quwg	0	quwg
衃	pwtd	0	pwt
衄	nvtp	0	nvt
衅	xbte	0	xbt
衎	kjxx	0	kjxx
衒	xrxf	0	xrx
衠	vyxv	0	vyx
衢	quxp	0	qux
衩	iavd	0	iavd
衮	gygk	0	gyg
衲	navd	0	nav
衽	rfvp	0	rfv
衾	qbvg	0	qbvg
衿	jbvv	0	jbvv
袂	mwvv	0	mwv
袄	aovv	0	aovv
袅	nncg	0	nnc
袆	hvve	0	hvve
袈	jxkg	0	jxkg
袒	tjvr	0	tjvr
袗	vfvk	0	vfvk
袢	pjve	0	pjve
袤	mcgk	0	mcgk
袪	quvk	0	quvk
袯	bovg	0	bov
袱	fuvv	0	fuvv
袷	qxvj	0	qxvj
袼	gevg	0	gev
裆	dhvd	0	dhv
裈	kyvc	0	kyvc
裉	kfvw	0	kfv
裎	igvt	0	igvt
裒	pzgl	0	pzg
裛	yigt	0	yigt
裟	uaog	0	uaog
裢	lmvo	0	lmvo
裣	lmvp	0	lmvp
裥	jmva	0	jmva
裨	bivb	0	bivb
裰	dovg	0	dovg
裱	bnvg	0	bnvg
裼	tivx	0	tivx
裼	xivx	0	xivx
裾	juvg	0	juvg
褂	gxvs	0	gxv
褊	bmvq	0	bmvq
褓	bcva	0	bcv
褕	yuve	0	yuve
褙	bwvr	0	bwvr
褛	lvvm	0	lvv
褟	tavn	0	tav
褡	davj	0	davj
褥	ruvn	0	ruv
褫	iivd	0	iiv
褯	jpvg	0	jpvg
褰	qmsg	0	qmsg
褴	ljvt	0	ljvt
褶	vevl	0	vev
襁	qlvw	0	qlv
襕	ljvg	0	ljvg
襚	svvo	0	svvo
襜	ijvm	0	ijvm
襞	bitg	0	bitg
襦	ruvl	0	ruvl
襫	uivd	0	uivd
襻	pjve	0	pjve
觃	yjqx	0	yjqx
觇	ijsq	0	ijsq
觊	jiuq	0	jiuq
觋	xisq	0	xisq
觌	dibq	0	dibq
觎	yueq	0	yueq
觏	gzrq	0	gzr
觐	jbiq	0	jbiq
觑	qusq	0	qus
觖	jthv	0	jthv
觚	guhb	0	guh
觜	ziyh	0	ziyh
觞	uhhx	0	uhh
觟	hxhp	0	hxhp
觥	gshn	0	gsh
觫	suhg	0	suh
觭	jihn	0	jih
觯	vihs	0	vihs
觱	bibh	0	bib
觳	hupw	0	hupw
觿	xihj	0	xih
訄	qqhm	0	qqhm
訇	hslm	0	hsl
訚	yblm	0	ybl
訾	ziym	0	ziym
詈	litm	0	litm
詟	vekm	0	vekm
誊	tgmm	0	tgm
謇	jmsm	0	jms
讣	fums	0	fums
讦	jpmx	0	jpmx
讧	hsms	0	hsm
讪	ujmu	0	ujmu
讫	qimz	0	qimz
讱	rfmd	0	rfmd
讴	oume	0	oum
讵	juml	0	juml
讹	eemg	0	eemg
讻	xsml	0	xsm
诂	gumr	0	gumr
诃	hemn	0	hem
诅	zumr	0	zum
诇	xsmj	0	xsmj
诋	dimn	0	dimn
诌	vzmm	0	vzmm
诎	qumu	0	qumu
诐	bimh	0	bimh
诒	yimj	0	yimj
诓	klmt	0	klmt
诔	lwma	0	lwma
诖	gxmp	0	gxm
诘	jpmj	0	jpmj
诙	hvmw	0	hvmw
诛	vums	0	vums
诜	ufmn	0	ufmn
诟	gzmj	0	gzmj
诠	qrmt	0	qrmt
诣	yima	0	yima
诤	vgmd	0	vgmd
诧	iamg	0	iamg
诨	hymc	0	hymc
诩	xumn	0	xumn
诮	qnmr	0	qnm
诰	gcmj	0	gcmj
诲	hvml	0	hvml
诳	klmt	0	klmt
诹	zzmg	0	zzmg
诼	vomy	0	vomy
诽	fwmx	0	fwmx
诿	wwmm	0	wwmm
谀	yumd	0	yumd
谂	ufmv	0	ufmv
谄	ijml	0	ijml
谆	vymx	0	vym
谇	svmb	0	svm
谌	ifmz	0	ifmz
谏	jmmg	0	jmmg
谑	xtmr	0	xtm
谒	yeml	0	yeml
谔	eemz	0	eemz
谕	yume	0	yume
谖	xrmg	0	xrmg
谗	ijmd	0	ijmd
谙	anme	0	anm
谚	yjmk	0	yjmk
谛	dimg	0	dimg
谝	pmmq	0	pmmq
谞	xumr	0	xumr
谟	momq	0	momq
谠	dhmn	0	dhmn
谡	sumg	0	sumg
谤	bhml	0	bhm
谧	mimt	0	mimt
谩	mjmg	0	mjmg
谪	vemr	0	vemr
谫	jmmo	0	jmmo
谮	zfma	0	zfm
谯	qnmw	0	qnmw
谰	ljmg	0	ljmg
谲	jtmj	0	jtmj
谳	yjmv	0	yjmv
谵	vjmm	0	vjm
谶	ifmr	0	ifmr
谼	hsvv	0	hsv
谿	xibj	0	xibj
豇	jlrs	0	jlrs
豌	wjrt	0	wjrt
豕	uiyy	0	uiyy
豚	tyry	0	tyry
豢	hrmy	0	hrm
豨	xiyg	0	xiyg
豮	ffyq	0	ffyq
豳	bbuy	0	bbu
豸	vdyy	0	vdy
豸	viyy	0	viyy
豺	idyn	0	idyn
貂	dnyj	0	dnyj
貅	xqya	0	xqy
貆	hryr	0	hry
貉	hcyg	0	hcy
貉	heyg	0	hey
貊	moyl	0	moyl
貔	piyg	0	piy
貘	moyq	0	moyq
贰	erbq	0	erb
贲	bfbq	0	bfb
贳	uiiq	0	uiiq
贶	klqn	0	klq
贻	yiqj	0	yiqj
贽	vieq	0	vieq
赀	ziyq	0	ziyq
赂	luqg	0	luqg
赃	zhqp	0	zhqp
赅	gdqd	0	gdqd
赆	jbqd	0	jbqd
赇	qqqd	0	qqqd
赈	vfql	0	vfql
赉	ldkq	0	ldk
赊	ueqq	0	ueqq
赍	jibq	0	jibq
赑	biqq	0	biqq
赒	vzqj	0	vzqj
赓	ggcq	0	ggcq
赕	djqw	0	djqw
赗	fgqa	0	fgqa
赘	vvxq	0	vvx
赙	fuqn	0	fuqn
赜	zemq	0	zemq
赝	yjcq	0	yjcq
赟	yyqq	0	yyqq
赡	ujqm	0	ujqm
赧	njpg	0	njp
赪	igpq	0	igpq
赭	vepa	0	vepa
赳	jqky	0	jqk
趄	jukr	0	jukr
趄	qpkr	0	qpk
趑	zikd	0	zik
趔	lpko	0	lpk
趯	tikp	0	tikp
趱	zjkq	0	zjk
趵	bckd	0	bckd
趸	dyrk	0	dyr
趺	fukv	0	fukv
趼	jmkq	0	jmkq
趿	taks	0	taks
跂	qikg	0	qikg
跄	qlkt	0	qlk
跆	tdkj	0	tdkj
跎	tokg	0	tok
跏	jxkj	0	jxkj
跐	cikg	0	cik
跖	vikc	0	vikc
跗	fukt	0	fukt
跚	ujkr	0	ujk
跛	bokh	0	bokh
跞	likj	0	likj
跣	xmkn	0	xmk
跤	jnke	0	jnke
跬	kvkp	0	kvk
跱	vikn	0	vikn
跶	dako	0	dak
跷	qnkh	0	qnkh
跸	bikb	0	bikb
跹	xmko	0	xmko
跺	doka	0	doka
跻	jiky	0	jiky
跽	jikv	0	jikv
踅	xtek	0	xte
踉	llkw	0	llkw
踊	yske	0	yske
踌	izkn	0	izk
踒	wokm	0	wok
踔	iokb	0	iok
踝	hkka	0	hkk
踞	jukg	0	jukg
踟	iikj	0	iik
踣	bokj	0	bokj
踦	yikn	0	yikn
踬	vikq	0	vikq
踮	dmkj	0	dmk
踯	viky	0	viky
踵	vskw	0	vsk
踶	dikl	0	dik
踺	jmko	0	jmko
踽	juko	0	juko
蹀	dpka	0	dpka
蹁	pmkq	0	pmk
蹂	rzka	0	rzk
蹅	iakr	0	iak
蹇	jmsk	0	jmsk
蹉	coks	0	cok
蹊	qikv	0	qikv
蹊	xikv	0	xikv
蹋	takn	0	takn
蹐	jikr	0	jikr
蹑	npkg	0	npk
蹒	pjkd	0	pjk
蹙	cubk	0	cubk
蹚	thkp	0	thkp
蹜	sukl	0	suk
蹢	dikr	0	dikr
蹩	bpvk	0	bpvk
蹯	fjka	0	fjka
蹰	iukn	0	iuk
蹴	cukk	0	cuk
蹶	jtkd	0	jtk
蹼	pukm	0	puk
蹽	lnkf	0	lnk
蹾	dykg	0	dykg
蹿	crky	0	crky
躅	vukw	0	vukw
躇	iuka	0	iuka
躏	lbkp	0	lbk
躐	lpkz	0	lpkz
躔	ijkp	0	ijk
躜	zrkq	0	zrk
躞	xpkg	0	xpkg
轪	ddcv	0	ddc
轫	rfcd	0	rfcd
轭	eect	0	eect
轱	gucr	0	gucr
轲	kecn	0	kecn
轳	luct	0	luct
轵	vicv	0	vicv
轶	yics	0	yics
轷	hucy	0	hucy
轸	vfck	0	vfck
轹	licj	0	licj
轺	yccj	0	yccj
轼	uics	0	uics
轾	vich	0	vich
辀	vzcc	0	vzcc
辁	qrct	0	qrct
辂	lucg	0	lucg
辄	vecz	0	vecz
辇	nmvc	0	nmvc
辊	gycg	0	gycg
辋	whcz	0	whc
辌	llcf	0	llcf
辍	iocg	0	ioc
辎	zica	0	zica
辏	czcv	0	czc
辒	wfct	0	wfct
辔	pwfj	0	pwf
辕	yrcg	0	yrcg
辗	vjcl	0	vjcl
辘	lucb	0	lucb
辙	vecg	0	vecg
辚	lbch	0	lbch
辿	ijuo	0	ijuo
迓	yako	0	yako
迕	wudo	0	wudo
迢	tnoo	0	tno
迤	yido	0	yido
迥	jslo	0	jslo
迨	ddko	0	ddko
迩	eroo	0	eroo
迮	zedo	0	zed
迳	jkso	0	jkso
迸	bgvo	0	bgvo
迺	ndyo	0	ndy
逄	phgo	0	phg
逅	hzko	0	hzko
逋	bulo	0	bul
逍	xnfo	0	xnfo
逑	qqro	0	qqro
逖	tiho	0	tih
逡	qyko	0	qyk
逦	lido	0	lido
逭	hrso	0	hrso
逯	ludo	0	ludo
逴	ioso	0	ios
逵	kvpo	0	kvp
逶	wwco	0	wwco
遁	dyko	0	dyko
遄	iruo	0	iruo
遆	tiso	0	tis
遐	xxzo	0	xxzo
遑	hllo	0	hllo
遒	qqvo	0	qqv
遘	gzro	0	gzro
遢	taao	0	taao
遨	aoxo	0	aoxo
遴	lbbo	0	lbbo
遹	yugo	0	yugo
遽	juso	0	juso
邂	xpho	0	xpho
邃	svso	0	svs
邈	mnyo	0	mny
邋	layo	0	lay
邕	ysyt	0	ysy
邗	hjxy	0	hjx
邘	yuxy	0	yuxy
邙	mhby	0	mhby
邛	qssy	0	qssy
邝	klcy	0	klcy
邠	bbvy	0	bbv
邡	fhly	0	fhly
邬	wucy	0	wucy
邯	hjiy	0	hji
邰	tdky	0	tdky
邲	bivy	0	bivy
邳	piry	0	piry
邴	bkry	0	bkry
