词	简码	候选位	级别
两个礼拜	lglb	1	4
灵感来源	lgly	1	4
冷锅冷灶	lglz	1	4
老干妈	lgm	1	3
老革命	lgm	2	3
擂鼓鸣金	lgmj	1	4
老公骂我	lgmw	2	4
镂骨铭心	lgmx	1	4
留个念想	lgnx	1	4
录个屏	lgp	1	3
卢沟桥	lgq	1	3
了过去	lgq	2	3
卢沟桥事变	lgqb	1	4
两个人	lgr	1	3
来个人	lgr	2	3
两个人的	lgrd	1	4
粮管所	lgs	1	3
老骨头	lgt	2	3
懒骨头	lgt	3	3
乐观态度	lgtd	2	4
炉甘石	lgu	1	3
零关税	lgu	2	3
两个世界	lguj	2	4
牢固树立	lgul	2	4
罗贯中	lgv	1	3
刘关张	lgv	2	3
两国之间	lgvj	2	4
两个钟头	lgvt	1	4
了个正着	lgvv	2	4
乐观主义者	lgvv	3	4
雷公助我	lgvw	1	4
灵光乍现	lgvx	1	4
留给我	lgw	1	3
遛个弯	lgw	2	3
里勾外联	lgwl	2	4
拉杆箱	lgx	1	3
拉关系	lgx	2	3
劣根性	lgx	3	3
连贯性	lgx	4	3
两个星期	lgxq	1	4
两个小时	lgxu	2	4
六个小时	lgxu	3	4
留个心眼	lgxy	1	4
两个月	lgy	2	3
六个月	lgy	3	3
略高于	lgy	4	3
留个影	lgy	5	3
两个月内	lgyn	1	4
灵光一闪	lgyu	3	4
路过一下	lgyx	2	4
两个字	lgz	1	3
烂谷子	lgz	2	3
老公早安	lgza	1	4
灵魂	lh	2	2
厉害	lh	3	2
龙虎榜	lhb	2	3
领红包	lhb	3	3
脸红脖子粗	lhbc	2	4
灵魂伴侣	lhbl	1	4
六合彩	lhc	1	3
兰花草	lhc	2	3
老虎苍蝇	lhcy	1	4
绿化带	lhd	1	3
旅行袋	lhd	2	3
老虎凳	lhd	3	3
龙虎斗	lhd	4	3
灵活多变	lhdb	1	4
老虎的屁股摸不得	lhdd	1	4
连喊带叫	lhdj	1	4
落后地区	lhdq	1	4
了会儿	lhe	1	3
领盒饭	lhf	1	3
零回复	lhf	2	3
零回复惨案	lhfa	1	4
联合发布	lhfb	1	4
良好风气	lhfq	1	4
灵魂附体	lhft	1	4
老虎发威	lhfw	2	4
联合发文	lhfw	3	4
灵魂发问	lhfw	4	4
良好反应	lhfy	1	4
联合国	lhg	2	3
罗汉果	lhg	3	3
老黄瓜	lhg	4	3
脸红个泡泡茶壶	lhgh	1	4
绿化工程	lhgi	1	4
落后国家	lhgj	1	4
联合国秘书长	lhgv	2	4
良好关系	lhgx	2	4
乐呵呵	lhh	2	3
乱哄哄	lhh	3	3
联合会	lhh	4	3
连环画	lhh	5	3
联欢会	lhh	6	3
亮晃晃	lhh	7	3
流汗黄豆	lhhd	2	4
联欢活动	lhhd	3	4
良好环境	lhhj	1	4
灵魂画家	lhhj	2	4
灵魂画师	lhhu	1	4
灵魂画手	lhhu	2	4
旅行车	lhi	1	3
令狐冲	lhi	2	3
灵魂出壳	lhik	1	4
灵活处理	lhil	2	4
老好吃了	lhil	3	4
联合出台	lhit	2	4
老花镜	lhj	1	3
铝合金	lhj	2	3
老虎机	lhj	3	3
连环计	lhj	4	3
氯化钾	lhj	5	3
落后就要挨打	lhjd	2	4
量化间隔	lhjg	1	4
良好局面	lhjm	2	4
良好教育	lhjy	3	4
乱花渐欲迷人眼	lhjy	4	4
量化交易	lhjy	5	4
留活口	lhk	2	3
陆海空	lhk	3	3
灵魂拷问	lhkw	1	4
了回来	lhl	1	3
厉害了	lhl	2	3
老狐狸	lhl	3	3
脸红了	lhl	4	3
累坏了	lhl	5	3
老黄历	lhl	6	3
拉黑了	lhl	7	3
领回来	lhl	8	3
留后路	lhl	9	3
老皇历	lhl	10	3
厉害了我的哥	lhlg	1	4
乱喊乱叫	lhlj	1	4
离婚冷静期	lhlq	2	4
老火靓汤	lhlt	1	4
路虎揽胜	lhlu	2	4
癞蛤蟆	lhm	2	3
狸花猫	lhm	3	3
癞蛤蟆想吃天鹅肉	lhmr	1	4
老黄牛	lhn	1	3
氯化钠	lhn	2	3
连环炮	lhp	1	3
刘海屏	lhp	2	3
老虎屁股摸不得	lhpd	1	4
零花钱	lhq	2	3
了回去	lhq	3	3
老虎钳	lhq	4	3
离合器	lhq	5	3
联合酋长国	lhqg	1	4
两会期间	lhqj	1	4
良好前景	lhqj	2	4
连花清瘟	lhqw	1	4
老好人	lhr	2	3
刘昊然	lhr	3	3
老糊涂	lht	2	3
老寒腿	lht	3	3
拉后腿	lht	4	3
老汉推车	lhti	1	4
良好条件	lhtj	1	4
老糊涂了	lhtl	1	4
林海听涛	lhtt	1	4
浪花淘尽英雄	lhtx	1	4
两回事	lhu	1	3
龙虎山	lhu	2	3
老和尚	lhu	3	3
理化生	lhu	4	3
灵魂深处	lhui	1	4
联合收割机	lhuj	1	4
落花时节	lhuj	2	4
例会时间	lhuj	3	4
良好市民	lhum	2	4
屡获殊荣	lhur	1	4
良好势头	lhut	1	4
连环杀手	lhuu	1	4
兰花指	lhv	2	3
李鸿章	lhv	3	3
离婚证	lhv	4	3
蓝孩纸	lhv	5	3
罹患重病	lhvb	1	4
理化指标	lhvb	2	4
轮回之境	lhvj	1	4
落后状况	lhvk	1	4
良好状况	lhvk	2	4
冷汗直流	lhvl	1	4
冷汗直冒	lhvm	1	4
六合之内	lhvn	1	4
炉灰渣子	lhvz	1	4
硫化物	lhw	2	3
络合物	lhw	3	3
流行性	lhx	2	3
灵活性	lhx	3	3
轮滑鞋	lhx	4	3
龙虎相斗	lhxd	1	4
蓝海项目	lhxm	1	4
两害相权取其轻	lhxq	1	4
脸红心跳	lhxt	1	4
拉回现实	lhxu	1	4
灵魂写手	lhxu	2	4
落后于	lhy	2	3
领航员	lhy	3	3
老花眼	lhy	4	3
林徽因	lhy	5	3
理货员	lhy	6	3
来回运费	lhyf	1	4
流行音乐	lhyl	1	4
落后愚昧	lhym	1	4
良好愿望	lhyw	1	4
零和游戏	lhyx	1	4
联合演习	lhyx	2	4
灵活运用	lhyy	2	4
猎户座	lhz	1	3
狼孩子	lhz	2	3
露出	li	2	2
里程碑	lib	2	3
绿茶婊	lib	3	3
离愁别恨	libh	2	4
临床表现	libx	2	4
驴唇不对马嘴	libz	1	4
老出错	lic	2	3
拉扯大	lid	2	3
理查德	lid	3	3
廉耻道德	lidd	2	4
落成典礼	lidl	1	4
连吃带拿	lidn	1	4
连吹带捧	lidp	1	4
旅差费	lif	2	3
临场反应	lify	2	4
落差感	lig	2	3
累成狗	lig	3	3
拉仇恨	lih	2	3
乱掺和	lih	3	3
流传很广	lihg	1	4
临床护理	lihl	1	4
脸朝黄土背朝天	liht	1	4
流淌出来	liil	1	4
凌迟处死	liis	1	4
联产承包责任制	liiv	2	4
连城诀	lij	2	3
立场坚定	lijd	2	4
露出鸡脚	lijj	1	4
屡创佳绩	lijj	2	4
了出来	lil	1	3
露出来	lil	2	3
流出来	lil	3	3
冷处理	lil	4	3
灵长类	lil	5	3
历朝历代	lild	2	4
凌晨两点	lild	3	4
流出来了	lill	2	4
露出来了	lill	3	4
临床疗效	lilx	1	4
俐齿伶牙	lily	3	4
露出马脚	limj	3	4
林产品	lip	2	3
露出破绽	lipv	1	4
了出去	liq	2	3
老城区	liq	3	3
鲤城区	liq	4	3
凌晨三点	lisd	1	4
凌晨四点	lisd	2	4
临床死亡	lisw	1	4
流程图	lit	2	3
两重天	lit	3	3
列车上	liu	2	3
历程中	liv	2	3
柳传志	liv	3	3
流传至今	livj	2	4
临床症状	livv	1	4
临床治愈	livy	1	4
梁朝伟	liw	2	3
龙场悟道	liwd	3	4
流程文件	liwj	2	4
立场问题	liwt	1	4
屡创新高	lixg	1	4
累创新高	lixg	2	4
露出笑意	lixy	1	4
列车员	liy	2	3
来迟一步	liyb	2	4
凌晨一点	liyd	1	4
乱成一锅粥	liyv	1	4
临床医学	liyx	2	4
流传作案	liza	1	4
了解	lj	2	2
理解	lj	3	2
廉价版	ljb	2	3
累觉不爱	ljba	2	4
劣迹斑斑	ljbb	1	4
另据报道	ljbd	2	4
逻辑闭环	ljbh	1	4
临近不惑	ljbh	2	4
路见不平一声吼	ljbh	3	4
理解不了	ljbl	1	4
理解不能	ljbn	1	4
累见不鲜	ljbx	2	4
路经此地	ljcd	1	4
廉洁从政	ljcv	1	4
逻辑错误	ljcw	1	4
乱箭攒心	ljcx	1	4
了解到	ljd	2	3
临界点	ljd	3	3
落脚点	ljd	4	3
连接到	ljd	5	3
垃圾堆	ljd	6	3
垃圾袋	ljd	7	3
立脚点	ljd	8	3
零九大法	ljdf	1	4
两军对垒	ljdl	1	4
链接地址	ljdv	2	4
垃圾短信	ljdx	1	4
龙卷风	ljf	1	3
六间房	ljf	2	3
龙驹凤雏	ljfi	1	4
棱角分明	ljfm	1	4
两极反转	ljfv	1	4
逻辑分析	ljfx	1	4
路径分析	ljfx	2	4
垃圾广告	ljgg	1	4
逻辑关系	ljgx	1	4
老家伙	ljh	1	3
两句话	ljh	2	3
老江湖	ljh	3	3
乱讲话	ljh	4	3
邻近海域	ljhy	1	4
零基础	lji	1	3
垃圾场	lji	2	3
龙井茶	lji	3	3
垃圾车	lji	4	3
唠家常	lji	5	3
李嘉诚	lji	6	3
连接出错	ljic	1	4
老将出马，一个顶俩	ljil	1	4
老将出马	ljim	1	4
连接超时	ljiu	2	4
亮晶晶	ljj	2	3
林俊杰	ljj	3	3
辣椒酱	ljj	4	3
老肩巨滑	ljjh	3	4
历尽艰苦	ljjk	2	4
立即进入	ljjr	1	4
两军交战	ljjv	1	4
勒紧裤腰带	ljkd	1	4
六角括号	ljkh	1	4
历尽苦难	ljkn	1	4
六级考试	ljku	1	4
勒紧裤腰带过日子	ljkz	2	4
了解了	ljl	2	3
了进来	ljl	3	3
理解了	ljl	4	3
拉进来	ljl	5	3
零距离	ljl	6	3
垃圾篓	ljl	7	3
领进来	ljl	8	3
蓝精灵	ljl	9	3
刘嘉玲	ljl	10	3
来就来吧	ljlb	1	4
零距离接触	ljli	1	4
了解了解	ljlj	3	4
廉价劳动力	ljll	1	4
旅进旅退	ljlt	1	4
录节目	ljm	1	3
辣椒面	ljm	2	3
林觉民	ljm	3	3
路径名	ljm	4	3
恋酒迷花	ljmh	1	4
历经磨炼	ljml	1	4
历尽磨难	ljmn	1	4
联机模式	ljmu	2	4
邻家女孩	ljnh	1	4
理解能力	ljnl	1	4
立交桥	ljq	1	3
了进去	ljq	2	3
老交情	ljq	3	3
连接器	ljq	4	3
量角器	ljq	5	3
立即启动	ljqd	1	4
量价齐跌	ljqd	2	4
累建奇功	ljqg	2	4
垃圾清理	ljql	1	4
拉进群里	ljql	2	4
来拒去留	ljql	3	4
恋奸情热	ljqr	2	4
领军企业	ljqy	1	4
绿巨人	ljr	2	3
梁静茹	ljr	3	3
垃圾人	ljr	4	3
里脊肉饼	ljrb	1	4
劳教所	ljs	1	3
历经岁月	ljsy	2	4
垃圾桶	ljt	1	3
领奖台	ljt	2	3
两件套	ljt	3	3
恋酒贪杯	ljtb	1	4
离家太远	ljty	2	4
两件事	lju	2	3
炼金术	lju	3	3
老教授	lju	4	3
辣椒水	lju	5	3
两居室	lju	6	3
留几手	lju	7	3
累计数	lju	8	3
乱嚼舌根	ljug	3	4
了解世界	ljuj	2	4
牢记使命	ljum	2	4
垃圾食品	ljup	2	4
立即生效	ljux	1	4
链接失效	ljux	2	4
拉锯战	ljv	1	3
临界值	ljv	2	3
垃圾站	ljv	3	3
绿军装	ljv	4	3
路径追踪	ljvz	2	4
理解为	ljw	2	3
零九五笔	ljwb	1	4
六键无冲	ljwi	1	4
垃圾文件	ljwj	1	4
理解万岁	ljws	1	4
了解问题	ljwt	1	4
垃圾箱	ljx	2	3
逻辑性	ljx	3	3
六角形	ljx	4	3
逻辑学	ljx	5	3
连接线	ljx	6	3
绿箭侠	ljx	7	3
牢记心中	ljxv	1	4
了结心愿	ljxy	1	4
立即下载	ljxz	1	4
凌驾于	ljy	2	3
卢俊义	ljy	3	3
辣椒油	ljy	4	3
两脚一蹬	ljyd	2	4
略举一二	ljye	1	4
路径依赖	ljyl	1	4
立即引起	ljyq	1	4
劣迹艺人	ljyr	1	4
理解一下	ljyx	1	4
了解一下	ljyx	2	4
垃圾游戏	ljyx	3	4
陆家嘴	ljz	1	3
尥蹶子	ljz	2	3
逻辑自洽	ljzq	1	4
牢记在心	ljzx	1	4
牢记在胸	ljzx	2	4
连接资源	ljzy	1	4
立刻	lk	2	2
离开	lk	3	2
立可白	lkb	2	3
拉开比分	lkbf	1	4
力可拔山	lkbu	1	4
零库存	lkc	2	3
理亏词穷	lkcq	2	4
劳苦大众	lkdv	2	4
乱扣费	lkf	2	3
录口供	lkg	2	3
拉开差距	lkij	1	4
凌空抽射	lkiu	1	4
旅客机	lkj	2	3
立刻就要	lkjy	2	4
老框框	lkk	2	3
零宽空格	lkkg	1	4
离开了	lkl	1	3
拉开了	lkl	2	3
乐开了花	lklh	2	4
两块钱	lkq	2	3
冷空气	lkq	3	3
李克勤	lkq	4	3
烂柯棋缘	lkqy	1	4
离开人间	lkrj	1	4
离开人世	lkru	2	4
劳科所	lks	1	3
流口水	lku	2	3
理科生	lku	3	3
凉开水	lku	4	3
理科数学	lkux	1	4
两口之家	lkvj	1	4
拉开战幕	lkvm	1	4
理科状元	lkvy	1	4
连裤袜	lkw	1	3
刘恺威	lkw	2	3
两口子	lkz	2	3
来了	ll	2	2
力量	ll	3	2
履历表	llb	2	3
流量包	llb	3	3
理论部分	llbf	2	4
累累白骨	llbg	2	4
绿了芭蕉	llbj	3	4
力量薄弱	llbr	1	4
罗里吧嗦	llbs	2	4
浪里白条	llbt	1	4
联络点	lld	2	3
领略到	lld	3	3
啦啦队	lld	4	3
力量对比	lldb	1	4
留了电话	lldh	2	4
流量大户	lldh	3	4
流浪地球	lldq	1	4
连连点头	lldt	1	4
老来得子	lldz	2	4
流浪儿	lle	2	3
乱了分寸	llfc	2	4
乱了方寸	llfc	3	4
恋恋风尘	llfi	2	4
联络方式	llfu	1	4
理论分析	llfx	2	4
落了个	llg	1	3
流浪狗	llg	2	3
劳累过度	llgd	2	4
理论根据	llgj	2	4
联络工具	llgj	3	4
流量管家	llgj	4	4
录了个屏	llgp	1	4
联络感情	llgq	1	4
流浪歌手	llgu	1	4
零零后	llh	1	3
流浪汉	llh	2	3
拦路虎	llh	3	3
老龄化	llh	4	3
流泪黄豆	llhd	1	4
淋漓酣畅	llhi	1	4
邻里和睦	llhm	1	4
料理后事	llhu	1	4
联络处	lli	1	3
琉璃厂	lli	2	3
勒勒车	lli	3	3
泪流成河	llih	1	4
李连杰	llj	2	3
来例假	llj	3	3
李隆基	llj	4	3
两两角	llj	5	3
寥寥几个	lljg	2	4
寥寥几句	lljj	1	4
粒粒皆辛苦	lljk	1	4
浏览记录	lljl	2	4
流落街头	lljt	1	4
流浪街头	lljt	2	4
老两口	llk	1	3
萝莉控	llk	2	3
唠唠嗑	llk	3	3
流量卡	llk	4	3
理论课	llk	5	3
连连看	llk	6	3
拉拉裤	llk	7	3
愣了愣	lll	1	3
来来来	lll	2	3
捋了捋	lll	3	3
六六六	lll	4	3
啦啦啦	lll	5	3
狼来了	lll	6	3
刘姥姥	lll	7	3
浏览量	lll	8	3
来了老弟	llld	1	4
聊来聊去	lllq	2	4
力量流失	lllu	2	4
姥姥姥爷	llly	1	4
刘姥姥进大观园	llly	2	4
流浪猫	llm	1	3
老流氓	llm	2	3
理论码长	llmi	2	4
浏览模式	llmu	3	4
流量明星	llmx	1	4
理论模型	llmx	2	4
连累你们	llnm	2	4
路两旁	llp	2	3
伦理片	llp	3	3
拉了泡屎	llpu	1	4
浏览器	llq	2	3
老来俏	llq	3	3
拉力器	llq	4	3
力量强大	llqd	1	4
屡立奇功	llqg	2	4
拦路抢劫	llqj	1	4
流浪乞讨	llqt	1	4
朗朗青天	llqt	2	4
联络人	llr	1	3
老腊肉	llr	2	3
历来如此	llrc	1	4
老龄人口	llrk	1	4
泪流如雨	llry	1	4
拉力赛	lls	1	3
聊聊天	llt	2	3
洛丽塔	llt	3	3
乱了套	llt	4	3
瘌痢头	llt	5	3
氯雷他定	lltd	2	4
琳琅天上	lltu	2	4
流落天涯	llty	2	4
理论上	llu	2	3
练练手	llu	3	3
劳力士	llu	4	3
隆隆声	llu	5	3
拦路石	llu	6	3
累累硕果	llug	1	4
理论水平	llup	1	4
寥寥数人	llur	1	4
老了十岁	llus	2	4
琉璃神社	lluu	3	4
理论数学	llux	1	4
寥寥数语	lluy	1	4
连理枝	llv	1	3
联络站	llv	2	3
沦落至此	llvc	2	4
莅临指导	llvd	2	4
拉了壮丁	llvd	3	4
屡立战功	llvg	1	4
乱了阵脚	llvj	3	4
邻里之间	llvj	4	4
理论证明	llvm	1	4
老来这一套	llvt	1	4
理论知识	llvu	3	4
林林种种	llvv	1	4
牢牢掌握	llvw	2	4
另立中央	llvy	1	4
联络网	llw	2	3
兰陵王	llw	3	3
琉璃瓦	llw	4	3
理论物理	llwl	1	4
理论问题	llwt	1	4
理论务虚	llwx	1	4
力量型	llx	2	3
理论性	llx	3	3
力量雄厚	llxh	1	4
蓝绿修改器	llxq	2	4
乱了心神	llxu	1	4
流量小生	llxu	2	4
两利相权取其重	llxv	1	4
联络员	lly	1	3
来了一个	llyg	1	4
老脸一红	llyh	2	4
离离原上谱	llyp	1	4
来了一批	llyp	2	4
留了一手	llyu	1	4
流落异乡	llyx	1	4
洛伦兹力	llzl	1	4
裸露在外	llzw	1	4
猎猎作响	llzx	1	4
理论最优	llzy	1	4
里面	lm	2	2
连忙	lm	3	2
老毛病	lmb	2	3
雷鸣般	lmb	3	3
雷鸣八卦	lmbg	1	4
两面包夹	lmbj	3	4
两面包夹芝士	lmbu	4	4
栏目包装	lmbv	1	4
连绵词	lmc	2	3
黎曼猜想	lmcx	1	4
灵敏度	lmd	1	3
连蒙带猜	lmdc	3	4
连蒙带唬	lmdh	1	4
连蒙带骗	lmdp	1	4
礼貌待人	lmdr	1	4
连名带姓	lmdx	1	4
联袂而至	lmev	1	4
劳民费财	lmfc	1	4
罗马法系	lmfx	1	4
蓝玫瑰	lmg	2	3
绿毛龟	lmg	3	3
冷门歌手	lmgu	1	4
廉明公正	lmgv	1	4
狸猫换太子	lmhz	2	4
另谋出路	lmil	3	4
老母鸡	lmj	2	3
露马脚	lmj	3	3
联名举报	lmjb	3	4
两面夹攻	lmjg	1	4
黎曼几何	lmjh	1	4
老面孔	lmk	2	3
联名卡	lmk	3	3
撸猫看戏	lmkx	1	4
来没来	lml	2	3
来没来过	lmlg	1	4
来嘛来嘛	lmlm	3	4
老马恋栈	lmlv	2	4
冷眉冷眼	lmly	2	4
林妹妹	lmm	2	3
路漫漫	lmm	3	3
两茫茫	lmm	4	3
乱麻麻	lmm	5	3
路漫漫其修远兮	lmmx	1	4
铃木美咲	lmmx	2	4
刘姥姥进大观园	lmmy	1	4
罗密欧	lmo	2	3
两面派	lmp	2	3
老面皮	lmp	3	3
老母亲	lmq	1	3
两毛钱	lmq	2	3
黎明前的黑暗	lmqa	1	4
恋母情结	lmqj	1	4
恋妹情结	lmqj	2	4
六名七相八敬神九交贵人十养生	lmqu	2	4
猎魔人	lmr	2	3
罗马人	lmr	3	3
流氓软件	lmrj	1	4
流媒体	lmt	2	3
流氓兔	lmt	3	3
六面体	lmt	4	3
蓝猫淘气三千问	lmtw	1	4
连忙说	lmu	2	3
两码事	lmu	3	3
罗马仕	lmu	4	3
黎明曙光	lmug	3	4
老母猪	lmv	2	3
龙门阵	lmv	3	3
两面针	lmv	4	3
冷漠无情	lmwq	1	4
两面性	lmx	2	3
六芒星	lmx	3	3
灵敏性	lmx	4	3
流氓习气	lmxq	2	4
柳眉杏眼	lmxy	1	4
了没有	lmy	2	3
临门一脚	lmyj	2	4
老毛子	lmz	1	3
绿帽子	lmz	2	3
老妈子	lmz	3	3
栏目组	lmz	4	3
辣妹子	lmz	5	3
罗马字母	lmzm	1	4
冷门资源	lmzy	1	4
两年	ln	2	2
理念	ln	3	2
两年半	lnb	2	3
临难不惧	lnbj	1	4
两年多	lnd	2	3
两年多来	lndl	1	4
老年得子	lndz	2	4
老年妇女	lnfn	1	4
烂泥扶不上墙	lnfq	1	4
力能扛鼎	lngd	1	4
颅内高潮	lngi	1	4
老年公寓	lngy	1	4
两年后	lnh	2	3
老男孩	lnh	3	3
烂泥糊不上墙	lnhq	1	4
老牛吃嫩草	lnic	1	4
老年痴呆症	lniv	1	4
辽宁朝阳	lniy	1	4
六年级	lnj	2	3
老年机	lnj	3	3
老年健康	lnjk	1	4
老年卡	lnk	2	3
来年开春	lnki	1	4
两年来	lnl	2	3
老娘们	lnm	1	3
老农民	lnm	2	3
驴年马月	lnmy	1	4
老奶奶	lnn	2	3
两年前	lnq	2	3
六年前	lnq	3	3
老年人	lnr	2	3
老年人口	lnrk	1	4
冷凝水	lnu	2	3
辽宁省	lnu	3	3
雷诺氏病	lnub	1	4
路怒症	lnv	2	3
六年制	lnv	3	3
历年真题	lnvt	1	4
里嫩外焦	lnwj	1	4
鲁难未已	lnwy	1	4
老年性	lnx	2	3
濑尿虾	lnx	3	3
两女一杯	lnyb	1	4
老年医学	lnyx	1	4
老婆	lp	2	2
离谱	lp	3	2
脸皮薄	lpb	2	3
老婆大人	lpdr	1	4
脸盘儿	lpe	1	3
老匹夫	lpf	1	3
立牌坊	lpf	2	3
零排放	lpf	3	3
礼品发放	lpff	1	4
乱披风锤法	lpff	2	4
落配凤凰不如鸡	lpfj	1	4
癞皮狗	lpg	2	3
冷屁股	lpg	3	3
脸皮厚	lph	2	3
礼品盒	lph	3	3
脸谱化	lph	4	3
老婆孩子热炕头	lpht	1	4
老婆孩子	lphz	2	4
绿皮车	lpi	1	3
蓝牌车	lpi	2	3
绿牌车	lpi	3	3
烂片出神曲	lpiq	1	4
零配件	lpj	1	3
离谱了	lpl	2	3
拉普拉斯妖	lply	3	4
懒婆娘	lpn	2	3
老婆婆	lpp	1	3
乱蓬蓬	lpp	2	3
来瓶啤酒	lppj	1	4
良品铺子	lppz	1	4
礼品券	lpq	1	3
录屏软件	lprj	1	4
拉皮条	lpt	2	3
莲蓬头	lpt	3	3
脸皮太薄	lptb	1	4
脸皮太厚	lpth	1	4
鲁珀特之泪	lptl	1	4
六盘山	lpu	1	3
蓝皮书	lpu	2	3
绿皮书	lpu	3	3
累趴下	lpx	1	3
老朋友	lpy	2	3
老牌子	lpz	2	3
老婆子	lpz	3	3
亮牌子	lpz	4	3
冷僻字	lpz	5	3
老婆早安	lpza	1	4
力气	lq	2	2
离去	lq	3	2
老前辈	lqb	2	3
六七八	lqb	3	3
录取办法	lqbf	1	4
屡劝不改	lqbg	2	4
篮球比赛	lqbs	3	4
六七次	lqc	2	3
篮球裁判	lqcp	2	4
了却残生	lqcu	1	4
篮球队	lqd	1	3
刘强东	lqd	2	3
乱拳打死老师傅	lqdf	1	4
留取丹心照汗青	lqdq	1	4
来去方便	lqfb	1	4
灵气复苏	lqfs	1	4
六七个	lqg	2	3
六七个人	lqgr	1	4
六七个月	lqgy	1	4
力气活	lqh	1	3
亮起红灯	lqhd	2	4
篮球场	lqi	1	3
梁启超	lqi	2	3
冷却剂	lqj	2	3
禄权科忌	lqkj	1	4
录取考生	lqku	2	4
留起来	lql	2	3
了起来	lql	3	3
连起来	lql	4	3
拉起来	lql	5	3
录取率	lql	6	3
两栖类	lql	7	3
聊起来了	lqll	2	4
留情面	lqm	2	3
录取名单	lqmd	1	4
六期免息	lqmx	1	4
两千年	lqn	2	3
六七年	lqn	3	3
录取批次	lqpc	1	4
离亲叛众	lqpv	1	4
冷清清	lqq	1	3
礼轻情意重	lqqv	1	4
来去如风	lqrf	2	4
两情若是久长时	lqru	2	4
录取人员	lqry	1	4
篮球赛	lqs	2	3
离奇死亡	lqsw	1	4
罗圈腿	lqt	1	3
录取通知书	lqtu	2	4
录取通知	lqtv	1	4
理清头绪	lqtx	1	4
龙骑士	lqu	1	3
六七十分	lquf	3	4
临期食品	lqup	1	4
李清照	lqv	2	3
六亲无助	lqwv	1	4
录取线	lqx	1	3
林青霞	lqx	2	3
撸起袖子加油干	lqxg	1	4
撸起袖子	lqxz	1	4
六七月	lqy	1	3
另起一行	lqyh	3	4
猎犬座	lqz	1	3
良禽择木而栖	lqzq	1	4
来去自如	lqzr	1	4
两人	lr	2	2
老人	lr	3	2
令人安慰	lraw	1	4
老人斑	lrb	2	3
列入白名单	lrbd	2	4
利润不大	lrbd	3	4
利人不利己	lrbj	2	4
令人不快	lrbk	1	4
老弱病残孕	lrby	1	4
录入错误	lrcw	1	4
连人带	lrd	1	3
令人胆寒	lrdh	2	4
令人担心的是	lrdu	1	4
令人担心	lrdx	1	4
泪人儿	lre	1	3
利润额	lre	2	3
令人扼腕	lrew	1	4
卤肉饭	lrf	1	3
令人反感	lrfg	2	4
令人愤慨	lrfk	1	4
令人烦恼	lrfn	1	4
令人愤怒	lrfn	2	4
利润分配	lrfp	1	4
落入法网	lrfw	2	4
令人尴尬	lrgg	1	4
令人感慨	lrgk	1	4
令人感叹	lrgt	1	4
令人高兴	lrgx	1	4
李荣浩	lrh	1	3
列入黑名单	lrhd	1	4
令人害怕	lrhp	1	4
令人回味	lrhw	1	4
令人怀疑	lrhy	1	4
令人吃惊	lrij	1	4
令人瞠目	lrim	1	4
利刃出鞘	lriq	2	4
老人家	lrj	2	3
路人甲	lrj	3	3
老人机	lrj	4	3
六人间	lrj	5	3
令人骄傲	lrja	1	4
令人激动	lrjd	1	4
列入计划	lrjh	1	4
令人叫绝	lrjj	2	4
令人敬佩	lrjp	1	4
令人惊叹	lrjt	2	4
令人敬畏	lrjw	1	4
令人惊喜	lrjx	1	4
令人惊讶	lrjy	2	4
老人卡	lrk	1	3
利润率	lrl	1	3
连日来	lrl	2	3
乱扔垃圾	lrlj	2	4
老人们	lrm	1	3
乱如麻	lrm	2	3
卤肉面	lrm	3	3
令人目眩	lrmx	1	4
令人难过	lrng	1	4
令人恼火	lrnh	1	4
令人难堪	lrnk	1	4
令人难以置信	lrnx	1	4
令人难以	lrny	1	4
令人期待	lrqd	1	4
令人气愤	lrqf	1	4
领如蝤蛴	lrqq	1	4
零容忍	lrr	1	3
乐融融	lrr	2	3
绿茸茸	lrr	3	3
礼让三分	lrsf	1	4
两人三脚	lrsj	1	4
落入俗套	lrst	1	4
令人头疼	lrtt	1	4
令人头秃	lrtt	2	4
令人叹为观止	lrtv	1	4
令人痛心	lrtx	1	4
令人讨厌	lrty	1	4
狼人杀	lru	1	3
懒人屎尿多	lrud	1	4
两人世界	lruj	1	4
利润水平	lrup	1	4
令人失望	lruw	2	4
令人震撼	lrvh	1	4
两人之间	lrvj	2	4
令人震惊	lrvj	3	4
凛然正气	lrvq	1	4
令人震惊的是	lrvu	1	4
令人窒息	lrvx	1	4
令人窒息的操作	lrvz	1	4
丽人网	lrw	1	3
利润微薄	lrwb	1	4
令人无法	lrwf	1	4
恋人未满	lrwm	1	4
令人兴奋	lrxf	2	4
令人心寒	lrxh	1	4
寥若星辰	lrxi	1	4
令人欣慰的是	lrxu	1	4
令人心折	lrxv	1	4
令人向往	lrxw	1	4
令人欣慰	lrxw	2	4
令人遐想	lrxx	1	4
路人乙	lry	1	3
类人猿	lry	2	3
老人院	lry	3	3
录入员	lry	4	3
懒人有懒福	lryf	1	4
令人遗憾	lryh	2	4
落日余晖	lryh	3	4
令人厌倦	lryj	1	4
令人忧伤	lryu	1	4
令人意外	lryw	1	4
令人厌恶	lryw	2	4
令人尊敬	lrzj	1	4
懒人自有妙计	lrzj	2	4
令人赞叹	lrzt	1	4
利润增长	lrzv	1	4
淋溶作用	lrzy	1	4
类似	ls	2	2
脸色	ls	3	2
