序	字	读音	最短码	位
5777	姶	e	eezh	1
5778	姹	cha	iaz	1
5779	姽	gui	gvzv	1
5780	娀	song	ssz	1
5781	娉	ping	pkz	1
5782	娲	wa	wazg	1
5783	娵	ju	juzq	1
5784	婌	shu	uuzq	1
5785	婍	qi	qizy	1
5786	婘	quan	qrz	1
5787	婞	xing	xkzk	1
5788	婠	wan	wjzo	1
5789	婤	zhou	vzzh	2
5790	婧	jing	jkz	1
5791	婫	kun	kyz	1
5792	婳	hua	hxz	1
5793	婵	chan	ijz	1
5794	婺	wu	wus	1
5795	婻	nan	njz	1
5796	婼	ruo	roz	1
5797	媂	di	diza	2
5798	媄	mei	mwzn	1
5799	媆	ruan	rrz	1
5800	媓	huang	hlz	1
5801	媖	ying	ykzn	1
5802	媞	shi	uizk	1
5803	媪	ao	aoz	1
5804	媭	xu	xuez	1
5805	媱	yao	yczz	1
5806	媵	ying	ykvz	1
5807	媸	chi	iiz	1
5808	嫄	yuan	yrzg	1
5809	嫒	ai	aiz	1
5810	嫕	yi	yizc	1
5811	嫘	lei	lwz	1
5812	嫚	man	mjz	1
5813	嫜	zhang	vhzp	1
5814	嫠	li	liyz	1
5815	嫣	yan	yjzr	1
5816	嫪	lao	lcze	1
5817	嫫	mo	mozt	1
5818	嫭	hu	huz	1
5819	嫱	qiang	qlz	1
5820	嫽	liao	lnz	1
5821	嬖	bi	biiz	1
5822	嬛	xuan	xrz	1
5823	嬥	tiao	tnzg	1
5824	嬬	ru	ruz	1
5825	嬷	mo	moz	1
5826	嬿	yan	yjzr	2
5827	孅	xian	xmzn	1
5828	孓	jue	jtn	1
5829	孖	zi	zinn	1
5830	孥	nu	nuzn	1
5831	宄	gui	gvi	1
5832	宓	fu	fuic	1
5833	宓	mi	miic	1
5834	宧	yi	yiik	1
5835	宬	cheng	igi	1
5836	宸	chen	ifi	1
5837	宿	xiu	xqiy	1
5838	寁	zan	zji	1
5839	寤	wu	wuih	1
5840	尉	yu	yuiy	1
5841	尜	ga	gag	1
5842	尢	wang	whpo	1
5843	尥	liao	lnp	1
5844	尨	mang	mhp	1
5845	尪	wang	whpg	1
5846	尺	che	iei	1
5847	尾	yi	yiim	1
5848	尿	sui	svib	1
5849	屃	xi	xiiz	1
5850	屙	e	eeiy	1
5851	屦	ju	juiz	2
5852	屺	qi	qiyv	2
5853	屼	wu	wuya	1
5854	屾	shen	ufyy	1
5855	岈	ya	yayu	1
5856	岊	jie	jpv	1
5857	岍	qian	qmyx	1
5858	岙	ao	aoe	1
5859	岜	ba	bay	1
5860	岞	zuo	zoy	1
5861	岠	ju	juy	1
5862	岢	ke	key	1
5863	岣	gou	gzy	1
5864	岨	ju	juyt	1
5865	岨	qu	quyt	1
5866	岫	xiu	xqy	1
5867	岵	hu	huyp	1
5868	岽	dong	dsy	1
5869	岿	kui	kvy	1
5870	峁	mao	mcy	1
5871	峂	tong	tsya	1
5872	峃	xue	xtiy	1
5873	峄	yi	yiyl	1
5874	峒	dong	dsyh	1
5875	峒	tong	tsy	1
5876	峗	wei	wwyv	2
5877	峘	huan	hryn	1
5878	峙	shi	uiyy	2
5879	峛	lie	lpys	1
5880	峣	yao	ycyb	1
5881	峤	jiao	jnya	1
5882	峤	qiao	qnya	1
5883	峧	jiao	jnyn	2
5884	峪	yu	yuyh	1
5885	峱	nao	ncvy	1
5886	峿	wu	wuyh	2
5887	崀	lang	lhy	1
5888	崁	kan	kjy	1
5889	崃	lai	ldy	1
5890	崄	xian	xmyt	1
5891	崆	kong	ksy	1
5892	崌	ju	juyd	1
5893	崒	zu	zuy	1
5894	崚	leng	lgy	1
5895	崞	guo	goy	1
5896	崟	yin	yby	1
5897	崡	han	hjyw	1
5898	崤	xiao	xnyv	1
5899	崦	yan	yjyp	1
5900	崧	song	ssyt	1
5901	崮	gu	guy	1
5902	崶	feng	fgyy	1
5903	崾	yao	ycyz	2
5904	崿	e	eeyo	1
5905	嵁	kan	kjyo	1
5906	嵅	han	hjyh	1
5907	嵇	ji	jiwy	1
5908	嵊	sheng	ugy	1
5909	嵋	mei	mwy	1
5910	嵎	yu	yuyb	1
5911	嵖	cha	iay	1
5912	嵚	qin	qby	1
5913	嵛	yu	yuyl	1
5914	嵝	lou	lzy	1
5915	嵫	zi	ziyj	1
5916	嵬	wei	wwyp	2
5917	嵯	cuo	coy	1
5918	嵲	nie	npyo	1
5919	嶅	ao	aony	2
5920	嶍	xi	xiyy	1
5921	嶒	ceng	cgy	1
5922	嶓	bo	boyp	1
5923	嶝	deng	dgy	1
5924	嶟	zun	zyyy	1
5925	嶦	shan	ujyd	1
5926	嶲	xi	xiyw	1
5927	嶷	yi	yiyk	1
5928	巇	xi	xiyr	2
5929	巉	chan	ijy	1
5930	巽	xun	xyv	1
5931	帔	pei	pwa	1
5932	帙	zhi	viar	1
5933	帡	ping	pkax	1
5934	帨	shui	uva	1
5935	帱	chou	iza	1
5936	帱	dao	dcay	1
5937	帻	ze	zea	1
5938	幖	biao	bnay	1
5939	幛	zhang	vhap	1
5940	幞	fu	fuai	1
5941	幢	chuang	ila	1
5942	幢	zhuang	vla	1
5943	幪	meng	mga	1
5944	庋	gui	gvsq	1
5945	庑	wu	wusg	1
5946	庠	xiang	xlsk	1
5947	庤	zhi	visy	2
5948	庥	xiu	xqs	1
5949	庱	cheng	igs	1
5950	庳	bi	bisp	1
5951	庹	tuo	tos	1
5952	庼	qing	qksz	1
5953	庾	yu	yusg	1
5954	廆	wei	wwsp	1
5955	廋	sou	szs	1
5956	廑	jin	jbsw	1
5957	廒	ao	aos	1
5958	廙	yi	yisa	1
5959	廛	chan	ijs	1
5960	廨	xie	xps	1
5961	廪	lin	lbs	1
5962	弁	bian	bmt	1
5963	弆	ju	jutx	1
5964	弇	yan	yjgx	1
5965	弢	tao	tcoq	1
5966	弨	chao	ico	1
5967	弶	jiang	jlog	1
5968	弸	peng	pgov	1
5969	彀	gou	gztt	1
5970	彖	tuan	trq	1
5971	彘	zhi	viq	1
5972	彟	yue	ytqq	1
5973	彧	yu	yure	1
5974	彳	chi	iiu	1
5975	徂	cu	cuu	1
5976	徛	ji	jiu	1
5977	徭	yao	ycu	1
5978	徼	jiao	jnu	1
5979	忉	dao	dccs	1
5980	忝	tian	tmn	1
5981	忞	min	mbac	1
5982	忭	bian	bmc	1
5983	忮	zhi	vicq	1
5984	忳	tun	tyc	1
5985	忺	xian	xmcg	1
5986	忻	xin	xbcy	1
5987	怃	wu	wucg	1
5988	怊	chao	icc	1
5989	怍	zuo	zoc	1
5990	怛	da	dac	1
5991	怫	fu	fuct	1
5992	怿	yi	yicl	2
5993	恁	nen	nff	1
5994	恂	xun	xycq	1
5995	恓	xi	xice	2
5996	恔	jiao	jncn	1
5997	恚	hui	hvt	1
5998	恝	jia	jxwc	1
5999	恽	yun	yyc	1
6000	悆	yu	yugc	1
6001	悈	jie	jpc	1
6002	悌	ti	tica	1
6003	悒	yi	yicv	1
6004	悝	kui	kvcm	1
6005	悢	liang	llc	1
6006	悫	que	qtt	1
6007	悭	qian	qmc	1
6008	悰	cong	cscy	1
6009	惇	dun	dyc	1
6010	惎	ji	jimc	1
6011	惔	tan	tjc	1
6012	惙	chuo	ioc	1
6013	惛	hun	hyc	1
6014	惝	chang	ihch	1
6015	愀	qiao	qncr	2
6016	愃	xuan	xrc	1
6017	愍	min	mbu	1
6018	愐	mian	mmcc	1
6019	愔	yin	ybc	1
6020	愦	kui	kvcz	1
6021	愭	qi	qicq	1
6022	慆	tao	tcc	1
6023	慊	qian	qmch	1
6024	慊	qie	qpch	1
6025	慝	te	tew	1
6026	慥	zao	zccp	1
6027	慬	qin	qbcw	1
6028	慭	yin	ybic	1
6029	憕	cheng	igcn	1
6030	憙	xi	xitc	1
6031	憭	liao	lnc	1
6032	憺	dan	djcd	1
6033	懋	mao	mco	1
6034	懔	lin	lbcy	1
6035	懿	yi	yitc	1
6036	戆	gang	ghd	1
6037	戆	zhuang	vld	1
6038	戋	jian	jmrr	2
6039	戌	qu	qurn	1
6040	戌	xu	xur	1
6041	戡	kan	kjmr	1
6042	戢	ji	jiha	1
6043	戣	kui	kvlr	1
6044	戤	gai	gdvr	1
6045	戥	deng	dgqr	1
6046	戬	jian	jmwr	1
6047	戭	yan	yjir	1
6048	戽	hu	huip	1
6049	扂	dian	dmih	1
6050	扃	jiong	jsih	1
6051	扅	yi	yiil	1
6052	扆	yi	yiin	1
6053	扊	yan	yjir	2
6054	扛	gang	ghl	1
6055	扛	kang	khl	1
6056	扺	zhi	vilk	1
6057	扽	den	df	1
6058	抃	bian	bml	1
6059	抔	pou	pzl	1
6060	抟	tuan	trl	1
6061	抹	ma	mal	1
6062	拃	zha	valn	2
6063	拊	fu	fulg	2
6064	拓	ta	talj	1
6065	拤	qia	qxla	1
6066	择	zhai	vdll	1
6067	拶	za	zall	1
6068	拶	zan	zjll	1
6069	拾	she	uelh	1
6070	挓	zha	valt	1
6071	挦	xian	xmly	1
6072	挲	sa	sabl	1
6073	挹	yi	yilv	1
6074	捃	jun	jyl	1
6075	捋	luo	loly	1
6076	捌	ba	bals	1
6077	捍	han	hjlw	1
6078	捭	bai	bdlp	1
6079	捯	dao	dcls	1
6080	捽	zuo	zolp	1
6081	掊	pou	pzlh	1
6082	掎	ji	jily	2
6083	掞	yan	yjlr	1
6084	掭	tian	tmlc	1
6085	揕	zhen	vflo	1
6086	揳	xie	xpln	2
6087	揸	zha	valn	1
6088	揿	qin	qblg	1
6089	搌	zhan	vjl	1
6090	搒	bang	bhl	1
6091	搒	peng	pgls	1
6092	搠	shuo	uol	1
6093	搦	nuo	nolb	1
6094	搴	qian	qmil	1
6095	摅	shu	uulc	1
6096	摏	chong	isl	1
6097	摛	chi	iil	1
6098	摩	ma	masl	1
6099	摭	zhi	vilr	2
6100	摴	chu	iulo	1
6101	摽	biao	bnl	1
6102	撄	ying	ykl	1
6103	撖	han	hjlq	1
6104	撙	zun	zyl	1
6105	撮	zuo	zol	1
6106	擐	huan	hrl	1
6107	擿	ti	til	1
6108	攉	huo	hol	1
6109	攮	nang	nhl	1
6110	攽	ban	bjaq	1
6111	敉	mi	midq	1
6112	敔	yu	yuuq	1
6113	敩	xiao	xniq	1
6114	敫	jiao	jnyq	1
6115	数	shuo	uod	1
6116	斛	hu	huw	1
6117	斝	jia	jxh	1
6118	斠	jiao	jnmp	1
6119	斫	zhuo	voj	1
6120	斶	chu	iuym	1
6121	旃	zhan	vjsv	1
6122	旄	mao	mcsm	2
6123	旆	pei	pws	1
6124	旐	zhao	vcsa	1
6125	旒	liu	lqsa	1
6126	旞	sui	svs	1
6127	无	mo	mog	1
6128	旰	gan	gjq	1
6129	旴	xu	xuqw	2
6130	旵	chan	ijq	1
6131	旸	yang	yhq	1
6132	旻	min	mbq	1
6133	旿	wu	wuqp	1
6134	昀	yun	yyqb	1
6135	昃	ze	zeq	1
6136	昄	ban	bjq	1
6137	昇	sheng	ugqx	1
6138	昈	hu	huqi	1
6139	昉	fang	fhq	1
6140	昒	hu	huqj	1
6141	昕	xin	xbq	1
6142	昝	zan	zjq	1
6143	昡	xuan	xrqj	1
6144	昣	zhen	vfq	1
6145	昤	ling	lkqz	1
6146	昪	bian	bmq	1
6147	昫	xu	xuqh	1
6148	昳	die	dpqr	1
6149	昶	chang	ihr	1
6150	昺	bing	bkqg	1
6151	昽	long	lsqd	1
6152	晁	chao	icq	1
6153	晅	xuan	xrqn	2
6154	晊	zhi	viqy	1
6155	晐	gai	gdq	1
6156	晗	han	hjqh	1
6157	晙	jun	jyqq	1
6158	晞	xi	xiqa	1
6159	晟	cheng	igq	1
6160	晢	zhe	velq	1
6161	晪	tian	tmq	1
6162	晫	zhuo	voqp	1
6163	晱	shan	ujq	1
6164	暅	geng	ggq	1
6165	暌	kui	kvqn	1
6166	暕	jian	jmqp	1
6167	暲	zhang	vhq	1
6168	暵	han	hjqn	1
6169	暶	xuan	xrqk	1
6170	暾	tun	tyq	1
6171	暿	xi	xiqh	1
6172	曈	tong	tsqm	1
6173	曌	zhao	vcqe	1
6174	曛	xun	xyqr	1
6175	曜	yao	ycq	1
6176	曩	nang	nhq	1
6177	曷	he	heq	1
6178	朏	fei	fwvy	1
6179	朐	qu	quv	1
6180	朓	tiao	tnv	1
6181	期	ji	jimv	1
6182	术	zhu	vuoa	2
6183	朳	ba	bao	1
6184	朴	piao	pno	1
6185	朴	po	poo	1
6186	朸	li	liop	2
6187	杄	qian	qmo	1
6188	杌	wu	wuoa	1
6189	杕	di	dion	1
6190	杙	yi	yior	1
6191	杧	mang	mho	1
6192	杩	ma	mao	1
6193	杲	gao	gcq	1
6194	杷	pa	pao	1
6195	杻	chou	izot	1
6196	杻	niu	nqo	1
6197	杼	zhu	vuos	1
6198	枅	ji	jiox	1
6199	枇	pi	pio	1
6200	枋	fang	fho	1
6201	枍	yi	yioo	1
6202	枘	rui	rvo	1
6203	枞	zong	zsog	1
6204	枧	jian	jmoz	1
6205	枨	cheng	igoe	1
6206	枲	xi	xito	1
6207	枳	zhi	vioa	1
6208	枵	xiao	xnoo	1
6209	枸	ju	juoh	1
6210	枹	bao	bco	1
6211	柁	tuo	toot	1
6212	柃	ling	lkoz	1
6213	柈	ban	bjol	1
6214	柊	zhong	vso	1
6215	柖	shao	ucoh	1
6216	柙	xia	xxop	1
6217	柜	ju	juow	1
6218	柝	tuo	tooy	1
6219	柞	zha	vaon	4
6220	柞	zuo	zoo	1
6221	柢	di	diok	1
6222	柷	zhu	vuoa	1
6223	柽	cheng	igot	1
6224	栅	shan	ujon	1
6225	栉	zhi	viop	1
6226	栊	long	lso	1
6227	栎	li	liod	1
6228	栎	yue	ytod	1
6229	栐	yong	yso	1
6230	栒	xun	xyoq	1
6231	栝	gua	gxo	1
6232	栟	ben	bfo	1
6233	栳	lao	lco	1
6234	栴	zhan	vjov	1
6235	核	hu	huog	1
6236	栻	shi	uioe	1
6237	栾	luan	lrpo	1
6238	桄	guang	glo	1
6239	桊	juan	jrio	1
6240	桕	jiu	jqoy	1
6241	桢	zhen	vfoz	1
6242	桤	qi	qiov	2
6243	桧	gui	gvot	1
6244	桧	hui	hvot	1
6245	桫	suo	sooe	1
6246	桯	ting	tkog	1
6247	桲	bo	boon	1
6248	桲	po	poon	1
6249	桴	fu	fuon	1
6250	桷	jue	jto	1
6251	桹	lang	lhoc	1
6252	梌	tu	tuo	1
6253	梠	lv	lvoh	1
6254	梣	chen	ifoz	1
6255	梣	qin	qboz	1
6256	梴	chan	ijo	1
6257	梼	tao	tcoy	1
6258	梽	zhi	vioc	1
6259	梾	lai	ldo	1
6260	梿	lian	lmop	1
6261	棁	zhuo	voo	1
6262	棐	fei	fwno	1
6263	棓	bei	bwoh	1
6264	棣	di	dio	1
6265	棤	cuo	coo	1
6266	棨	qi	qiio	1
6267	棪	yan	yjor	1
6268	棫	yu	yuon	2
6269	棬	quan	qrov	1
6270	棱	ling	lkoq	1
6271	棹	zhao	vco	1
6272	棻	fen	ffxo	1
6273	棼	fen	ffos	1
6274	棽	chen	ifoz	2
6275	棽	shen	ufoz	1
6276	椀	wan	wjo	1
6277	椆	chou	izoh	1
6278	椋	liang	llo	1
6279	椑	bei	bwop	1
6280	椓	zhuo	vooe	1
6281	椟	du	duon	1
6282	椠	qian	qmeo	1
6283	椤	luo	loo	1
6284	椪	peng	pgow	1
6285	椸	yi	yioi	1
6286	椹	shen	ufo	1
6287	楒	si	sioc	1
6288	楗	jian	jmop	1
6289	楙	mao	mcoo	1
6290	楩	pian	pmo	1
6291	楪	die	dpo	1
6292	楫	ji	jioe	1
6293	楮	chu	iuoq	1
6294	楯	shun	uyo	1
6295	楷	jie	jpoy	1
6296	榃	tan	tjop	1
6297	榅	wen	wfo	1
6298	榇	chen	ifog	1
6299	榍	xie	xpov	1
6300	榑	fu	fuoy	1
6301	榖	gu	gutt	2
6302	榧	fei	fwon	1
6303	榰	zhi	vioq	2
6304	榱	cui	cvo	1
6305	槃	pan	pjeo	1
6306	槎	cha	iaoe	1
6307	槔	gao	gcop	1
6308	槚	jia	jxoz	1
6309	槛	jian	jmoa	1
6310	槜	zui	zvo	1
6311	槠	zhu	vuoq	1
6312	槱	you	yzor	1
6313	槿	jin	jbow	1
6314	樨	xi	xioc	1
6315	樾	yue	yto	1
6316	橐	tuo	toi	1
6317	橑	liao	lno	1
6318	橛	jue	jtog	1
6319	橞	hui	hvo	1
6320	橥	zhu	vuvo	1
6321	橦	tong	tsom	1
6322	橼	yuan	yro	1
6323	檄	xi	xioq	1
6324	檎	qin	qbo	1
6325	檑	lei	lwo	1
6326	檗	bo	boi	1
6327	檞	jie	jpoc	1
6328	檠	qing	qkxo	1
6329	檩	lin	lbo	1
6330	櫆	kui	kvo	1
6331	欂	bo	booy	1
6332	欤	yu	yun	1
6333	欸	ai	aitg	1
6334	欸	ei	ei	1
6335	欹	qi	qing	1
6336	欻	xu	xurg	1
6337	歅	yin	ybeg	1
6338	歆	xin	xbd	1
6339	歙	she	uegg	1
6340	殍	piao	pnl	1
6341	殖	shi	uilt	1
6342	殛	ji	jiln	1
6343	殣	jin	jblw	1
6344	殪	yi	yiln	1
6345	殳	shu	uut	1
6346	殷	yan	yjet	1
6347	毂	gu	gutt	1
6348	毌	guan	grpp	1
6349	毐	ai	aitp	1
6350	毓	yu	yuf	1
6351	毪	mu	mum	1
6352	毳	cui	cvmm	1
6353	毵	san	sjtm	1
6354	毹	shu	uulm	1
6355	氅	chang	ihgm	1
6356	氆	pu	pum	1
6357	氇	lu	lumq	1
6358	氍	qu	quqm	1
6359	氏	zhi	vikk	1
6360	氐	di	dikk	1
6361	氕	pie	ppr	1
6362	氘	dao	dcr	1
6363	氾	fan	fjbv	1
6364	氿	jiu	jqbd	1
6365	汆	cuan	crg	1
6366	汈	diao	dnbn	1
6367	汊	cha	iab	1
6368	汋	zhuo	voba	1
6369	汔	qi	qibl	1
6370	汜	si	sibv	1
6371	汧	qian	qmbx	1
6372	汫	jing	jkbl	1
6373	汭	rui	rvb	1
6374	汾	fen	ffb	1
6375	沄	yun	yyb	1
6376	沇	yan	yjba	1
6377	沌	zhuan	vrb	1
6378	沓	da	dabq	1
6379	沔	mian	mmb	1
6380	沘	bi	bibt	1
6381	沚	zhi	vibg	1
6382	沣	feng	fgbw	1
6383	沨	feng	fgbn	1
6384	沩	wei	wwbp	1
6385	沺	tian	tmbp	1
6386	泂	jiong	jsb	1
6387	泃	ju	jubh	1
6388	泇	jia	jxbh	1
6389	泌	bi	bibc	1
6390	泐	le	leb	1
6391	泖	mao	mcb	1
6392	泗	si	sib	1
6393	泙	ping	pkb	1
6394	泚	ci	cibt	1
6395	泜	zhi	vibk	1
6396	泫	xuan	xrbj	1
6397	泷	long	lsb	1
6398	泷	shuang	ulbd	1
6399	泺	luo	lobd	1
6400	洄	hui	hvbh	1
6401	洇	yin	ybbn	1
6402	洈	wei	wwbv	2
6403	洎	ji	jiby	2
6404	洑	fu	fubn	1
6405	洓	qi	qibp	1
6406	洗	xian	xmba	1
6407	洘	kao	kcb	1
6408	洚	jiang	jlbw	1
6409	洞	tong	tsbh	1
6410	洢	yi	yibe	1
6411	洣	mi	mibd	1
6412	洧	wei	wwbv	1
6413	洨	xiao	xnbn	1
6414	洫	xu	xuba	1
6415	洭	kuang	klbg	1
6416	洮	tao	tcba	1
6417	洱	er	erb	1
6418	洳	ru	rubh	1
6419	洴	ping	pkbx	1
6420	洵	xun	xybq	1
6421	洸	guang	glb	1
6422	洹	huan	hrbn	2
6423	洺	ming	mkbh	1
6424	洿	wu	wubo	1
6425	浈	zhen	vfb	1
6426	浉	shi	uiba	1
6427	浍	hui	hvbt	1
6428	浐	chan	ijbe	1
6429	浒	hu	hubp	1
6430	浒	xu	xubp	1
6431	浔	xun	xyby	1
6432	浕	jin	jbba	1
6433	浙	zhe	veb	1
6434	浚	xun	xybq	2
6435	浛	han	hjbh	1
6436	浞	zhuo	vobz	1
6437	浟	you	yzbq	1
6438	浠	xi	xiba	1
6439	浡	bo	bobn	1
6440	浥	yi	yibv	1
6441	浬	li	libm	1
6442	浭	geng	ggb	1
6443	浯	wu	wubh	1
6444	浰	li	libr	1
6445	浰	lian	lmbr	1
6446	浲	feng	fgbw	2
6447	浼	mei	mwbr	1
6448	涄	ping	pkbo	1
6449	涌	chong	isbl	1
6450	涍	xiao	xnbn	2
6451	涐	e	eeb	1
6452	涑	su	subp	1
6453	涘	si	sibr	1
6454	涞	lai	ldbi	1
6455	涠	wei	wwbv	3
6456	涡	guo	gobg	1
6457	涢	yun	yybz	1
6458	涪	fu	fubh	1
6459	涫	guan	grbo	1
6460	涴	yuan	yrbv	1
6461	涿	zhuo	vobe	1
6462	淄	zi	zibp	1
6463	淅	xi	xiby	1
6464	淏	hao	hcbn	1
6465	淜	peng	pgbv	1
6466	淝	fei	fwbv	1
6467	淞	song	ssb	1
6468	淟	tian	tmba	1
6469	淠	pi	pib	1
6470	淦	gan	gjb	1
6471	淯	yu	yubv	1
6472	淴	hu	hubc	1
6473	淼	miao	mnb	1
6474	渌	lu	lubb	1
6475	渑	mian	mmbp	1
6476	渟	ting	tkby	1
6477	渤	bo	bobp	1
6478	渫	xie	xpbo	1
6479	渰	yan	yjbx	1
6480	渼	mei	mwbn	1
6481	湉	tian	tmbh	1
6482	湑	xu	xubv	1
6483	湓	pen	pfb	1
6484	湔	jian	jmbs	1
6485	湘	xiang	xlb	1
6486	湜	shi	uibk	1
6487	湝	jie	jpby	1
6488	湟	huang	hlb	1
6489	湣	min	mbbq	1
6490	湫	jiao	jnbr	1
6491	湫	qiu	qqb	1
6492	湲	yuan	yrbq	1
6493	湴	ban	bjb	1
6494	溁	ying	ykbo	1
6495	溃	hui	hvbz	1
6496	溆	xu	xub	1
6497	溇	lou	lzbz	1
6498	溍	jin	jbbq	2
6499	溘	ke	keba	1
6500	溚	da	dab	1
6501	溞	sao	scb	1
6502	溟	ming	mkb	1
6503	溠	zha	vabe	1
6504	溥	pu	puby	1
6505	溦	wei	wwbq	1
6506	溱	qin	qbbw	1
6507	溲	sou	szb	1
6508	溵	yin	ybbt	1
6509	溷	hun	hybe	1
6510	溹	suo	sobj	1
6511	溻	ta	tabm	1
6512	溽	ru	ruby	1
6513	滁	chu	iub	1
6514	滃	weng	wgb	1
6515	滆	ge	geb	1
6516	滇	dian	dmb	1
6517	滉	huang	hlba	1
6518	滍	zhi	vibm	1
6519	滏	fu	fubk	1
6520	滗	bi	bibm	1
6521	滘	jiao	jnbh	1
6522	滟	yan	yjbv	1
6523	滠	she	uebq	1
6524	滢	ying	ykbg	1
6525	滧	xiao	xnbq	1
6526	滪	yu	yubz	1
6527	滫	xiu	xqbv	1
6528	滹	hu	huba	1
6529	漈	ji	jiby	3
6530	漋	long	lsbw	1
6531	漖	jiao	jnbq	1
6532	漤	lan	ljbz	1
6533	漦	chi	iiyb	1
6534	漭	mang	mhb	1
6535	漯	luo	lobj	1
6536	漳	zhang	vhbp	1
6537	漴	chong	isb	1
6538	漴	shuang	ulb	1
6539	漶	huan	hrbc	1
6540	漷	huo	hobp	1
6541	漹	yan	yjbr	1
6542	漻	liao	lnbe	1
6543	漼	cui	cvbg	1
6544	潆	ying	ykbj	1
6545	潋	lian	lmbq	1
6546	潏	yu	yubh	2
6547	潖	pa	pab	1
6548	潟	xi	xibr	1
6549	潩	yi	yiba	1
6550	潴	zhu	vubq	2
6551	潵	sa	sabq	1
6552	潼	tong	tsb	1
6553	潽	pu	pubq	1
6554	潾	lin	lbbw	1
6555	澂	cheng	igbq	1
6556	澉	gan	gjbq	1
6557	澌	si	siby	1
6558	澍	shu	uuby	1
6559	澛	lu	lubq	2
6560	澥	xie	xpbc	1
6561	澧	li	libn	1
6562	澪	ling	lkbz	2
6563	澭	yong	ysbg	1
6564	澴	huan	hrbn	3
6565	澶	chan	ijbn	1
6566	澹	dan	djbd	1
6567	澹	tan	tjbd	1
6568	澼	pi	pibs	1
6569	澽	ju	jube	1
6570	濂	lian	lmb	1
6571	濉	sui	svb	1
6572	濋	chu	iubk	1
6573	濞	bi	bib	1
6574	濠	hao	hcbe	1
6575	濩	huo	hobq	1
6576	濮	pu	pubi	1
6577	濯	zhuo	vobg	1
6578	瀌	biao	bnb	1
6579	瀍	chan	ijbt	1
6580	瀑	bao	bcb	1
6581	瀔	gu	gubt	1
6582	瀱	ji	jibs	1
6583	瀵	fen	ffba	1
6584	瀹	yue	ytb	1
6585	瀼	rang	rhb	1
6586	灈	qu	qubg	1
6587	灏	hao	hcbz	1
6588	灞	ba	bab	1
6589	炀	yang	yhrj	1
6590	炅	gui	gvqr	1
6591	炅	jiong	jsq	1
6592	炆	wen	wfr	1
6593	炌	kai	kdr	1
6594	炘	xin	xbr	1
6595	炜	wei	wwrv	1
6596	炝	qiang	qlr	1
6597	炟	da	darn	2
6598	炣	ke	kery	1
6599	炮	bao	bcrv	1
6600	炱	tai	tdtr	1
6601	炻	shi	uirj	1
6602	烀	hu	hura	1
6603	烔	tong	tsrh	1
6604	烙	luo	lorq	1
6605	烜	xuan	xrrn	2
6606	烝	zheng	vgo	1
6607	烠	hui	hvrv	1
6608	烨	ye	yer	1
6609	烶	ting	tkrp	1
6610	烺	lang	lhr	1
6611	烻	shan	ujrp	1
6612	焆	juan	jrr	1
6613	焌	jun	jyr	1
6614	焌	qu	qurq	1
6615	焐	wu	wurh	1
6616	焓	han	hjrh	1
6617	焗	ju	jurh	1
6618	焘	tao	tcn	1
6619	焜	kun	kyr	1
6620	焞	tun	tyr	1
6621	焯	chao	icrp	1
6622	焱	yan	yjrr	1
6623	煁	chen	ifr	1
6624	煃	kui	kvrt	1
6625	煋	xing	xkr	1
6626	煓	tuan	trr	1
6627	煜	yu	yur	1
6628	煟	wei	wwrv	2
6629	煳	hu	hurv	1
6630	煴	yun	yyra	2
6631	煺	tui	tvrp	1
6632	熇	he	her	1
6633	熘	liu	lqr	1
6634	熛	biao	bnr	1
6635	熜	cong	csr	1
6636	熥	teng	tgr	1
6637	熨	yu	yuir	1
6638	熻	xi	xirm	1
6639	燊	shen	ufr	1
6640	燋	jiao	jnrr	1
6641	燏	yu	yurh	1
6642	燔	fan	fjrp	1
6643	燚	yi	yirr	2
6644	燠	yu	yurn	1
6645	燹	xian	xmer	1
6646	爇	ruo	roxr	1
6647	爔	xi	xiro	1
6648	爚	yue	ytrx	1
6649	爝	jue	jtr	1
6650	爟	guan	grrg	1
6651	爨	cuan	cre	1
6652	爻	yao	ycnn	1
6653	牁	ke	ken	1
6654	牂	zang	zhnk	1
6655	牖	you	yzn	1
6656	牚	cheng	igiu	1
6657	牟	mu	mutc	2
6658	牤	mang	mhco	1
6659	牥	fang	fhc	1
6660	牮	jian	jmfc	1
6661	牯	gu	gucp	1
6662	牻	mang	mhc	1
6663	牾	wu	wuch	2
6664	牿	gu	guch	1
6665	犇	ben	bfc	1
6666	犋	ju	juca	2
6667	犍	jian	jmc	1
6668	犍	qian	qmcp	1
6669	犏	pian	pmcx	2
6670	犨	chou	izgc	1
6671	犰	qiu	qqv	1
6672	犴	an	anvw	1
6673	犴	han	hjv	1
6674	狁	yun	yyva	2
6675	狃	niu	nqv	1
6676	狉	pi	pivn	1
6677	狍	pao	pcv	1
6678	狝	xian	xmvg	1
6679	狳	yu	yuva	1
6680	狴	bi	biv	1
6681	狷	juan	jrv	1
6682	狺	yin	ybv	1
6683	狻	suan	srv	1
6684	猁	li	livr	1
6685	猃	xian	xmvt	1
6686	猄	jing	jkvg	1
6687	猇	xiao	xnv	1
6688	猊	ni	niva	1
6689	猗	yi	yivy	1
6690	猞	she	uev	1
6691	猯	tuan	trv	1
6692	猰	ya	yav	1
6693	猱	nao	ncvo	1
6694	猷	you	yza	1
6695	猹	cha	iav	1
