word	code	source	thuocl_df	xinhua
牛逼哄哄	nbhh	简单鹤		0
内部环境	nbhj	简单鹤		0
牛逼坏了	nbhl	简单鹤		0
南北差距	nbij	简单鹤		0
拿不出来	nbil	简单鹤		0
拿不出手	nbiu	简单鹤		0
难不成是	nbiu	简单鹤		0
南北差异	nbiy	简单鹤		0
你不觉得	nbjd	简单鹤		0
内部交流	nbjl	简单鹤		0
那不就是	nbju	简单鹤		0
那不就行	nbjx	简单鹤		0
内部空间	nbkj	简单鹤		0
那不可能	nbkn	简单鹤		0
内部刊物	nbkw	简单鹤		0
南北两侧	nblc	简单鹤		0
南北绿豆	nbld	简单鹤		0
内部流出	nbli	简单鹤		0
那不勒斯	nbls	简单鹤		0
鸟不拉屎	nblu	简单鹤		0
弄不明白	nbmb	简单鹤		0
闹不明白	nbmb	简单鹤		0
内部矛盾	nbmd	简单鹤		0
你币没了	nbml	简单鹤		0
能不能够	nbng	简单鹤		0
努不努力	nbnl	简单鹤		0
男扮女装	nbnv	简单鹤		0
能不能用	nbny	简单鹤		0
你被骗了	nbpl	简单鹤		0
你不确定	nbqd	简单鹤		0
弄不清楚	nbqi	简单鹤		0
你比如说	nbru	简单鹤		0
内部人士	nbru	简单鹤		0
内部人员	nbry	简单鹤		0
你爸死了	nbsl	简单鹤		0
内部条件	nbtj	简单鹤		0
南北通衢	nbtq	简单鹤		0
南北通透	nbtt	简单鹤		0
农本商末	nbum	简单鹤		0
南部山区	nbuq	简单鹤		0
你不是说	nbuu	简单鹤		0
那不是说	nbuu	简单鹤		0
你不知道	nbvd	简单鹤		0
能不知道	nbvd	简单鹤		0
南部战区	nbvq	简单鹤		0
南北战争	nbvv	简单鹤		0
难辨真伪	nbvw	简单鹤		0
你别忘记	nbwj	简单鹤		0
内部文件	nbwj	简单鹤		0
你别忘了	nbwl	简单鹤		0
那必须的	nbxd	简单鹤		0
内部消化	nbxh	简单鹤		0
你不希望	nbxw	简单鹤		0
内部消息	nbxx	简单鹤		0
那不一定	nbyd	简单鹤		0
女不养狗	nbyg	简单鹤		0
男不养猫	nbym	简单鹤		0
你不也是	nbyu	简单鹤		0
那不一样	nbyy	简单鹤		0
内部资料	nbzl	简单鹤		0
你不早说	nbzu	简单鹤		0
内部资源	nbzy	简单鹤		0
农村保险	ncbx	简单鹤		0
内存不足	ncbz	简单鹤		0
农村地区	ncdq	简单鹤		0
农村妇女	ncfn	简单鹤		0
农村户口	nchk	简单鹤		0
内存储器	nciq	简单鹤		0
男才女貌	ncnm	简单鹤		0
难辞其咎	ncqj	简单鹤		0
农村群众	ncqv	简单鹤		0
农村人口	ncrk	简单鹤		0
内存释放	ncuf	简单鹤		0
纳粹主义	ncvy	简单鹤		0
你猜我画	ncwh	简单鹤		0
内测玩家	ncwj	简单鹤		0
内存泄漏	ncxl	简单鹤		0
内测邀请	ncyq	简单鹤		0
内测资格	nczg	简单鹤		0
南帝北丐	ndbg	简单鹤		0
年度报告	ndbg	简单鹤		0
那倒不会	ndbh	简单鹤		0
难道不能	ndbn	简单鹤		0
难道不怕	ndbp	简单鹤		0
那倒不如	ndbr	简单鹤		0
那倒不是	ndbu	简单鹤		0
难道不是	ndbu	简单鹤		0
扭断脖子	ndbz	简单鹤		0
难得聪明	ndcm	简单鹤		0
难当此任	ndcr	简单鹤		0
年度财务	ndcw	简单鹤		0
年度第二	ndde	简单鹤		0
脑洞大开	nddk	简单鹤		0
拿刀动枪	nddq	简单鹤		0
难当大任	nddr	简单鹤		0
年度第三	ndds	简单鹤		0
年度第一	nddy	简单鹤		0
难度动作	nddz	简单鹤		0
南丁格尔	ndge	简单鹤		0
脑袋瓜子	ndgz	简单鹤		0
难度很大	ndhd	简单鹤		0
难度很高	ndhg	简单鹤		0
年代后期	ndhq	简单鹤		0
难得糊涂	ndht	简单鹤		1
你滴寒王	ndhw	简单鹤		0
难度很小	ndhx	简单鹤		0
难道还有	ndhy	简单鹤		0
难道还要	ndhy	简单鹤		0
拿得出手	ndiu	简单鹤		0
内地警方	ndjf	简单鹤		0
年度计划	ndjh	简单鹤		0
年代久远	ndjy	简单鹤		0
脑袋空空	ndkk	简单鹤		0
难道可以	ndky	简单鹤		0
年度利润	ndlr	简单鹤		0
年代末期	ndmq	简单鹤		0
难道没有	ndmy	简单鹤		0
你的名字	ndmz	简单鹤		0
男的女的	ndnd	简单鹤		0
女大难留	ndnl	简单鹤		1
男多女少	ndnu	简单鹤		0
难道你是	ndnu	简单鹤		0
你的那些	ndnx	简单鹤		0
年底前后	ndqh	简单鹤		0
那当然了	ndrl	简单鹤		0
那当然是	ndru	简单鹤		0
你爹死了	ndsl	简单鹤		0
牛刀杀鸡	nduj	简单鹤		0
那段时间	nduj	简单鹤		0
年度爽文	nduw	简单鹤		0
那都是些	ndux	简单鹤		0
年度收益	nduy	简单鹤		0
你得知道	ndvd	简单鹤		0
难道只能	ndvn	简单鹤		0
年代中期	ndvq	简单鹤		0
你的这些	ndvx	简单鹤		0
拿定主意	ndvy	简单鹤		0
难道只有	ndvy	简单鹤		0
年底完成	ndwi	简单鹤		0
你的问题	ndwt	简单鹤		0
你对我说	ndwu	简单鹤		0
女大学生	ndxu	简单鹤		0
男大学生	ndxu	简单鹤		0
难度系数	ndxu	简单鹤		0
你的心中	ndxv	简单鹤		0
难道需要	ndxy	简单鹤		0
难度选择	ndxz	简单鹤		0
你大爷的	ndyd	简单鹤		0
难道应该	ndyg	简单鹤		0
难得一见	ndyj	简单鹤		0
难得有空	ndyk	简单鹤		0
年代以来	ndyl	简单鹤		0
哪都有你	ndyn	简单鹤		0
脑袋有泡	ndyp	简单鹤		0
你的意思	ndys	简单鹤		0
那倒也是	ndyu	简单鹤		0
年度游戏	ndyx	简单鹤		0
那倒也行	ndyx	简单鹤		0
难得一遇	ndyy	简单鹤		0
年度总结	ndzj	简单鹤		0
年度最佳	ndzj	简单鹤		0
那档子事	ndzu	简单鹤		0
男儿本色	nebs	简单鹤		0
哪儿的话	nedh	简单鹤		0
你二大爷	nedy	简单鹤		0
努尔哈赤	nehi	简单鹤		0
哪儿来的	neld	简单鹤		0
女儿女婿	nenx	简单鹤		0
哪儿去了	neql	简单鹤		0
逆耳忠言	nevy	简单鹤		0
能否按照	nfav	简单鹤		0
难分彼此	nfbc	简单鹤		0
能否保持	nfbi	简单鹤		0
难分伯仲	nfbv	简单鹤		0
南孚电池	nfdi	简单鹤		0
南方地区	nfdq	简单鹤		0
那副德性	nfdx	简单鹤		0
年方二八	nfeb	简单鹤		0
能否遏制	nfev	简单鹤		0
能否符合	nffh	简单鹤		0
逆风翻盘	nffp	简单鹤		0
能否发展	nffv	简单鹤		0
能否改变	nfgb	简单鹤		0
难分高低	nfgd	简单鹤		0
难分高下	nfgx	简单鹤		0
能否获得	nfhd	简单鹤		0
南方航空	nfhk	简单鹤		0
农夫和蛇	nfhu	简单鹤		0
年费会员	nfhy	简单鹤		0
农副产品	nfip	简单鹤		0
能否成为	nfiw	简单鹤		0
能否持续	nfix	简单鹤		0
能否坚持	nfji	简单鹤		0
南方口音	nfky	简单鹤		0
闹翻了天	nflt	简单鹤		0
能否落实	nflu	简单鹤		0
内分泌科	nfmk	简单鹤		0
逆否命题	nfmt	简单鹤		0
内分泌腺	nfmx	简单鹤		0
能否满足	nfmz	简单鹤		0
能否取得	nfqd	简单鹤		0
南方谈话	nfth	简单鹤		0
能否突破	nftp	简单鹤		0
难分胜负	nfuf	简单鹤		0
农夫山泉	nfuq	简单鹤		0
难分上下	nfux	简单鹤		0
难分仲伯	nfvb	简单鹤		0
能否知道	nfvd	简单鹤		0
内服外敷	nfwf	简单鹤		0
能否完成	nfwi	简单鹤		0
南方卫视	nfwu	简单鹤		0
女服务生	nfwu	简单鹤		0
女服务员	nfwy	简单鹤		0
逆反心理	nfxl	简单鹤		0
能否享受	nfxu	简单鹤		0
难分轩轾	nfxv	简单鹤		0
女飞行员	nfxy	简单鹤		0
农夫与蛇	nfyu	简单鹤		0
能够按照	ngav	简单鹤		0
年过半百	ngbb	简单鹤		0
那个不错	ngbc	简单鹤		0
那个办法	ngbf	简单鹤		0
那个部分	ngbf	简单鹤		0
能够保持	ngbi	简单鹤		0
能够摆脱	ngbt	简单鹤		0
那个不是	ngbu	简单鹤		0
你管不着	ngbv	简单鹤		0
哪个不知	ngbv	简单鹤		0
年过八旬	ngbx	简单鹤		0
能够得到	ngdd	简单鹤		0
哪个地方	ngdf	简单鹤		0
那个地方	ngdf	简单鹤		0
能够带给	ngdg	简单鹤		0
那该多好	ngdh	简单鹤		0
拈弓搭箭	ngdj	简单鹤		0
能够打破	ngdp	简单鹤		0
哪个地区	ngdq	简单鹤		0
那个大人	ngdr	简单鹤		0
那个东西	ngdx	简单鹤		0
你个二逼	ngeb	简单鹤		0
你个二货	ngeh	简单鹤		0
能够覆盖	ngfg	简单鹤		0
那个房间	ngfj	简单鹤		0
哪个方面	ngfm	简单鹤		0
能够放弃	ngfq	简单鹤		0
那个过程	nggi	简单鹤		0
哪个国家	nggj	简单鹤		0
能够更快	nggk	简单鹤		0
年过古稀	nggx	简单鹤		0
年过花甲	nghj	简单鹤		0
你敢吼我	nghw	简单鹤		0
女歌唱家	ngij	简单鹤		0
能够出来	ngil	简单鹤		0
你个畜生	ngiu	简单鹤		0
那个角度	ngjd	简单鹤		0
能够解决	ngjj	简单鹤		0
能够健康	ngjk	简单鹤		0
农杆菌素	ngjs	简单鹤		0
能够接受	ngju	简单鹤		0
能够克服	ngkf	简单鹤		0
能够看出	ngki	简单鹤		0
能够可靠	ngkk	简单鹤		0
能够控制	ngkv	简单鹤		0
能够理解	nglj	简单鹤		0
能够离开	nglk	简单鹤		0
闹够了没	nglm	简单鹤		0
尼古拉斯	ngls	简单鹤		0
钮钴禄氏	nglu	简单鹤		0
能够连续	nglx	简单鹤		0
你干嘛啊	ngma	简单鹤		0
尼格买提	ngmt	简单鹤		0
那个没有	ngmy	简单鹤		0
农耕民族	ngmz	简单鹤		0
那个年代	ngnd	简单鹤		0
能够拿出	ngni	简单鹤		0
那个女人	ngnr	简单鹤		0
那个男人	ngnr	简单鹤		0
难割难舍	ngnu	简单鹤		0
能够平安	ngpa	简单鹤		0
内购破解	ngpj	简单鹤		0
脑干缺失	ngqu	简单鹤		0
能够如此	ngrc	简单鹤		0
那个人的	ngrd	简单鹤		0
你告诉他	ngst	简单鹤		0
你告诉她	ngst	简单鹤		0
年过三十	ngsu	简单鹤		0
你告诉我	ngsw	简单鹤		0
能够体会	ngth	简单鹤		0
能够提出	ngti	简单鹤		0
能够突破	ngtp	简单鹤		0
能够提前	ngtq	简单鹤		0
你跟他说	ngtu	简单鹤		0
你跟她说	ngtu	简单鹤		0
你个傻逼	ngub	简单鹤		0
那个时代	ngud	简单鹤		0
哪个时候	nguh	简单鹤		0
那个时候	nguh	简单鹤		0
那个世界	nguj	简单鹤		0
那个事情	nguq	简单鹤		0
那个时期	nguq	简单鹤		0
能歌善舞	nguw	简单鹤		0
那个声音	nguy	简单鹤		0
女高中生	ngvu	简单鹤		0
男高中生	ngvu	简单鹤		0
那个只是	ngvu	简单鹤		0
内顾之忧	ngvy	简单鹤		1
农耕文明	ngwm	简单鹤		0
哪个问题	ngwt	简单鹤		0
那个问题	ngwt	简单鹤		0
你跟我说	ngwu	简单鹤		0
年高望重	ngwv	简单鹤		1
哪个学校	ngxx	简单鹤		0
那个需要	ngxy	简单鹤		0
那个意思	ngys	简单鹤		0
那个也是	ngyu	简单鹤		0
那个游戏	ngyx	简单鹤		0
那个样子	ngyz	简单鹤		0
那还不错	nhbc	简单鹤		0
你会不会	nhbh	简单鹤		0
奈何不了	nhbl	简单鹤		0
那还不如	nhbr	简单鹤		0
你还别说	nhbu	简单鹤		0
耐火材料	nhcl	简单鹤		0
农户贷款	nhdk	简单鹤		0
那还得了	nhdl	简单鹤		0
内涵段子	nhdz	简单鹤		0
拈花而笑	nhex	简单鹤		0
内涵丰富	nhff	简单鹤		0
浓厚氛围	nhfw	简单鹤		0
南回归线	nhgx	简单鹤		0
那很坏了	nhhl	简单鹤		0
那很好了	nhhl	简单鹤		0
那还了得	nhld	简单鹤		0
你好厉害	nhlh	简单鹤		0
你很厉害	nhlh	简单鹤		0
你好牛逼	nhnb	简单鹤		0
你好你好	nhnh	简单鹤		0
男孩女孩	nhnh	简单鹤		0
农户签订	nhqd	简单鹤		0
你好骚啊	nhsa	简单鹤		0
年华似水	nhsu	简单鹤		0
那回事儿	nhue	简单鹤		0
那还是人	nhur	简单鹤		0
南海诸岛	nhvd	简单鹤		0
呐喊助威	nhvw	简单鹤		0
你画我猜	nhwc	简单鹤		0
你好我好	nhwh	简单鹤		0
难乎为继	nhwj	简单鹤		1
怒火万丈	nhwv	简单鹤		0
浓厚兴趣	nhxq	简单鹤		0
你好意思	nhys	简单鹤		0
怒吼一声	nhyu	简单鹤		0
那还用说	nhyu	简单鹤		0
内化于心	nhyx	简单鹤		0
女孩子的	nhzd	简单鹤		0
男孩子的	nhzd	简单鹤		0
你很在意	nhzy	简单鹤		0
奈何做贼	nhzz	简单鹤		0
酿成大错	nidc	简单鹤		0
酿成大祸	nidh	简单鹤		0
能撑多久	nidj	简单鹤		0
难成大器	nidq	简单鹤		0
能成大事	nidu	简单鹤		0
亻尔女子	nihc	简单鹤		0
你吃了吗	nilm	简单鹤		0
闹出乱子	nilz	简单鹤		0
奶茶妹妹	nimm	简单鹤		0
能吃能喝	ninh	简单鹤		0
年产能力	ninl	简单鹤		0
能吃能睡	ninu	简单鹤		0
南昌起义	niqy	简单鹤		0
能出其右	niqy	简单鹤		0
拿出勇气	niyq	简单鹤		0
霓裳羽衣	niyy	简单鹤		0
逆臣贼子	nizz	简单鹤		1
年近半百	njbb	简单鹤		0
脑浆崩裂	njbl	简单鹤		0
脑浆迸裂	njbl	简单鹤		0
年纪大了	njdl	简单鹤		0
那就对了	njdl	简单鹤		0
你觉得呢	njdn	简单鹤		0
南京地区	njdq	简单鹤		0
南京大学	njdx	简单鹤		0
牛津大学	njdx	简单鹤		0
年级第一	njdy	简单鹤		0
怒极反笑	njfx	简单鹤		0
内家功夫	njgf	简单鹤		0
那就好了	njhl	简单鹤		0
那就好咯	njhl	简单鹤		0
那就很难	njhn	简单鹤		0
鸟叫蝉鸣	njim	简单鹤		0
那几句话	njjh	简单鹤		0
脑机接口	njjk	简单鹤		0
那就可能	njkn	简单鹤		0
那就可以	njky	简单鹤		0
尼加拉瓜	njlg	简单鹤		0
凝聚力量	njll	简单鹤		0
那就没有	njmy	简单鹤		0
能进能出	njni	简单鹤		0
那就奇怪	njqg	简单鹤		0
能近取譬	njqp	简单鹤		1
年纪轻轻	njqq	简单鹤		0
捻军起义	njqy	简单鹤		0
凝聚人心	njrx	简单鹤		0
那就算了	njsl	简单鹤		0
那就说明	njum	简单鹤		0
哪件事情	njuq	简单鹤		0
那件事情	njuq	简单鹤		0
你就知道	njvd	简单鹤		0
难解之谜	njvm	简单鹤		0
那就只能	njvn	简单鹤		0
年级主任	njvr	简单鹤		0
那就这样	njvy	简单鹤		0
那就完了	njwl	简单鹤		0
内紧外松	njws	简单鹤		0
难及万一	njwy	简单鹤		0
那就行了	njxl	简单鹤		0
匿迹销声	njxu	简单鹤		1
南极仙翁	njxw	简单鹤		0
年纪小小	njxx	简单鹤		0
农家小院	njxy	简单鹤		0
年交易额	njye	简单鹤		0
那叫一个	njyg	简单鹤		0
那就要看	njyk	简单鹤		0
脑筋一转	njyv	简单鹤		0
那可不成	nkbi	简单鹤		0
那可不是	nkbu	简单鹤		0
那可不行	nkbx	简单鹤		0
宁可不要	nkby	简单鹤		0
能看得到	nkdd	简单鹤		0
南开大学	nkdx	简单鹤		0
宁可放弃	nkfq	简单鹤		0
能看出来	nkil	简单鹤		0
你看看你	nkkn	简单鹤		0
那可能是	nknu	简单鹤		0
宁可忍受	nkru	简单鹤		0
囊空如洗	nkrx	简单鹤		1
囊括四海	nksh	简单鹤		1
难看死了	nksl	简单鹤		0
奈克瑟斯	nkss	简单鹤		0
诺克萨斯	nkss	简单鹤		0
讷口少言	nkuy	简单鹤		1
你看着办	nkvb	简单鹤		0
内科主任	nkvr	简单鹤		0
南开中学	nkvx	简单鹤		0
你可知罪	nkvz	简单鹤		0
扭亏为盈	nkwy	简单鹤		0
宁可牺牲	nkxu	简单鹤		0
你看又急	nkyj	简单鹤		0
你可以去	nkyq	简单鹤		0
内科医生	nkyu	简单鹤		0
能力不够	nlbg	简单鹤		0
哪里不好	nlbh	简单鹤		0
捏了把汗	nlbh	简单鹤		0
努力保持	nlbi	简单鹤		0
能连不交	nlbj	简单鹤		0
努力避免	nlbm	简单鹤		0
拿来吧你	nlbn	简单鹤		0
能力薄弱	nlbr	简单鹤		0
南粮北调	nlbt	简单鹤		0
闹了半天	nlbt	简单鹤		0
年龄不小	nlbx	简单鹤		0
能力不足	nlbz	简单鹤		0
能力测试	nlcu	简单鹤		0
努力打拼	nldp	简单鹤		0
内陆地区	nldq	简单鹤		0
哪里都是	nldu	简单鹤		0
闹里打转	nldv	简单鹤		0
能量代谢	nldx	简单鹤		0
逆流而上	nleu	简单鹤		0
努力奋斗	nlfd	简单鹤		0
能力发挥	nlfh	简单鹤		0
努力付出	nlfi	简单鹤		0
能力范畴	nlfi	简单鹤		0
能力发展	nlfv	简单鹤		0
能力范围	nlfw	简单鹤		0
努力方向	nlfx	简单鹤		0
能力分析	nlfx	简单鹤		0
努力改变	nlgb	简单鹤		0
尿路感染	nlgr	简单鹤		0
努力改善	nlgu	简单鹤		0
努力工作	nlgz	简单鹤		0
那路或多	nlhd	简单鹤		0
能力很差	nlhi	简单鹤		0
你脸红啦	nlhl	简单鹤		0
逆流成河	nlih	简单鹤		0
能力出色	nlis	简单鹤		0
努力坚持	nlji	简单鹤		0
努力开辟	nlkb	简单鹤		0
能力考核	nlkh	简单鹤		0
努力开创	nlki	简单鹤		0
努力开拓	nlkt	简单鹤		0
脑力劳动	nlld	简单鹤		0
努力练习	nllx	简单鹤		0
纳了闷了	nlml	简单鹤		0
哪里哪里	nlnl	简单鹤		0
弄来弄去	nlnq	简单鹤		0
闹来闹去	nlnq	简单鹤		0
挠了挠头	nlnt	简单鹤		0
男来女往	nlnw	简单鹤		0
能里能外	nlnw	简单鹤		0
努力拼搏	nlpb	简单鹤		0
能力评估	nlpg	简单鹤		0
能力评价	nlpj	简单鹤		0
能力培训	nlpx	简单鹤		0
能力培养	nlpy	简单鹤		0
哪里去了	nlql	简单鹤		0
你老人家	nlrj	简单鹤		0
您老人家	nlrj	简单鹤		0
年龄人口	nlrk	简单鹤		0
纳兰容若	nlrr	简单鹤		0
难凉热血	nlrx	简单鹤		0
能力所及	nlsj	简单鹤		0
能力所限	nlsx	简单鹤		0
努力提高	nltg	简单鹤		0
能力突出	nlti	简单鹤		0
努力推进	nltj	简单鹤		0
努力拓宽	nltk	简单鹤		0
年老体弱	nltr	简单鹤		0
年老体衰	nltu	简单鹤		0
内力深厚	nluh	简单鹤		0
奴隶社会	nluh	简单鹤		0
能量守恒	nluh	简单鹤		0
能力水平	nlup	简单鹤		0
努力适应	nluy	简单鹤		0
你来真的	nlvd	简单鹤		0
哪里知道	nlvd	简单鹤		0
奴隶制度	nlvd	简单鹤		0
努力争取	nlvq	简单鹤		0
努力赚钱	nlvq	简单鹤		0
努力之下	nlvx	简单鹤		0
拿来主义	nlvy	简单鹤		0
努力无悔	nlwh	简单鹤		0
努力完成	nlwi	简单鹤		0
你来我去	nlwq	简单鹤		0
你来我往	nlww	简单鹤		0
努力微笑	nlwx	简单鹤		0
年龄性别	nlxb	简单鹤		0
能量消耗	nlxh	简单鹤		0
能力训练	nlxl	简单鹤		0
努力学习	nlxx	简单鹤		0
能力一般	nlyb	简单鹤		0
哪里有卖	nlym	简单鹤		0
纳兰嫣然	nlyr	简单鹤		0
能力有限	nlyx	简单鹤		0
努力做到	nlzd	简单鹤		0
农民伯伯	nmbb	简单鹤		0
你妈逼的	nmbd	简单鹤		0
你们不会	nmbh	简单鹤		0
你妈逼你	nmbn	简单鹤		0
牛马不如	nmbr	简单鹤		0
你们不是	nmbu	简单鹤		0
纳米比亚	nmby	简单鹤		0
那么便宜	nmby	简单鹤		0
纳木措湖	nmch	简单鹤		0
纳米材料	nmcl	简单鹤		0
耐磨材料	nmcl	简单鹤		0
那么多年	nmdn	简单鹤		0
那么多人	nmdr	简单鹤		0
那么多天	nmdt	简单鹤		0
脑满肥肠	nmfi	简单鹤		0
你妈个逼	nmgb	简单鹤		0
你们够了	nmgl	简单鹤		0
农民革命	nmgm	简单鹤		0
纳米工艺	nmgy	简单鹤		0
那么好的	nmhd	简单鹤		0
怒目横眉	nmhm	简单鹤		1
那么回事	nmhu	简单鹤		0
你妈臭比	nmib	简单鹤		0
你妈臭逼	nmib	简单鹤		0
牛魔酬宾	nmib	简单鹤		0
你们觉得	nmjd	简单鹤		0
那么简单	nmjd	简单鹤		0
那么几个	nmjg	简单鹤		0
那么就会	nmjh	简单鹤		0
农民阶级	nmjj	简单鹤		0
娘们唧唧	nmjj	简单鹤		0
那么久了	nmjl	简单鹤		0
农民家庭	nmjt	简单鹤		0
那么几天	nmjt	简单鹤		0
纳米技术	nmju	简单鹤		0
那么就是	nmju	简单鹤		0
那美克星	nmkx	简单鹤		0
你们两个	nmlg	简单鹤		0
那么厉害	nmlh	简单鹤		0
驽马恋栈	nmlv	简单鹤		1
你妈卖批	nmmp	简单鹤		0
你忙你的	nmnd	简单鹤		0
男默女泪	nmnl	简单鹤		0
农民群众	nmqv	简单鹤		0
南蛮入侵	nmrq	简单鹤		0
那么容易	nmry	简单鹤		0
你妈死了	nmsl	简单鹤		0
你没听错	nmtc	简单鹤		0
年迈体弱	nmtr	简单鹤		0
你没事吧	nmub	简单鹤		0
你们说过	nmug	简单鹤		0
农贸市场	nmui	简单鹤		0
那没事了	nmul	简单鹤		0
农民收入	nmur	简单鹤		0
那么这个	nmvg	简单鹤		0
你妈炸了	nmvl	简单鹤		0
农民战争	nmvv	简单鹤		0
那么这样	nmvy	简单鹤		0
难眠之夜	nmvy	简单鹤		0
那么我们	nmwm	简单鹤		0
农民问题	nmwt	简单鹤		0
怒目相对	nmxd	简单鹤		0
那么喜欢	nmxh	简单鹤		0
内幕消息	nmxx	简单鹤		0
匿名消息	nmxx	简单鹤		0
牛毛细雨	nmxy	简单鹤		1
那么一次	nmyc	简单鹤		0
农民运动	nmyd	简单鹤		0
那么一点	nmyd	简单鹤		0
那么一个	nmyg	简单鹤		0
怒目圆睁	nmyv	简单鹤		0
那么一种	nmyv	简单鹤		0
那么一些	nmyx	简单鹤		0
农牧渔业	nmyy	简单鹤		0
你们自己	nmzj	简单鹤		0
哪门子事	nmzu	简单鹤		0
忸怩不安	nnba	简单鹤		1
男女不分	nnbf	简单鹤		0
男女不限	nnbx	简单鹤		0
男女对唱	nndi	简单鹤		0
难念的经	nndj	简单鹤		0
男女对立	nndl	简单鹤		0
男女搭配	nndp	简单鹤		0
喃喃地说	nndu	简单鹤		0
尿尿分叉	nnfi	简单鹤		0
奶奶个腿	nngt	简单鹤		0
奶奶个熊	nngx	简单鹤		0
黏黏糊糊	nnhh	简单鹤		0
南南合作	nnhz	简单鹤		0
袅袅炊烟	nniy	简单鹤		0
那你就去	nnjq	简单鹤		0
那年今日	nnjr	简单鹤		0
诺诺连声	nnlu	简单鹤		1
男男女女	nnnn	简单鹤		0
哪年哪月	nnny	简单鹤		0
男女平等	nnpd	简单鹤		0
袅袅娉娉	nnpp	简单鹤		1
男女朋友	nnpy	简单鹤		0
年年如此	nnrc	简单鹤		0
你娘死了	nnsl	简单鹤		0
年年岁岁	nnss	简单鹤		0
男女通吃	nnti	简单鹤		0
男女双打	nnud	简单鹤		0
男女双方	nnuf	简单鹤		0
男女之别	nnvb	简单鹤		0
男女之分	nnvf	简单鹤		0
男女之间	nnvj	简单鹤		0
男女之事	nnvu	简单鹤		0
能奈我何	nnwh	简单鹤		0
你侬我侬	nnwn	简单鹤		0
腻腻歪歪	nnww	简单鹤		0
那你问我	nnww	简单鹤		0
年年月月	nnyy	简单鹤		0
年年有余	nnyy	简单鹤		0
南浦大桥	npdq	简单鹤		0
涅槃重生	npiu	简单鹤		0
那片蓝天	nplt	简单鹤		0
尿频尿急	npnj	简单鹤		0
你凭什么	npsm	简单鹤		0
你怕什么	npsm	简单鹤		0
南派三叔	npsu	简单鹤		0
那片天空	nptk	简单鹤		0
牛皮纸袋	npvd	简单鹤		0
内皮细胞	npxb	简单鹤		0
南拳北腿	nqbt	简单鹤		0
拿钱办事	nqbu	简单鹤		0
那岂不是	nqbu	简单鹤		0
怒其不争	nqbv	简单鹤		0
镍氢电池	nqdi	简单鹤		0
弄权渎职	nqdv	简单鹤		0
年轻夫妇	nqff	简单鹤		0
你去干掉	nqgd	简单鹤		0
牛气哄哄	nqhh	简单鹤		0
弄清楚了	nqil	简单鹤		0
牛气冲天	nqit	简单鹤		0
年轻老师	nqlu	简单鹤		0
年青力壮	nqlv	简单鹤		0
南拳妈妈	nqmm	简单鹤		0
年轻貌美	nqmm	简单鹤		0
浓情蜜意	nqmy	简单鹤		0
