工人阶级	grjj
蹒跚学步	puxb
清晰明了	qxml
荣宗耀祖	rzyz
天下大同	txdt
生理反应	ulfy
神神经经	uujj
浙江温州	vjwv
至情至性	vqvx
招之即来	vvjl
朝夕与共	vxyg
望风捕影	wfby
无法自拔	wfzb
无后为大	whwd
亡命天涯	wmty
喜大普奔	xdpb
勇不可当	ybkd
言必有中	ybyv
一惊一乍	yjyv
自问自答	zwzd
稍逊一筹	uxyi
窈窕淑女	ytun
命丧黄泉	mshq
自视甚高	zuug
牛刀小试	ndxu
棒打鸳鸯	bdyy
李代桃僵	ldtj
语不惊人	ybjr
海底捞针	hdlv
草蛇灰线	cshx
深恶痛疾	swtj
新来乍到	xlvd
饿虎扑食	ehpu
留恋不舍	llbs
杳无消息	ywxx
酒醉饭饱	jzfb
百转千回	bvqh
大碴子味	dizw
二八佳人	ebjr
毫无音讯	hwyx
超人一等	iryd
举国若狂	jgrk
久经风雨	jjfy
六神不安	luba
老少皆知	lujv
牛毛细雨	nmxy
平庸无奇	pywq
千思万想	qswx
三八大盖	sbdg
四维空间	swkj
捅马蜂窝	tmfw
亭亭如盖	ttrg
投闲置散	txvs
时大时小	udux
文德尔班	wdeb
寤寐思服	wmsf
心腹之交	xfvj
西天取经	xtqj
相视一笑	xuyx
胸无城府	xwif
银妆素裹	yvsg
言无二价	ywej
言叶之庭	yyvt
活色生香	hsux
夺门而出	dmei
无出其右	wiqy
见机行事	jjxu
池鱼之殃	iyvy
不知深浅	bvuq
公报私仇	gbsi
寸有所长	cysi
遥遥在望	yyzw
东歪西倒	dwxd
屡次三番	lcsf
纷纷攘攘	ffrr
囊中取物	nvqw
金鼓齐鸣	jgqm
朝生暮死	vums
存心不良	cxbl
鼎足而三	dzes
保国安民	bgam
倒三角形	dsjx
东想西想	dxxx
繁文缛礼	fwrl
根红苗正	ghmv
好死不死	hsbs
回天无术	htwu
宠爱有加	iayj
出出入入	iirr
春秋大义	iqdy
出言无状	iywv
经此一役	jcyy
江湖义气	jhyq
积弱不振	jrbv
惊喜欲狂	jxyk
麻辣香锅	mlxg
忙中偷闲	mvtx
疲于奔波	pybb
七拐八拐	qgbg
沁园春雪	qyix
身手敏捷	uumj
十手所指	uusv
物超所值	wisv
无欲无求	wywq
小笼包子	xlbz
紫微斗数	zwdu
不知死活	bvsh
梦幻泡影	mhpy
关山阻隔	gszg
没齿不忘	mibw
财经大学	cjdx
此时此地	cucd
电光火石	dghu
多愁多病	didb
大马金刀	dmjd
恩怨情仇	eyqi
缚鸡之力	fjvl
功成名遂	gims
鬼哭神嚎	gkuh
歌台舞榭	gtwx
魂牵梦系	hqmx
出双入对	iurd
成事在天	iuzt
犄角旮旯	jjgl
举止失措	jvuc
口不能言	kbny
口出大言	kidy
恋恋不忘	llbw
魅力四射	mlsu
抛之脑后	pvnh
弱不胜衣	rbuy
三五好友	swhy
咫尺之间	vivj
无时不刻	wubk
细声细气	xuxq
引火自焚	yhzf
永劫不复	yjbf
自远而近	zyej
私相授受	sxuu
挥霍无度	hhwd
少年老成	unli
名闻天下	mwtx
另眼看待	lykd
春花秋月	ihqy
非驴非马	flfm
应答如流	ydrl
骨肉至亲	grvq
油光水滑	yguh
瘦骨如柴	ugri
盘根问底	pgwd
指腹为婚	vfwh
目迷五色	mmws
奥迪双钻	aduz
不足为惧	bzwj
寸草不留	ccbl
大英帝国	dydg
耳聋眼花	elyh
非富即贵	ffjg
非智能机	fvnj
工于心计	gyxj
毫无把握	hwbw
宠辱若惊	irrj
另有所指	lysv
男女不分	nnbf
气冲牛斗	qind
欺善怕恶	qupe
弃之不舍	qvbu
奇闻异事	qwyu
尸骨未寒	ugwh
神头鬼脸	utgl
为人父母	wrfm
万事顺遂	wuus
无颜见人	wyjr
胸腺嘧啶	xxmd
亚当夏娃	ydxw
远走天涯	yzty
最低温度	zdwd
增广贤文	zgxw
百年好合	bnhh
百密一疏	bmys
沸反盈天	ffyt
插翅难飞	iinf
马到功成	mdgi
悬梁刺股	xlcg
光可鉴人	gkjr
天打雷劈	tdlp
福寿康宁	fukn
形销骨立	xxgl
杯觥交错	bgjc
涕泪交流	tljl
近在眉睫	jzmj
水月镜花	syjh
东邪西毒	dxxd
大有不同	dybt
发朋友圈	fpyq
古彩戏法	gcxf
慌手慌脚	huhj
今是昨非	juzf
廉颇老矣	lply
里外夹攻	lwjg
漫无节制	mwjv
妙想天开	mxtk
怒目相对	nmxd
人外有人	rwyr
任性妄为	rxww
日月同辉	ryth
知过能改	vgng
舞枪弄棒	wqnb
又哭又闹	ykyn
纵横四海	zhsh
如此而已	rcey
鸠占鹊巢	jvqi
洞房花烛	dfhv
浮生若梦	furm
哭天抹泪	ktml
涕泪交加	tljj
唾面自干	tmzg
浪迹江湖	ljjh
李广难封	lgnf
出乖露丑	cglc
光风霁月	gfjy
乘热打铁	crdt
白日见鬼	brjg
敝帚千金	bvqj
捕鱼达人	bydr
超尘拔俗	iibs
家败人亡	jbrw
迥乎不同	jhbt
科技公司	kjgs
克尽厥职	kjjv
来历不凡	llbf
厉声厉色	luls
皮里阳秋	plyq
飘然欲仙	pryx
欺君之罪	qjvz
巧笑嫣然	qxyr
忍辱含垢	rrhg
苏菲玛索	sfms
三呼万岁	shws
坦克大战	tkdv
指鸡骂狗	vjmg
珠泪盈眶	vlyk
朝夕相伴	vxxb
无力自拔	wlzb
一来二往	ylew
圆周运动	yvyd
由远而近	yyej
自叹不如	ztbr
摩肩擦踵	mjcz
白云苍狗	bycg
一言兴邦	yyxb
呢喃细语	nnxy
哀哀欲绝	aayj
安枕无忧	avwy
不解人意	bjry
不守妇道	bufd
独步一时	dbyu
点到即止	ddjv
丢魂失魄	dhup
当之有愧	dvyk
翻山倒海	fudh
狐朋狗党	hpgd
化外之民	hwvm
毫无作为	hwzw
唧唧歪歪	jjww
鸡鸣而起	jmeq
乱成一片	liyp
七歪八扭	qwbn
司马青衫	smqu
省博物馆	ubwg
直来直往	vlvw
妄自揣测	wzic
心有独钟	xydv
一板三眼	ybsy
鱼目混杂	ymhz
有头有脑	ytyn
一无所失	ywsu
以怨报怨	yyby
与有荣焉	yyry
走不动路	zbdl
在情在理	zqzl
自始自终	zuzv
人神共愤	rugf
玉树临风	yulf
气味相投	qwxt
不识抬举	butj
驻颜有术	zyys
离合悲欢	lhbh
涕泗横流	tshl
陌路相逢	mlxf
流水行云	lsxy
彼时彼刻	bubk
不早不晚	bzbw
独孤九剑	dgjj
旦夕祸福	dxhf
斐然成章	friv
肱二头肌	getj
霍尔木兹	hemz
韩信点兵	hxdb
急火攻心	jhgx
狼虫虎豹	lihb
迷途羔羊	mtgy
年高望重	ngwv
任其所为	rqsw
荣辱不惊	rrbj
徒乱人意	tlry
山东青岛	udqd
深明事理	umul
五黄六月	whly
威斯康辛	wskx
外酥里嫩	wsln
无心之过	wxvg
贼眉贼眼	zmzy
金鸡独立	jjdl
风吹云散	fiys
荒淫无道	hywd
一字之师	yzzs
阿卡贝拉	akbl
必成大器	bidq
鼻子眼儿	bzye
发聋振聩	flvk
毫不相关	hbxg
长眠不起	imbq
称名道姓	imdx
尽其所能	jqsn
两室一厅	luyt
绵阳中学	myvx
纳兰容若	nlrr
盘根究底	pgjd
贫嘴薄舌	pzbu
雀巢咖啡	qikf
千伶百俐	qlbl
人影幢幢	ryii
神神叨叨	uudd
温暖如春	wnri
心慌气短	xhqd
洗尽铅华	xjqh
泫然泪下	xrlx
异口同音	ykty
闭月羞花	byxh
俄罗斯人	elsr
日常用语	riyy
以己度人	yjdr
香车宝马	xcbm
聚酯纤维	jvxw
一带一路	ydyl
商品流通	uplt
个体经济	gtjj
装机容量	vjrl
花色品种	hspv
阶级敌人	jjdr
劳动保险	ldbx
直属机关	vujg
八中全会	bvqh
东北地区	dbdq
学部委员	xbwy
世卫组织	uwzv
南北对话	nbdh
行政处分	xvif
工业体系	gytx
化学纤维	hxxw
歪理邪说	wlxu
人造纤维	rzxw
爱国同胞	agtb
中央红军	vyhj
上合组织	uhzv
职业高中	vygv
办公会议	bghy
西气东输	xqdu
华南地区	hndq
浦东新区	pdxq
公安部队	gabd
初级阶段	ijjd
北京车站	bjiv
中国移动	vgyd
澎湖列岛	phld
企业法人	qyfr
关塔那摩	gtnm
普法教育	pfjy
中低收入	vdur
西南地区	xndq
专题讨论	vttl
出口创汇	ikih
爬山涉水	puuu
细菌武器	xjwq
武装起义	wvqy
丛山峻岭	csjl
失道寡助	udgv
砥砺奋进	dlfj
革命战争	gmvv
两学一做	lxyz
改革开放	ggkf
农民阶级	nmjj
小康社会	xkuh
金砖国家	jvgj
蔚成风气	wifq
师范院校	ufyx
出以公心	cygx
管理科学	glkx
打黑除恶	dhie
美食博主	mubv
薪火相传	xhxi
填平补齐	tpbq
阿拉山口	aluk
不打自招	bdzv
人民广场	rmgi
政治文明	vvwm
国际法庭	gjft
比学赶帮	bxgb
与邻为善	ylwu
宽敞明亮	kiml
通货紧缩	thjs
玩火自焚	whzf
鱼水深情	yssq
一花独放	yhdf
完全小学	wqxx
有来无回	ylwh
中国台湾	vgtw
替补队员	tbdy
瑞士法郎	rufl
民事权利	muql
除害灭病	ihmb
出国人员	igry
热核武器	rhwq
四大发明	sdfm
固体燃料	gtrl
后发优势	hfyu
晚婚晚育	whwy
网络游戏	wlyx
临时政府	luvf
黄巾起义	hjqy
线上线下	xuxx
由弱到强	yrdq
固定工资	gdgz
文明古国	wmgg
风雨兼程	fyji
自主招生	zvvu
实体经济	utjj
拈轻怕重	nqpv
择优录取	zylq
能者为师	nvwu
以物易物	ywyw
化害为利	hhwl
精神饱满	jubm
厚今薄古	hjbg
领军人物	ljrw
以少胜多	yuud
定性分析	dxfx
群情激愤	qqjf
首脑会议	unhy
小事化了	xuhl
非军事区	fjuq
厚古薄今	hgbj
真金白银	vjby
漆黑一团	qhyt
走乡串户	zxih
不破不立	bpbl
爱国侨胞	agqb
久旱不雨	jhby
敲骨吸髓	qgxs
定向培养	dxpy
连战连捷	lvlj
玻璃纤维	blxw
辩证逻辑	bvlj
辨证论治	bvlv
彩色电视	csdu
联通公司	ltgs
九天揽月	jtly
经营管理	jygl
一九九五	yjjw
亡党亡国	wdwg
死不改悔	sbgh
好高鹜远	hgwy
稀土元素	xtys
因事制宜	yuvy
以观后效	yghx
不可调和	bkth
三权分立	sqfl
中兴通讯	vxtx
壶口瀑布	hkpb
理工农医	lgny
面如死灰	mrsh
贞观之治	vgvv
知识经济	vujj
非死不可	fsbk
天山山脉	tuum
民主政府	mvvf
热核反应	rhfy
支部委员	vbwy
明礼诚信	mlix
富贵在天	fgzt
虎口拔牙	hkby
巴黎和会	blhh
斯琴高娃	sqgw
微分几何	wfjh
胸中无数	xvwu
杀回马枪	uhmq
世界纪录	ujjl
王者荣耀	wvry
意不意外	ybyw
雅各宾派	ygbp
出敌不意	idby
爱国守法	aguf
人民民主	rmmv
领导小组	ldxz
量身定制	ludv
辛丑条约	xity
农业银行	nyyh
希望工程	xwgi
越演越烈	yyyl
多子多福	dzdf
棋高一着	qgyv
长风破浪	ifpl
机动车道	jdid
多措并举	dcbj
齐鲁大地	qldd
大年初四	dnis
老年痴呆	lnid
挟洋自重	xyzv
一汽大众	yqdv
成名成家	cmcj
送旧迎新	sjyx
英姿焕发	yzhf
八七会议	bqhy
蒙古高原	mggy
转亏为盈	vkwy
情景交融	qjjr
金无足赤	jwzi
消失无踪	xuwz
当牛作马	dnzm
初级小学	ijxx
执政兴国	vvxg
百废待举	bfdj
槁木死灰	gmsh
坚船利炮	jilp
蓝田猿人	ltyr
上流社会	uluh
世事无常	uuwi
啧有烦言	zyfy
参赛队员	csdy
屡战屡胜	lvlu
网瘾少年	wyun
有失偏颇	yupp
下自成蹊	xzix
百花争妍	bhzy
排兵布阵	pbbv
自食恶果	zueg
京张铁路	jvtl
有增有减	yzyj
泥足巨人	nzjr
死不甘心	sbgx
阴转多云	yvdy
从何谈起	chtq
流动资产	ldzi
死不悔改	sbhg
量才录用	lcly
民主运动	mvyd
三会一课	shyk
扎克伯格	vkbg
正义战争	vyvv
铮铮铁骨	vvtg
东挪西借	dnxj
封建制度	fjvd
固本培元	gbpy
三个代表	sgdb
不思悔改	bshg
年过古稀	nggx
亲力亲为	qlqw
天工开物	tgkw
违者必究	wvbj
文字改革	wzgg
从那之后	cnvh
发展国家	fvgj
毫无人性	hwrx
欺上压下	quyx
照搬照套	vbvt
胸怀天下	xhtx
传经送宝	ijsb
后人乘凉	hril
穿街走巷	ijzx
九阳神功	jyug
没关系的	mgxd
突击队员	tjdy
矢口抵赖	ukdl
车毁人亡	ihrw
来样加工	lyjg
亿万富翁	ywfw
必然规律	brgl
货币资本	hbzb
绝对零度	jdld
牟取私利	mqsl
有名有利	ymyl
一元复始	yyfs
决胜千里	juql
惊疑不定	jybd
亢龙有悔	klyh
罗辑思维	ljsw
顺势而为	uuew
影子内阁	yzng
万古流芳	wglf
绝路逢生	jlfs
当面一套	dmyt
各怀鬼胎	ghgt
高位截瘫	gwjt
民计民生	mjmu
刑事诉讼	xuss
误打误撞	wdwv
人亡政息	rwvx
结婚生子	jhuz
勠力同心	lltx
人海战术	rhvu
时冷时热	ulur
折戟沉沙	vjiu
相向而行	xxex
一得之功	ydvg
饭前饭后	fqfh
高低贵贱	gdgj
惩腐倡廉	ifil
猛冲猛打	mimd
人财两旺	rclw
四大名著	sdmv
仰人鼻息	yrbx
求才若渴	qcrk
旧调重弹	jdit
眼明心亮	ymxl
餐风宿露	cfsl
奉陪到底	fpdd
超级大脑	ijdn
老有所依	lysy
强强联手	qqlu
王婆卖瓜	wpmg
摇曳不定	yybd
增砖添瓦	zvtw
密锣紧鼓	mljg
云谲波诡	yjbg
包医百病	bybb
喘息之机	ixvj
宽严相济	kyxj
无章可循	wvkx
心如火燎	xrhl
鱼水之情	yuvq
黏黏糊糊	nnhh
一念至此	ynvc
择优汰劣	zytl
养痈遗患	yyyh
桃李不言	tlby
沉心静气	ixjq
东方明珠	dfmv
大驾光临	djgl
飞砂走石	fuzu
甘油三酯	gysv
工业学校	gyxx
和谐共处	hxgi
权欲熏心	qyxx
破竹之势	pvvu
苦辣酸甜	klst
王不留行	wblx
无辣不欢	wlbh
委屈巴巴	wqbb
因纽特人	yntr
损人害己	srhj
鼎足而立	dzel
茶马古道	imgd
平均收入	pjur
土木建筑	tmjv
刑讯逼供	xxbg
鱼跃龙门	yylm
雷鸣电闪	lmdu
泌尿系统	mnxt
贸易协定	myxd
平民百姓	pmbx
拼音文字	pywz
浅显易懂	qxyd
授人以渔	uryy
十万大山	uwdu
张弛有度	viyd
召之即来	vvjl
望女成凤	wnif
一箭三雕	yjsd
亲痛仇快	qtik
高市早苗	guzm
举国之力	jgvl
量身定做	ludz
维新变法	wxbf
聪明智慧	cmvh
脱缰之马	tjvm
短小精干	dxjg
辩证唯物	bvww
毫发无伤	hfwu
劳动工具	ldgj
弄权渎职	nqdv
评功摆好	pgbh
通用电气	tydq
用不了了	ybll
扬汤止沸	ytvf
口传心授	kixu
其实难副	qunf
会心一笑	hxyx
没心没肺	mxmf
柔若无骨	rrwg
社会组织	uhzv
指路明灯	vlmd
维新运动	wxyd
敬老尊贤	jlzx
大放悲声	dfbu
半明半暗	bmba
服务中心	fwvx
还珠格格	hvgg
互为因果	hwyg
抽象主义	ixvy
抠脚大汉	kjdh
上证综指	uvzv
网络文学	wlwx
首善之区	uuvq
习焉不察	xybi
偏信则暗	pxza
酒囊饭袋	jnfd
才德兼备	cdjb
暗自得意	azdy
惊为天人	jwtr
驴肉火烧	lrhu
恰逢其时	qfqu
献言献策	xyxc
雅鲁藏布	ylcb
杨门女将	ymnj
富国强民	fgqm
含血喷人	hxpr
百问不烦	bwbf
美军基地	mjjd
群众关系	qvgx
头孢菌素	tbjs
嗜酒如命	ujrm
胸怀壮志	xhvv
寻衅闹事	xxnu
意乱情迷	ylqm
烫手山芋	tuuy
不惜工本	bxgb
日落西山	rlxu
人模狗样	rmgy
交口赞誉	jkzy
仙山琼阁	xsqg
凹凹凸凸	aatt
北京现代	bjxd
次贷危机	cdwj
烘云托月	hyty
惊天逆转	jtnv
抗日联军	krlj
马虎大意	mhdy
脑下垂体	nxit
齐鲁医院	qlyy
七言八语	qyby
三管齐下	sgqx
踏步不前	tbbq
天外来客	twlk
心胆俱裂	xdjl
鲜有人知	xyrv
洋务运动	ywyd
罪恶昭彰	zevv
师出无名	uiwm
偏安一隅	payy
岁岁平安	sspa
无头无尾	wtww
凤凰涅槃	fhnp
非赢利性	fylx
花容失色	hrus
宽衣解带	kyjd
乐见其成	ljqi
劣迹昭著	ljvv
吕氏春秋	luiq
人机对话	rjdh
望闻问切	wwwq
勤学好问	qxhw
略高一筹	lgyi
鼎足之势	dzvu
瞒上欺下	muqx
比翼高飞	bygf
会心一击	hxyj
查漏补缺	ilbq
谋杀亲夫	muqf
千古一帝	qgyd
勤学善思	qxus
缩头乌龟	stwg
五洋捉鳖	wyvb
嫌疑人员	xyry
游龙戏凤	ylxf
波澜起伏	blqf
闻者足戒	wvzj
昏天暗地	htad
坐怀不乱	zhbl
背后一套	bhyt
登鹳雀楼	dgql
方寸大乱	fcdl
化繁为简	hfwj
基尼系数	jnxu
亲子游戏	qzyx
山东济南	udjn
十字花科	uzhk
化零为整	hlwv
内外夹攻	nwjg
聚少成多	jscd
国际米兰	gjml
敢想敢干	gxgg
经济核算	jjhs
久仰久仰	jyjy
买一送一	mysy
帽子戏法	mzxf
轻拿轻放	qnqf
抢七大战	qqdv
中国制造	vgvz
腰肌劳损	yjls
打得火热	ddhr
殷鉴不远	yjby
好整以暇	hvyx
餐风饮露	cfyl
包工包料	bgbl
灿若星辰	crxi
二十四点	eusd
个体经营	gtjy
工商银行	guyh
四目相对	smxd
兔起鹘落	tqgl
以产定销	yidx
东挪西凑	dnxc
文人相轻	wrxq
黄口小儿	hkxe
不明其意	bmqy
保外就医	bwjy
存取款机	cqkj
剁椒鱼头	djyt
封建割据	fjgj
鬼气森森	gqss
古田会议	gthy
绝对温度	jdwd
疾风劲草	jfjc
旷古未闻	kgww
平均利润	pjlr
千古流传	qgli
情深意浓	quyn
天猫超市	tmiu
事出意外	uiyw
深水炸弹	uuvd
智能手机	vnuj
有轻有重	yqyv
走错片场	zcpi
封官许愿	fgxy
公正廉明	gzlm
装傻充愣	vuil
朗朗乾坤	llqk
机毁人亡	jhrw
立定跳远	ldty
泥足深陷	nzux
窃国大盗	qgdd
蜀道之难	udvn
整存零取	vclq
玩弄诡计	wngj
研发公司	yfgs
英勇不屈	yybq
色胆包天	sdbt
茕茕孑立	qqjl
滴水成河	dsch
名山胜水	msss
串亲访友	iqfy
博采众议	bcvy
嚣张一时	xzys
山鸣谷应	smgy
不善言谈	buyt
反清复明	fqfm
复种指数	fvvu
好久不见	hjbj
湖南卫视	hnwu
和平分手	hpfu
肩不能挑	jbnt
劳而不获	lebh
人民解放	rmjf
人心险恶	rxxe
生男生女	unun
五行生克	wxuk
黄袍加身	hpju
万应灵药	wyly
冰封雪裹	bfxg
哔哩哔哩	blbl
不情不愿	bqby
胳膊肘儿	gbve
各领风骚	glfs
敢想敢为	gxgw
好人好梦	hrhm
君子报仇	jzbi
满天花雨	mthy
七颠八倒	qdbd
七荤八素	qhbs
闪避不及	ubbj
无可指摘	wkvv
以劣充优	yliy
自导自演	zdzy
毫不讳言	hbhy
分外妖娆	fwyr
毛将焉附	mjyf
孤军深入	gjur
爱国运动	agyd
报国无门	bgwm
半开玩笑	bkwx
对外公开	dwgk
大一新生	dyxu
电子伏特	dzft
降本增效	jbzx
急人所急	jrsj
开门见喜	kmjx
跨洋过海	kygh
流传千古	liqg
流金岁月	ljsy
明抢暗偷	mqat
泡沫经济	pmjj
勤俭朴素	qjpo
群雄并起	qxbq
重信守诺	vxun
无言可答	wykd
新冠肺炎	xgfy
先进分子	xjfz
溢彩流光	yclg
血光之灾	xgvz
繁荣兴旺	frxw
大头小尾	dtxw
物阜民丰	wfmf
改弦易张	gxyz
小人得志	xrdv
拒人千里	jrql
不得民心	bdmx
不可方物	bkfw
本小利大	bxld
东借西凑	djxc
甘油三脂	gysv
常来常往	iliw
交通枢纽	jtun
口传身授	kiuu
老弱妇孺	lrfr
名扬中外	myvw
千古流芳	qglf
奇经八脉	qjbm
倾心尽力	qxjl
十年内乱	unnl
正镶白旗	vxbq
争妍斗丽	vydl
携笔从戎	xbcr
小而言之	xeyv
一次会议	ychy
有借有还	yjyh
以礼待人	yldr
有死无生	yswu
议论风生	ylfu
家贫如洗	jprx
徒托空言	ttky
安卓手机	avuj
本来面貌	blmm
大费周章	dfvv
大男大女	dndn
地主富农	dvfn
国家公园	gjgy
根正苗红	gvmh
后发先至	hfxv
见神见鬼	jujg
见招拆招	jviv
跨海大桥	khdq
立方毫米	lfhm
名震天下	mvtx
南海诸岛	nhvd
全民所有	qmsy
情同骨肉	qtgr
四川航空	sihk
执行主任	vxvr
畏敌如虎	wdrh
物理性质	wlxv
万木争荣	wmvr
心生一计	xuyj
言行举止	yxjv
越野赛跑	yysp
载人飞船	zrfi
半丝半缕	bsbl
锦绣山河	jxsh
明德惟馨	mdwx
奇技淫巧	qjyq
海阔天高	hktg
瞎子摸鱼	xzmy
言出法随	yifs
彪炳千古	bbqg
不务空名	bwkm
独夫民贼	dfmz
大脑皮层	dnpc
答疑解惑	dyjh
而不至于	ebvy
高丽棒子	glbz
各有利弊	gylb
浩渺无垠	hmwy
解放运动	jfyd
旧恨新仇	jhxi
锦衣华服	jyhf
葵花宝典	khbd
困惑不解	khbj
空军基地	kjjd
酸甜可口	stkk
少生优生	uuyu
政策方针	vcfv
五迷三道	wmsd
先天八卦	xtbg
一炮打响	ypdx
因人废言	yrfy
造化弄人	zhnr
卖官鬻爵	mgyj
协力同心	xltx
年老色衰	nlsu
白浪滔天	bltt
少安毋躁	uawz
铁马金戈	tmjg
北大青鸟	bdqn
不近女色	bjns
本田圭佑	btgy
比武招亲	bwvq
达官显贵	dgxg
刚果盆地	ggpd
革命运动	gmyd
高速铁路	gstl
黄金时段	hjud
踔厉风发	ilff
畅所欲为	isyw
金刚芭比	jgbb
今古奇观	jgqg
绝子绝孙	jzjs
南天一柱	ntyv
普惠金融	phjr
欺师灭祖	qumz
如假包换	rjbh
天姿国色	tzgs
首开先河	ukxh
使人昭昭	urvv
至死不悟	vsbw
下马看花	xmkh
线性规划	xxgh
以暴制暴	ybvb
幼发拉底	yfld
用非所长	yfsi
醉翁之意	zwvy
罪行累累	zxll
只此一家	vcyj
同气连枝	tqlv
名缰利锁	mjls
餐风露宿	cfls
仁义之师	ryvu
不孚众望	bfvw
骚人墨客	srmk
安塞腰鼓	asyg
悲悲戚戚	bbqq
背乡离井	bxlj
本小利微	bxlw
弹不虚发	dbxf
大美人儿	dmre
反独促统	fdct
各司其事	gsqu
聚少离多	juld
拉马努金	lmnj
溯本求源	sbqy
深入民心	urmx
山外有山	uwyu
治国理政	vglv
主任科员	vrky
新加坡人	xjpr
希区柯克	xqkk
轩辕黄帝	xyhd
由低到高	yddg
以权代法	yqdf
鱼水之欢	yuvh
以一敌三	yyds
爷爷奶奶	yynn
自负其责	zfqz
口不择言	kbzy
闲云野鹤	xyyh
只见树木	vjum
用其所长	yqsi
大权旁落	dqpl
杳无踪迹	ywzj
图穷匕见	tqbj
宵衣旰食	xygs
人来客往	rlkw
朝乾夕惕	zqxt
白白嫩嫩	bbnn
避而不见	bebj
保留节目	bljm
猜中有奖	cvyj
打错算盘	dcsp
非处方药	fify
吃香喝辣	ixhl
鉴貌辨色	jmbs
明来暗往	mlaw
捻军起义	njqy
群雄争霸	qxvb
日夜颠倒	rydd
三味书屋	swuw
推涛作浪	ttzl
太阳眼镜	tyyj
生产过程	uigi
世界和平	ujhp
昼长夜短	viyd
忠心赤胆	vxid
稳中带皮	wvdp
歇一会儿	xyhe
罪过罪过	zgzg
公平交易	gpjy
夙夜在公	syzg
一叶知秋	yyvq
敬业乐群	jylq
料峭春寒	lqch
仆仆风尘	ppfi
贿赂公行	hlgx
存亡绝续	cwjx
安家置业	ajvy
把持不定	bibd
大发脾气	dfpq
大干快上	dgku
淡然一笑	dryx
国富民穷	gfmq
港台地区	gtdq
花街柳巷	hjlx
后门进虎	hmjh
婚生子女	huzn
蠢头蠢脑	itin
垂涎已久	ixyj
军事工业	jugy
金鹰卡通	jykt
机缘巧合	jyqh
开明人士	kmru
女性主义	nxvy
去不了了	qbll
全权负责	qqfz
似模似样	smsy
势大力沉	udli
胜利广场	ulgi
省委员会	uwyh
未解之谜	wjvm
万马千军	wmqj
危险系数	wxxu
小材大用	xcdy
一府两院	yfly
一决高下	yjgx
一骑绝尘	yjji
有容乃大	yrnd
阅文集团	ywjt
自讨无趣	ztwq
共商国是	gsgs
无远弗届	wyfj
小鸟依人	xnyr
四海为家	shwj
一挥而就	yhej
浓妆淡抹	nvdm
熔于一炉	ryyl
饱经风雨	bjfy
力所不逮	lsbd
龙盘虎踞	lphj
柳绿花红	llhh
安步当车	abdi
纡尊降贵	yzjg
春风雨露	cfyl
万应灵丹	wyld
残暴不仁	cbbr
改过迁善	ggqs
渔人之利	yrzl
百病缠身	bbiu
不可计数	bkju
背山面水	bumu
大辩若讷	dbrn
大吼大叫	dhdj
耳鼻咽喉	ebyh
法不容情	fbrq
公公婆婆	ggpp
光明灿烂	gmcl
挥斥方遒	hifq
忽明忽灭	hmhm
红山文化	huwh
金风玉露	jfyl
摩擦生热	mcur
莫逆于心	mnyx
没上没下	mumx
平反昭雪	pfvx
皮质激素	pvjs
人不为己	rbwj
说不出口	ubik
擢发难数	vfnu
整装待命	vvdm
寻根溯源	xgsy
行若无事	xrwu
学思践悟	xsjw
以和为贵	yhwg
有价无市	yjwu
亚欧大陆	yodl
一战成名	yvim
舟车劳顿	vild
富甲一方	fjyf
勤能补拙	qnbv
一柱擎天	yvqt
马放南山	mfns
片甲不留	pjbl
争前恐后	vqkh
吉凶祸福	jxhf
贪小失大	txud
犯上作乱	fuzl
炼石补天	lubt
竭忠尽智	jvjv
白费口舌	bfku
不解风情	bjfq
不怒自威	bnzw
不言而信	byex
错失良机	culj
东风化雨	dfhy
盗梦空间	dmkj
定性处理	dxil
鄂霍次克	ehck
复变函数	fbhu
反法西斯	ffxs
固定电话	gddh
触目可及	imkj
奸夫淫妇	jfyf
旧仇新恨	jixh
金石可镂	jukl
凯旋而归	kxeg
可以燎原	kyly
劳动教养	ldjy
来路不正	llbv
理论力学	lllx
慢工细活	mgxh
谋篇布局	mpbj
目眦欲裂	mzyl
