汉字	拼音	已分配频率	其中历史单字裁决	该字待分配频率	该字原始总频	状态
胎	tai	2470	0	0	2470	有已分配证据；仍须结合待分配量
胖	pan	0	0	1235	2272	未观测到分配证据；不等于实际零频
胖	pang	1037	0	1235	2272	有已分配证据；仍须结合待分配量
胗	zhen	2	0	0	2	有已分配证据；仍须结合待分配量
胙	zuo	0	0	0	0	未观测到分配证据；不等于实际零频
胚	pei	99	0	0	99	有已分配证据；仍须结合待分配量
胛	jia	26	0	0	26	有已分配证据；仍须结合待分配量
胜	sheng	6510	0	2	6512	有已分配证据；仍须结合待分配量
胝	zhi	6	0	0	6	有已分配证据；仍须结合待分配量
胞	bao	1652	0	23	1675	有已分配证据；仍须结合待分配量
胠	qu	0	0	0	0	未观测到分配证据；不等于实际零频
胡	hu	5698	0	89	5787	有已分配证据；仍须结合待分配量
胣	chi	0	0	0	0	未观测到分配证据；不等于实际零频
胤	yin	0	0	7	7	未观测到分配证据；不等于实际零频
胥	xu	6	0	0	6	有已分配证据；仍须结合待分配量
胧	long	51	0	21	72	有已分配证据；仍须结合待分配量
胨	dong	0	0	0	0	未观测到分配证据；不等于实际零频
胩	ka	0	0	0	0	未观测到分配证据；不等于实际零频
胪	lu	0	0	0	0	未观测到分配证据；不等于实际零频
胫	jing	51	0	0	51	有已分配证据；仍须结合待分配量
胬	nu	0	0	0	0	未观测到分配证据；不等于实际零频
胭	yan	15	0	0	15	有已分配证据；仍须结合待分配量
胯	kua	70	0	0	70	有已分配证据；仍须结合待分配量
胰	yi	170	0	0	170	有已分配证据；仍须结合待分配量
胱	guang	69	0	1	70	有已分配证据；仍须结合待分配量
胲	hai	0	0	0	0	未观测到分配证据；不等于实际零频
胳	ge	918	4	38	956	有已分配证据；仍须结合待分配量
胴	dong	12	0	0	12	有已分配证据；仍须结合待分配量
胶	jiao	1505	0	13	1518	有已分配证据；仍须结合待分配量
胸	xiong	3264	0	0	3264	有已分配证据；仍须结合待分配量
胺	an	154	0	12	166	有已分配证据；仍须结合待分配量
胼	pian	6	0	0	6	有已分配证据；仍须结合待分配量
能	neng	241589	0	28	241617	有已分配证据；仍须结合待分配量
脂	zhi	694	0	0	694	有已分配证据；仍须结合待分配量
脆	cui	1437	0	0	1437	有已分配证据；仍须结合待分配量
脉	mai	1498	132	243	1757	有已分配证据；仍须结合待分配量
脉	mo	16	0	243	1757	有已分配证据；仍须结合待分配量
脊	ji	560	0	0	560	有已分配证据；仍须结合待分配量
脍	kuai	5	0	0	5	有已分配证据；仍须结合待分配量
脎	sa	0	0	0	0	未观测到分配证据；不等于实际零频
脏	zang	5784	0	9	5793	有已分配证据；仍须结合待分配量
脐	qi	170	0	0	170	有已分配证据；仍须结合待分配量
脑	nao	13921	0	13	13934	有已分配证据；仍须结合待分配量
脒	mi	0	0	0	0	未观测到分配证据；不等于实际零频
脓	nong	134	0	0	134	有已分配证据；仍须结合待分配量
脔	luan	4	0	0	4	有已分配证据；仍须结合待分配量
脖	bo	1305	0	25	1330	有已分配证据；仍须结合待分配量
脘	wan	0	0	0	0	未观测到分配证据；不等于实际零频
脚	jiao	7284	3836	170	7454	有已分配证据；仍须结合待分配量
脞	cuo	0	0	0	0	未观测到分配证据；不等于实际零频
脟	lie	0	0	0	0	未观测到分配证据；不等于实际零频
脩	xiu	0	0	0	0	未观测到分配证据；不等于实际零频
脬	pao	0	0	0	0	未观测到分配证据；不等于实际零频
脯	fu	5	0	12	93	有已分配证据；仍须结合待分配量
脯	pu	76	0	12	93	有已分配证据；仍须结合待分配量
脱	tuo	7945	0	0	7945	有已分配证据；仍须结合待分配量
脲	niao	1	0	0	1	有已分配证据；仍须结合待分配量
脶	luo	0	0	0	0	未观测到分配证据；不等于实际零频
脸	lian	9317	0	33	9350	有已分配证据；仍须结合待分配量
脾	pi	1026	0	0	1026	有已分配证据；仍须结合待分配量
脿	biao	0	0	0	0	未观测到分配证据；不等于实际零频
腆	tian	37	0	0	37	有已分配证据；仍须结合待分配量
腈	jing	4	0	0	4	有已分配证据；仍须结合待分配量
腊	la	894	29	106	1000	有已分配证据；仍须结合待分配量
腋	ye	85	0	0	85	有已分配证据；仍须结合待分配量
腌	a	0	0	152	159	未观测到分配证据；不等于实际零频
腌	yan	7	0	152	159	有已分配证据；仍须结合待分配量
腐	fu	1209	0	0	1209	有已分配证据；仍须结合待分配量
腑	fu	52	0	0	52	有已分配证据；仍须结合待分配量
腒	ju	0	0	0	0	未观测到分配证据；不等于实际零频
腓	fei	126	0	2	128	有已分配证据；仍须结合待分配量
腔	qiang	996	0	0	996	有已分配证据；仍须结合待分配量
腕	wan	620	0	4	624	有已分配证据；仍须结合待分配量
腘	guo	0	0	2	2	未观测到分配证据；不等于实际零频
腙	zong	0	0	0	0	未观测到分配证据；不等于实际零频
腚	ding	2	0	0	2	有已分配证据；仍须结合待分配量
腠	cou	0	0	0	0	未观测到分配证据；不等于实际零频
腥	xing	372	0	0	372	有已分配证据；仍须结合待分配量
腧	shu	0	0	0	0	未观测到分配证据；不等于实际零频
腨	shuan	0	0	0	0	未观测到分配证据；不等于实际零频
腩	nan	0	0	0	0	未观测到分配证据；不等于实际零频
腭	e	12	0	0	12	有已分配证据；仍须结合待分配量
腮	sai	76	0	0	76	有已分配证据；仍须结合待分配量
腯	tu	0	0	0	0	未观测到分配证据；不等于实际零频
腰	yao	1198	0	0	1198	有已分配证据；仍须结合待分配量
腱	jian	53	0	1	54	有已分配证据；仍须结合待分配量
腴	yu	9	0	0	9	有已分配证据；仍须结合待分配量
腹	fu	873	0	0	873	有已分配证据；仍须结合待分配量
腺	xian	609	0	0	609	有已分配证据；仍须结合待分配量
腻	ni	295	0	0	295	有已分配证据；仍须结合待分配量
腼	mian	35	0	0	35	有已分配证据；仍须结合待分配量
腽	wa	0	0	0	0	未观测到分配证据；不等于实际零频
腾	teng	1045	0	38	1083	有已分配证据；仍须结合待分配量
腿	tui	4983	0	0	4983	有已分配证据；仍须结合待分配量
膀	bang	1195	0	10	1274	有已分配证据；仍须结合待分配量
膀	pang	69	0	10	1274	有已分配证据；仍须结合待分配量
膂	lv	0	0	0	0	未观测到分配证据；不等于实际零频
膈	ge	25	0	0	25	有已分配证据；仍须结合待分配量
膊	bo	872	0	39	911	有已分配证据；仍须结合待分配量
膏	gao	733	0	1	734	有已分配证据；仍须结合待分配量
膑	bin	1	0	0	1	有已分配证据；仍须结合待分配量
膘	biao	18	0	0	18	有已分配证据；仍须结合待分配量
膙	jiang	0	0	0	0	未观测到分配证据；不等于实际零频
膛	tang	502	0	0	502	有已分配证据；仍须结合待分配量
膜	mo	632	0	30	662	有已分配证据；仍须结合待分配量
膝	xi	992	0	37	1029	有已分配证据；仍须结合待分配量
膦	lin	3	0	0	3	有已分配证据；仍须结合待分配量
膨	peng	156	0	3	159	有已分配证据；仍须结合待分配量
膳	shan	63	0	0	63	有已分配证据；仍须结合待分配量
膺	ying	10	0	0	10	有已分配证据；仍须结合待分配量
膻	dan	0	0	0	0	未观测到分配证据；不等于实际零频
膻	shan	0	0	0	0	未观测到分配证据；不等于实际零频
臀	tun	549	0	0	549	有已分配证据；仍须结合待分配量
臂	bei	26	0	190	1487	有已分配证据；仍须结合待分配量
臂	bi	1271	0	190	1487	有已分配证据；仍须结合待分配量
臃	yong	23	0	0	23	有已分配证据；仍须结合待分配量
臆	yi	60	0	0	60	有已分配证据；仍须结合待分配量
臊	sao	53	0	0	53	有已分配证据；仍须结合待分配量
臌	gu	0	0	0	0	未观测到分配证据；不等于实际零频
臑	nao	0	0	0	0	未观测到分配证据；不等于实际零频
臜	za	0	0	0	0	未观测到分配证据；不等于实际零频
臣	chen	456	0	11	467	有已分配证据；仍须结合待分配量
臧	zang	0	0	0	0	未观测到分配证据；不等于实际零频
自	zi	98613	0	85	98698	有已分配证据；仍须结合待分配量
臬	nie	0	0	0	0	未观测到分配证据；不等于实际零频
臭	chou	757	0	2649	3448	有已分配证据；仍须结合待分配量
臭	xiu	42	0	2649	3448	有已分配证据；仍须结合待分配量
至	zhi	18361	0	33	18394	有已分配证据；仍须结合待分配量
致	zhi	6197	0	2	6199	有已分配证据；仍须结合待分配量
臻	zhen	20	0	0	20	有已分配证据；仍须结合待分配量
臼	jiu	85	0	0	85	有已分配证据；仍须结合待分配量
臾	yu	1	0	0	1	有已分配证据；仍须结合待分配量
舀	yao	32	0	0	32	有已分配证据；仍须结合待分配量
舁	yu	0	0	0	0	未观测到分配证据；不等于实际零频
舂	chong	0	0	0	0	未观测到分配证据；不等于实际零频
舄	xi	0	0	0	0	未观测到分配证据；不等于实际零频
舅	jiu	585	0	0	585	有已分配证据；仍须结合待分配量
舆	yu	75	0	0	75	有已分配证据；仍须结合待分配量
舌	she	1448	0	34	1482	有已分配证据；仍须结合待分配量
舍	she	1441	0	41	1482	有已分配证据；仍须结合待分配量
舐	shi	19	0	0	19	有已分配证据；仍须结合待分配量
舒	shu	3566	0	69	3635	有已分配证据；仍须结合待分配量
舔	tian	669	0	0	669	有已分配证据；仍须结合待分配量
舛	chuan	2	0	0	2	有已分配证据；仍须结合待分配量
舜	shun	10	0	0	10	有已分配证据；仍须结合待分配量
舞	wu	22825	0	7	22832	有已分配证据；仍须结合待分配量
舟	zhou	320	0	1	321	有已分配证据；仍须结合待分配量
舠	dao	0	0	0	0	未观测到分配证据；不等于实际零频
舢	shan	4	0	0	4	有已分配证据；仍须结合待分配量
舣	yi	0	0	0	0	未观测到分配证据；不等于实际零频
舥	pa	0	0	0	0	未观测到分配证据；不等于实际零频
航	hang	3991	0	0	3991	有已分配证据；仍须结合待分配量
舫	fang	0	0	0	0	未观测到分配证据；不等于实际零频
般	ban	4576	1526	35	4611	有已分配证据；仍须结合待分配量
舭	bi	0	0	0	0	未观测到分配证据；不等于实际零频
舯	zhong	0	0	0	0	未观测到分配证据；不等于实际零频
舰	jian	1407	0	0	1407	有已分配证据；仍须结合待分配量
舱	cang	1177	0	15	1192	有已分配证据；仍须结合待分配量
舲	ling	0	0	0	0	未观测到分配证据；不等于实际零频
舳	zhu	0	0	0	0	未观测到分配证据；不等于实际零频
舴	ze	0	0	0	0	未观测到分配证据；不等于实际零频
舵	duo	165	109	17	182	有已分配证据；仍须结合待分配量
舶	bo	9	0	0	9	有已分配证据；仍须结合待分配量
舷	xian	143	0	0	143	有已分配证据；仍须结合待分配量
舸	ge	0	0	0	0	未观测到分配证据；不等于实际零频
船	chuan	9977	0	2	9979	有已分配证据；仍须结合待分配量
舻	lu	0	0	0	0	未观测到分配证据；不等于实际零频
舾	xi	0	0	0	0	未观测到分配证据；不等于实际零频
艄	shao	1	0	0	1	有已分配证据；仍须结合待分配量
艅	yu	0	0	0	0	未观测到分配证据；不等于实际零频
艇	ting	1106	0	4	1110	有已分配证据；仍须结合待分配量
艉	wei	1	0	0	1	有已分配证据；仍须结合待分配量
艋	meng	0	0	0	0	未观测到分配证据；不等于实际零频
艎	huang	0	0	0	0	未观测到分配证据；不等于实际零频
艏	shou	0	0	0	0	未观测到分配证据；不等于实际零频
艘	sou	1462	0	0	1462	有已分配证据；仍须结合待分配量
艚	cao	0	0	0	0	未观测到分配证据；不等于实际零频
艟	chong	0	0	0	0	未观测到分配证据；不等于实际零频
艨	meng	0	0	0	0	未观测到分配证据；不等于实际零频
艮	gen	51	0	0	51	有已分配证据；仍须结合待分配量
良	liang	3043	0	2	3045	有已分配证据；仍须结合待分配量
艰	jian	1633	0	0	1633	有已分配证据；仍须结合待分配量
色	se	21374	843	233	21624	有已分配证据；仍须结合待分配量
色	shai	17	0	233	21624	有已分配证据；仍须结合待分配量
艳	yan	661	0	2	663	有已分配证据；仍须结合待分配量
艴	bo	0	0	0	0	未观测到分配证据；不等于实际零频
艺	yi	4266	0	124	4390	有已分配证据；仍须结合待分配量
艽	jiao	0	0	0	0	未观测到分配证据；不等于实际零频
艾	ai	2500	0	6077	8577	有已分配证据；仍须结合待分配量
艾	yi	0	0	6077	8577	未观测到分配证据；不等于实际零频
艿	nai	0	0	0	0	未观测到分配证据；不等于实际零频
节	jie	17276	0	101	17377	有已分配证据；仍须结合待分配量
芃	peng	0	0	0	0	未观测到分配证据；不等于实际零频
芄	wan	0	0	0	0	未观测到分配证据；不等于实际零频
芈	mi	0	0	0	0	未观测到分配证据；不等于实际零频
芊	qian	0	0	0	0	未观测到分配证据；不等于实际零频
芋	yu	79	0	0	79	有已分配证据；仍须结合待分配量
芍	shao	0	0	0	0	未观测到分配证据；不等于实际零频
芎	xiong	0	0	0	0	未观测到分配证据；不等于实际零频
芏	du	0	0	0	0	未观测到分配证据；不等于实际零频
芑	qi	0	0	0	0	未观测到分配证据；不等于实际零频
芒	mang	466	53	25	491	有已分配证据；仍须结合待分配量
芗	xiang	0	0	0	0	未观测到分配证据；不等于实际零频
芘	bi	0	0	0	0	未观测到分配证据；不等于实际零频
芙	fu	822	0	186	1008	有已分配证据；仍须结合待分配量
芜	wu	58	0	0	58	有已分配证据；仍须结合待分配量
芝	zhi	1313	0	29	1342	有已分配证据；仍须结合待分配量
芟	shan	0	0	0	0	未观测到分配证据；不等于实际零频
芠	wen	0	0	0	0	未观测到分配证据；不等于实际零频
芡	qian	0	0	0	0	未观测到分配证据；不等于实际零频
芣	fu	0	0	0	0	未观测到分配证据；不等于实际零频
芤	kou	0	0	0	0	未观测到分配证据；不等于实际零频
芥	gai	0	0	40	227	未观测到分配证据；不等于实际零频
芥	jie	187	0	40	227	有已分配证据；仍须结合待分配量
芦	lu	143	0	0	143	有已分配证据；仍须结合待分配量
芨	ji	0	0	0	0	未观测到分配证据；不等于实际零频
芩	qin	0	0	0	0	未观测到分配证据；不等于实际零频
芪	qi	0	0	0	0	未观测到分配证据；不等于实际零频
芫	yan	0	0	11	11	未观测到分配证据；不等于实际零频
芫	yuan	0	0	11	11	未观测到分配证据；不等于实际零频
芬	fen	1486	0	379	1865	有已分配证据；仍须结合待分配量
芭	ba	1482	0	102	1584	有已分配证据；仍须结合待分配量
芮	rui	173	0	18	191	有已分配证据；仍须结合待分配量
芯	xin	505	0	0	505	有已分配证据；仍须结合待分配量
芰	ji	0	0	0	0	未观测到分配证据；不等于实际零频
花	hua	17319	0	60	17379	有已分配证据；仍须结合待分配量
芳	fang	287	0	2	289	有已分配证据；仍须结合待分配量
芴	wu	0	0	0	0	未观测到分配证据；不等于实际零频
芷	zhi	1	0	0	1	有已分配证据；仍须结合待分配量
芸	yun	42	0	1	43	有已分配证据；仍须结合待分配量
芹	qin	64	0	0	64	有已分配证据；仍须结合待分配量
芼	mao	0	0	0	0	未观测到分配证据；不等于实际零频
芽	ya	235	0	0	235	有已分配证据；仍须结合待分配量
芾	fei	0	0	0	0	未观测到分配证据；不等于实际零频
芾	fu	0	0	0	0	未观测到分配证据；不等于实际零频
苁	cong	0	0	0	0	未观测到分配证据；不等于实际零频
苄	bian	0	0	0	0	未观测到分配证据；不等于实际零频
苇	wei	55	0	0	55	有已分配证据；仍须结合待分配量
