行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
74926	吉米卡茨	1	ji2 mi3 ka3/qia3 ci2	jimikaci				待分配	证据不足或仍冲突；待分配	
74928	吉米塞诺	1	ji2 mi3 sai1/sai4/se4 nuo4	jimisainuo				待分配	证据不足或仍冲突；待分配	
74930	吉米查	1	ji2 mi3 cha2/zha1	jimicha				待分配	证据不足或仍冲突；待分配	
74933	吉米那	1	ji2 mi3 na1/na3/na4/nei4	jimina				待分配	证据不足或仍冲突；待分配	
74941	吉耶摩·德尔·托罗	1	ji2 ye1/ye2 ma1/mo2 #de2 er3 #tuo1 luo1/luo2/luo5	jiyemo*deer*tuoluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
74942	吉英·班纳特	1	ji2 ying1 #ban1 na4 te4	jiying*bannate				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
74943	吉英·马丁	1	ji2 ying1 #ma3 ding1/zheng1	jiying*mading				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
74947	吉蒂·费恩	1	ji2 di4 #fei4 en1	jidi*feien				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
74950	吉赛佩·巴尔迪尼	1	ji2 sai4 pei4 #ba1 er3 di2 ni2	jisaipei*baerdini				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
74951	吉那	1	ji2 na1/na3/na4/nei4	jina				待分配	证据不足或仍冲突；待分配	
74952	吉那科	1	ji2 na1/na3/na4/nei4 ke1	jinake				待分配	证据不足或仍冲突；待分配	
74955	吉里米·格雷	1	ji2 li3 mi3 #ge1/ge2 lei2	jilimi*gelei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
74956	吉野家	1	ji2 ye3 jia1/jia5/jie5	jiyejia				待分配	证据不足或仍冲突；待分配	
74958	吉阿尼·契里尼	1	ji2 a1/a5/e1 ni2 #qi4/xie4 li3 ni2	jiani*qilini				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
74974	同秋叶	1	tong2/tong4 qiu1 xie2/ye4	tongqiuye				待分配	证据不足或仍冲突；待分配	
74984	名演员	1	ming2 yan3 yuan2/yun2/yun4	mingyanyuan				待分配	证据不足或仍冲突；待分配	
74986	名瑜	1	ming2 yu2	ming*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
74993	后半期	1	hou4 ban4 ji1/qi1	houbanqi				待分配	证据不足或仍冲突；待分配	
75018	向斐	1	xiang4 fei3	xiang*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75020	向洋红	1	xiang4 yang2 gong1/hong2	xiangyanghong				待分配	证据不足或仍冲突；待分配	
75025	向英俊	1	xiang4 ying1 juan4/jun4	xiangyingjun				待分配	证据不足或仍冲突；待分配	
75042	君卜他	1	jun1 bo5/bu3 ta1	junbota				待分配	证据不足或仍冲突；待分配	
75043	君和民	1	jun1 he2/he4/hu2/huo2/huo4 min2	junhemin				待分配	证据不足或仍冲突；待分配	
75044	君士坦丁	1	jun1 shi4 tan3 ding1/zheng1	junshitanding				待分配	证据不足或仍冲突；待分配	
75049	君特·泰勒	1	jun1 te4 #tai4 le4/lei1	junte*taile				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75051	君萨林·辛	1	jun1 sa4 lin2 #xin1	junsalin*xin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75062	吱吱喳喳	1	zhi1/zi1 zhi1/zi1 cha1/zha1 cha1/zha1	zhizhizhazha				待分配	证据不足或仍冲突；待分配	
75064	吴东洙	1	wu2 dong1 zhu1	wudong*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75068	吴圣镐	1	wu2 sheng4 gao3/hao4	wushenggao				待分配	证据不足或仍冲突；待分配	
75070	吴嵩巍	1	wu2 song1 wei1	wu*wei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75071	吴延洙	1	wu2 yan2 zhu1	wuyan*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75081	吴相弼	1	wu2 xiang1/xiang4 bi4	wuxiang*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75085	吴达洙	1	wu2 da2 zhu1	wuda*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75086	吴金南	1	wu2 jin1 na1/nan2	wujinnan				待分配	证据不足或仍冲突；待分配	
75089	吸收率	1	xi1 shou1 lu:4/shuai4	xishoulv				待分配	证据不足或仍冲突；待分配	
75107	周一会	1	zhou1 yi1 hui4/kuai4	zhouyihui				待分配	证据不足或仍冲突；待分配	
75151	咋咋呼呼	1	za3/ze2/zha1/zha4 za3/ze2/zha1/zha4 hu1 hu1	zhazhahuhu				待分配	证据不足或仍冲突；待分配	
75152	和丝黛芬妮	1	he2/he4/hu2/huo2/huo4 si1 dai4 fen1 ni1	hesi*fenni				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75153	和丹尼尔	1	he2/he4/hu2/huo2/huo4 dan1 ni2 er3	hedannier				待分配	证据不足或仍冲突；待分配	
75154	和丹尼斯	1	he2/he4/hu2/huo2/huo4 dan1 ni2 si1	hedannisi				待分配	证据不足或仍冲突；待分配	
75155	和乔安妮	1	he2/he4/hu2/huo2/huo4 qiao2 an1 ni1	heqiaoanni				待分配	证据不足或仍冲突；待分配	
75156	和乔治	1	he2/he4/hu2/huo2/huo4 qiao2 zhi4	heqiaozhi				待分配	证据不足或仍冲突；待分配	
75157	和亚吉	1	he2/he4/hu2/huo2/huo4 ya4 ji2	heyaji				待分配	证据不足或仍冲突；待分配	
75158	和亚当斯	1	he2/he4/hu2/huo2/huo4 ya4 dang1/dang4 si1	heyadangsi				待分配	证据不足或仍冲突；待分配	
75159	和仙妮	1	he2/he4/hu2/huo2/huo4 xian1 ni1	hexianni				待分配	证据不足或仍冲突；待分配	
75160	和伊迪	1	he2/he4/hu2/huo2/huo4 yi1 di2	heyidi				待分配	证据不足或仍冲突；待分配	
75161	和休斯	1	he2/he4/hu2/huo2/huo4 xiu1 si1	hexiusi				待分配	证据不足或仍冲突；待分配	
75162	和伟平	1	he2/he4/hu2/huo2/huo4 wei3 ping2	heweiping				待分配	证据不足或仍冲突；待分配	
75163	和伯	1	he2/he4/hu2/huo2/huo4 bai3/bo2	hebo				待分配	证据不足或仍冲突；待分配	
75164	和伯吉斯	1	he2/he4/hu2/huo2/huo4 bai3/bo2 ji2 si1	hebojisi				待分配	证据不足或仍冲突；待分配	
75165	和伯纳德	1	he2/he4/hu2/huo2/huo4 bai3/bo2 na4 de2	hebonade				待分配	证据不足或仍冲突；待分配	
75166	和佐	1	he2/he4/hu2/huo2/huo4 zuo3	hezuo				待分配	证据不足或仍冲突；待分配	
75167	和佐智	1	he2/he4/hu2/huo2/huo4 zuo3 zhi4	hezuozhi				待分配	证据不足或仍冲突；待分配	
75168	和佩内洛普	1	he2/he4/hu2/huo2/huo4 pei4 nei4 luo4 pu3	hepeineiluopu				待分配	证据不足或仍冲突；待分配	
75169	和俊大	1	he2/he4/hu2/huo2/huo4 juan4/jun4 da4/dai4	hejunda				待分配	证据不足或仍冲突；待分配	
75170	和俊硕	1	he2/he4/hu2/huo2/huo4 juan4/jun4 shuo4	hejunshuo				待分配	证据不足或仍冲突；待分配	
75171	和僚	1	he2/he4/hu2/huo2/huo4 liao2	heliao				待分配	证据不足或仍冲突；待分配	
75172	和元熙	1	he2/he4/hu2/huo2/huo4 yuan2 xi1	heyuanxi				待分配	证据不足或仍冲突；待分配	
75173	和克莱尔	1	he2/he4/hu2/huo2/huo4 ke4 lai2 er3	hekelaier				待分配	证据不足或仍冲突；待分配	
75174	和克蕾	1	he2/he4/hu2/huo2/huo4 ke4 lei3	hekelei				待分配	证据不足或仍冲突；待分配	
75175	和克里斯琴	1	he2/he4/hu2/huo2/huo4 ke4 li3 si1 qin2	hekelisiqin				待分配	证据不足或仍冲突；待分配	
75176	和兰利	1	he2/he4/hu2/huo2/huo4 lan2 li4	helanli				待分配	证据不足或仍冲突；待分配	
75177	和兰德	1	he2/he4/hu2/huo2/huo4 lan2 de2	helande				待分配	证据不足或仍冲突；待分配	
75178	和冰	1	he2/he4/hu2/huo2/huo4 bing1	hebing				待分配	证据不足或仍冲突；待分配	
75179	和凯丽	1	he2/he4/hu2/huo2/huo4 kai3 li2/li4	hekaili				待分配	证据不足或仍冲突；待分配	
75180	和凯尔	1	he2/he4/hu2/huo2/huo4 kai3 er3	hekaier				待分配	证据不足或仍冲突；待分配	
75181	和凯特	1	he2/he4/hu2/huo2/huo4 kai3 te4	hekaite				待分配	证据不足或仍冲突；待分配	
75182	和刚铎	1	he2/he4/hu2/huo2/huo4 gang1 duo2	hegang*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75183	和加布里埃尔	1	he2/he4/hu2/huo2/huo4 jia1 bu4 li3 ai1 er3	hejiabuliaier				待分配	证据不足或仍冲突；待分配	
75184	和华娟	1	he2/he4/hu2/huo2/huo4 hua1/hua2/hua4 juan1	hehuajuan				待分配	证据不足或仍冲突；待分配	
75185	和华布鲁克	1	he2/he4/hu2/huo2/huo4 hua1/hua2/hua4 bu4 lu3 ke4	hehuabuluke				待分配	证据不足或仍冲突；待分配	
75186	和华金	1	he2/he4/hu2/huo2/huo4 hua1/hua2/hua4 jin1	hehuajin				待分配	证据不足或仍冲突；待分配	
75187	和博彩	1	he2/he4/hu2/huo2/huo4 bo2 cai3	hebocai				待分配	证据不足或仍冲突；待分配	
75188	和卡帕	1	he2/he4/hu2/huo2/huo4 ka3/qia3 pa4	hekapa				待分配	证据不足或仍冲突；待分配	
75189	和卡特	1	he2/he4/hu2/huo2/huo4 ka3/qia3 te4	hekate				待分配	证据不足或仍冲突；待分配	
75190	和卢卡斯	1	he2/he4/hu2/huo2/huo4 lu2 ka3/qia3 si1	helukasi				待分配	证据不足或仍冲突；待分配	
75191	和卫兵	1	he2/he4/hu2/huo2/huo4 wei4 bing1	heweibing				待分配	证据不足或仍冲突；待分配	
75193	和史密斯	1	he2/he4/hu2/huo2/huo4 shi3 mi4 si1	heshimisi				待分配	证据不足或仍冲突；待分配	
75194	和右旋	1	he2/he4/hu2/huo2/huo4 you4 xuan2/xuan4	heyouxuan				待分配	证据不足或仍冲突；待分配	
75195	和吉历	1	he2/he4/hu2/huo2/huo4 ji2 li4	hejili				待分配	证据不足或仍冲突；待分配	
75196	和吉姆	1	he2/he4/hu2/huo2/huo4 ji2 mu3	hejimu				待分配	证据不足或仍冲突；待分配	
75197	和吉尔	1	he2/he4/hu2/huo2/huo4 ji2 er3	hejier				待分配	证据不足或仍冲突；待分配	
75198	和吉忠	1	he2/he4/hu2/huo2/huo4 ji2 zhong1	hejizhong				待分配	证据不足或仍冲突；待分配	
75199	和咏华	1	he2/he4/hu2/huo2/huo4 yong3 hua1/hua2/hua4	heyonghua				待分配	证据不足或仍冲突；待分配	
75200	和哈罗德	1	he2/he4/hu2/huo2/huo4 ha1/ha3/ha4 luo1/luo2/luo5 de2	hehaluode				待分配	证据不足或仍冲突；待分配	
75201	和哲秀	1	he2/he4/hu2/huo2/huo4 zhe2 xiu4	hezhexiu				待分配	证据不足或仍冲突；待分配	
75202	和埃尔维斯	1	he2/he4/hu2/huo2/huo4 ai1 er3 wei2 si1	heaierweisi				待分配	证据不足或仍冲突；待分配	
75203	和埃文	1	he2/he4/hu2/huo2/huo4 ai1 wen2	heaiwen				待分配	证据不足或仍冲突；待分配	
75204	和基茨	1	he2/he4/hu2/huo2/huo4 ji1 ci2	hejici				待分配	证据不足或仍冲突；待分配	
75205	和塞巴斯蒂安	1	he2/he4/hu2/huo2/huo4 sai1/sai4/se4 ba1 si1 di4 an1	hesaibasidian				待分配	证据不足或仍冲突；待分配	
75206	和塞缪尔	1	he2/he4/hu2/huo2/huo4 sai1/sai4/se4 miao4/miu4/mou2 er3	hesai*er				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75207	和大	1	he2/he4/hu2/huo2/huo4 da4/dai4	heda				待分配	证据不足或仍冲突；待分配	
75208	和大林	1	he2/he4/hu2/huo2/huo4 da4/dai4 lin2	hedalin				待分配	证据不足或仍冲突；待分配	
75209	和奇柏	1	he2/he4/hu2/huo2/huo4 ji1/qi2 bai3/bo2/bo4	heqibai				待分配	证据不足或仍冲突；待分配	
75210	和奇温顿	1	he2/he4/hu2/huo2/huo4 ji1/qi2 wen1 du2/dun4	heqiwendun				待分配	证据不足或仍冲突；待分配	
75211	和奥利弗	1	he2/he4/hu2/huo2/huo4 ao4 li4 fu2	heaolifu				待分配	证据不足或仍冲突；待分配	
75212	和威廉	1	he2/he4/hu2/huo2/huo4 wei1 lian2	heweilian				待分配	证据不足或仍冲突；待分配	
75213	和安娜	1	he2/he4/hu2/huo2/huo4 an1 na4/nuo2	heanna				待分配	证据不足或仍冲突；待分配	
75214	和安定	1	he2/he4/hu2/huo2/huo4 an1 ding4	heanding				待分配	证据不足或仍冲突；待分配	
75215	和安得烈	1	he2/he4/hu2/huo2/huo4 an1 de2/de5/dei3 lie4	heandelie				待分配	证据不足或仍冲突；待分配	
75216	和安迪	1	he2/he4/hu2/huo2/huo4 an1 di2	heandi				待分配	证据不足或仍冲突；待分配	
75217	和宾	1	he2/he4/hu2/huo2/huo4 bin1	hebin				待分配	证据不足或仍冲突；待分配	
75218	和密尔瓦基	1	he2/he4/hu2/huo2/huo4 mi4 er3 wa3/wa4 ji1	hemierwaji				待分配	证据不足或仍冲突；待分配	
75219	和密文	1	he2/he4/hu2/huo2/huo4 mi4 wen2	hemiwen				待分配	证据不足或仍冲突；待分配	
75220	和富兰克林	1	he2/he4/hu2/huo2/huo4 fu4 lan2 ke4 lin2	hefulankelin				待分配	证据不足或仍冲突；待分配	
75221	和小兵	1	he2/he4/hu2/huo2/huo4 xiao3 bing1	hexiaobing				待分配	证据不足或仍冲突；待分配	
75222	和小恒	1	he2/he4/hu2/huo2/huo4 xiao3 heng2	hexiaoheng				待分配	证据不足或仍冲突；待分配	
75223	和尚头	1	he2/he4/hu2/huo2/huo4 shang4 tou2	heshangtou				待分配	证据不足或仍冲突；待分配	
75224	和尼娜	1	he2/he4/hu2/huo2/huo4 ni2 na4/nuo2	henina				待分配	证据不足或仍冲突；待分配	
75225	和尼尼	1	he2/he4/hu2/huo2/huo4 ni2 ni2	henini				待分配	证据不足或仍冲突；待分配	
75226	和岸田	1	he2/he4/hu2/huo2/huo4 an4 tian2	heantian				待分配	证据不足或仍冲突；待分配	
75227	和巴克	1	he2/he4/hu2/huo2/huo4 ba1 ke4	hebake				待分配	证据不足或仍冲突；待分配	
75228	和巴洛	1	he2/he4/hu2/huo2/huo4 ba1 luo4	hebaluo				待分配	证据不足或仍冲突；待分配	
75229	和布莱尔	1	he2/he4/hu2/huo2/huo4 bu4 lai2 er3	hebulaier				待分配	证据不足或仍冲突；待分配	
75230	和平号	1	he2/he4/hu2/huo2/huo4 ping2 hao2/hao4	hepinghao				待分配	证据不足或仍冲突；待分配	
75232	和庆浩	1	he2/he4/hu2/huo2/huo4 qing4 hao4	heqinghao				待分配	证据不足或仍冲突；待分配	
75233	和庞贝	1	he2/he4/hu2/huo2/huo4 pang2 bei4	hepangbei				待分配	证据不足或仍冲突；待分配	
75234	和弘科	1	he2/he4/hu2/huo2/huo4 hong2 ke1	hehongke				待分配	证据不足或仍冲突；待分配	
75235	和彬格莱	1	he2/he4/hu2/huo2/huo4 bin1 ge1/ge2 lai2	hebingelai				待分配	证据不足或仍冲突；待分配	
75236	和性	1	he2/he4/hu2/huo2/huo4 xing4	hexing				待分配	证据不足或仍冲突；待分配	
75237	和惠	1	he2/he4/hu2/huo2/huo4 hui4	hehui				待分配	证据不足或仍冲突；待分配	
75238	和惠特尼	1	he2/he4/hu2/huo2/huo4 hui4 te4 ni2	hehuiteni				待分配	证据不足或仍冲突；待分配	
75239	和我	1	he2/he4/hu2/huo2/huo4 wo3	hewo				待分配	证据不足或仍冲突；待分配	
75240	和戴安娜	1	he2/he4/hu2/huo2/huo4 dai4 an1 na4/nuo2	hedaianna				待分配	证据不足或仍冲突；待分配	
75241	和承造	1	he2/he4/hu2/huo2/huo4 cheng2 zao4	hechengzao				待分配	证据不足或仍冲突；待分配	
75242	和拉科鲁尼亚	1	he2/he4/hu2/huo2/huo4 la1/la2/la3/la4 ke1 lu3 ni2 ya4	helakeluniya				待分配	证据不足或仍冲突；待分配	
75243	和摩根	1	he2/he4/hu2/huo2/huo4 ma1/mo2 gen1	hemogen				待分配	证据不足或仍冲突；待分配	
75244	和敏珠	1	he2/he4/hu2/huo2/huo4 min3 zhu1	heminzhu				待分配	证据不足或仍冲突；待分配	
75245	和斗浩	1	he2/he4/hu2/huo2/huo4 dou3/dou4 hao4	hedouhao				待分配	证据不足或仍冲突；待分配	
75246	和斯特拉	1	he2/he4/hu2/huo2/huo4 si1 te4 la1/la2/la3/la4	hesitela				待分配	证据不足或仍冲突；待分配	
75247	和斯科特	1	he2/he4/hu2/huo2/huo4 si1 ke1 te4	hesikete				待分配	证据不足或仍冲突；待分配	
75248	和昌培	1	he2/he4/hu2/huo2/huo4 chang1 pei2	hechangpei				待分配	证据不足或仍冲突；待分配	
75249	和明信	1	he2/he4/hu2/huo2/huo4 ming2 xin4	hemingxin				待分配	证据不足或仍冲突；待分配	
75250	和明卡亚尼	1	he2/he4/hu2/huo2/huo4 ming2 ka3/qia3 ya4 ni2	hemingkayani				待分配	证据不足或仍冲突；待分配	
75251	和星洪	1	he2/he4/hu2/huo2/huo4 xing1 hong2	hexinghong				待分配	证据不足或仍冲突；待分配	
75252	和昱	1	he2/he4/hu2/huo2/huo4 yu4	he*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75253	和朱莉娅	1	he2/he4/hu2/huo2/huo4 zhu1 li4 ya4	hezhuli*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75254	和杜威	1	he2/he4/hu2/huo2/huo4 du4 wei1	heduwei				待分配	证据不足或仍冲突；待分配	
75255	和杭特	1	he2/he4/hu2/huo2/huo4 hang2 te4	hehangte				待分配	证据不足或仍冲突；待分配	
75256	和杰	1	he2/he4/hu2/huo2/huo4 jie2	hejie				待分配	证据不足或仍冲突；待分配	
75257	和杰克逊	1	he2/he4/hu2/huo2/huo4 jie2 ke4 xun4	hejiekexun				待分配	证据不足或仍冲突；待分配	
75258	和杰拉德	1	he2/he4/hu2/huo2/huo4 jie2 la1/la2/la3/la4 de2	hejielade				待分配	证据不足或仍冲突；待分配	
75259	和杰斐逊	1	he2/he4/hu2/huo2/huo4 jie2 fei3 xun4	hejie*xun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75260	和松井	1	he2/he4/hu2/huo2/huo4 song1 jing3	hesongjing				待分配	证据不足或仍冲突；待分配	
75261	和查理	1	he2/he4/hu2/huo2/huo4 cha2/zha1 li3	hechali				待分配	证据不足或仍冲突；待分配	
75262	和格温	1	he2/he4/hu2/huo2/huo4 ge1/ge2 wen1	hegewen				待分配	证据不足或仍冲突；待分配	
75263	和格瓦	1	he2/he4/hu2/huo2/huo4 ge1/ge2 wa3/wa4	hegewa				待分配	证据不足或仍冲突；待分配	
75264	和格蕾	1	he2/he4/hu2/huo2/huo4 ge1/ge2 lei3	hegelei				待分配	证据不足或仍冲突；待分配	
75265	和桃	1	he2/he4/hu2/huo2/huo4 tao2	hetao				待分配	证据不足或仍冲突；待分配	
75266	和梦铉	1	he2/he4/hu2/huo2/huo4 meng4 xuan4	hemeng*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75267	和楚伊	1	he2/he4/hu2/huo2/huo4 chu3 yi1	hechuyi				待分配	证据不足或仍冲突；待分配	
75268	和永南	1	he2/he4/hu2/huo2/huo4 yong3 na1/nan2	heyongnan				待分配	证据不足或仍冲突；待分配	
75269	和汉纳	1	he2/he4/hu2/huo2/huo4 han4 na4	hehanna				待分配	证据不足或仍冲突；待分配	
75270	和汉阳	1	he2/he4/hu2/huo2/huo4 han4 yang2	hehanyang				待分配	证据不足或仍冲突；待分配	
75271	和沃恩	1	he2/he4/hu2/huo2/huo4 wo4 en1	hewoen				待分配	证据不足或仍冲突；待分配	
75272	和法裔	1	he2/he4/hu2/huo2/huo4 fa3 yi4	hefayi				待分配	证据不足或仍冲突；待分配	
75273	和波普	1	he2/he4/hu2/huo2/huo4 bo1 pu3	hebopu				待分配	证据不足或仍冲突；待分配	
75274	和波特	1	he2/he4/hu2/huo2/huo4 bo1 te4	hebote				待分配	证据不足或仍冲突；待分配	
75275	和津	1	he2/he4/hu2/huo2/huo4 jin1	hejin				待分配	证据不足或仍冲突；待分配	
75276	和海明威	1	he2/he4/hu2/huo2/huo4 hai3 ming2 wei1	hehaimingwei				待分配	证据不足或仍冲突；待分配	
75277	和海珠	1	he2/he4/hu2/huo2/huo4 hai3 zhu1	hehaizhu				待分配	证据不足或仍冲突；待分配	
75278	和淑子	1	he2/he4/hu2/huo2/huo4 shu1 zi3	heshuzi				待分配	证据不足或仍冲突；待分配	
75279	和熙珠	1	he2/he4/hu2/huo2/huo4 xi1 zhu1	hexizhu				待分配	证据不足或仍冲突；待分配	
75280	和特兹	1	he2/he4/hu2/huo2/huo4 te4 ci2/zi1	hetezi				待分配	证据不足或仍冲突；待分配	
75281	和特奎	1	he2/he4/hu2/huo2/huo4 te4 kui2	hetekui				待分配	证据不足或仍冲突；待分配	
75282	和珉	1	he2/he4/hu2/huo2/huo4 min2	he*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
75283	和理查德	1	he2/he4/hu2/huo2/huo4 li3 cha2/zha1 de2	helichade				待分配	证据不足或仍冲突；待分配	
75284	和琳兹	1	he2/he4/hu2/huo2/huo4 lin2 ci2/zi1	helinzi				待分配	证据不足或仍冲突；待分配	
75285	和琳恩	1	he2/he4/hu2/huo2/huo4 lin2 en1	helinen				待分配	证据不足或仍冲突；待分配	
75286	和琳达	1	he2/he4/hu2/huo2/huo4 lin2 da2	helinda				待分配	证据不足或仍冲突；待分配	
