啊啊啊	aaa
片尾曲	pwq
排位赛	pws
皮外伤	pwu
盼望着	pwv
篇文章	pwv
抛物线	pwx
破玩意	pwy
培训班	pxb
爬行垫	pxd
培训费	pxf
批小将	pxj
赔笑脸	pxl
拍胸脯	pxp
抛绣球	pxq
排泄物	pxw
评选为	pxw
平行线	pxx
拼夕夕	pxx
偏向性	pxx
胖小子	pxz
培养费	pyf
鄱阳湖	pyh
便宜货	pyh
拼音化	pyh
培养出	pyi
配钥匙	pyi
盼月亮	pyl
偏移量	pyl
朋友们	pym
培养皿	pym
评一评	pyp
朋友圈	pyq
碰运气	pyq
跑一趟	pyt
胖与瘦	pyu
聘用制	pyv
跑业务	pyw
皮影戏	pyx
皮一下	pyx
彭于晏	pyy
喷油嘴	pyz
陪葬品	pzp
泼脏水	pzu
气昂昂	qaa
亲爱哒	qad
亲爱的	qad
求安慰	qaw
情报部	qbb
千百遍	qbb
前半部	qbb
千百次	qbc
全部的	qbd
起不到	qbd
前半段	qbd
七八分	qbf
七八个	qbg
千百个	qbg
气不过	qbg
铅笔盒	qbh
铅笔画	qbh
瞧不出	qbi
前半场	qbi
去不成	qbi
前不久	qbj
起步价	qbj
切不可	qbk
前半块	qbk
起不来	qbl
去不了	qbl
确保了	qbl
却不能	qbn
千百年	qbn
七八年	qbn
瞧不起	qbq
去不去	qbq
却不让	qbr
却不如	qbr
乔布斯	qbs
七八岁	qbs
丘比特	qbt
岂不是	qbu
瞧不上	qbu
却不知	qbv
岂不知	qbv
情报网	qbw
千百万	qbw
却不想	qbx
却不行	qbx
区别于	qby
情报员	qby
请不要	qby
翘辫子	qbz
卡脖子	qbz
抢不走	qbz
千层饼	qcb
七彩虹	qch
请参考	qck
千层浪	qcl
全村人	qcr
其次是	qcu
青藏线	qcx
请参阅	qcy
全瓷牙	qcy
取材与	qcy
全都被	qdb
七点半	qdb
签到表	qdb
强得多	qdd
清道夫	qdf
穷大方	qdf
裙带风	qdf
缺德鬼	qdg
确定感	qdg
巧得很	qdh
气垫床	qdi
气垫船	qdi
秋冬季	qdj
取得了	qdl
起到了	qdl
强多了	qdl
敲代码	qdm
驱动盘	qdp
启动盘	qdp
瞧得起	qdq
驱动器	qdq
启动器	qdq
抢答题	qdt
求大同	qdt
全都是	qdu
确定是	qdu
青岛市	qdu
牵动着	qdv
期待着	qdv
敲打着	qdv
确定为	qdw
确定性	qdx
启动项	qdx
全都要	qdy
全都有	qdy
秋刀鱼	qdy
起得早	qdz
切尔西	qex
亲儿子	qez
全封闭	qfb
千分点	qfd
千分号	qfh
区分开	qfk
七分裤	qfk
清风楼	qfl
全方面	qfm
潜伏期	qfq
起飞前	qfq
千分之	qfv
求发展	qfv
骑缝章	qfv
全方位	qfw
欺负我	qfw
抢饭碗	qfw
却发现	qfx
请放心	qfx
启发性	qfx
屈服于	qfy
起反应	qfy
穷光蛋	qgd
前滚翻	qgf
气鼓鼓	qgg
群公告	qgg
庆功会	qgh
钱够花	qgh
全过程	qgi
切割机	qgj
缺根筋	qgj
奇怪了	qgl
去过了	qgl
全攻略	qgl
俏姑娘	qgn
曲棍球	qgq
全高清	qgq
泉港区	qgq
亲骨肉	qgr
求关注	qgv
全国性	qgx
缺根弦	qgx
趋光性	qgx
气管炎	qgy
妻管严	qgy
庆功宴	qgy
潜规则	qgz
枪杆子	qgz
抢红包	qhb
敲黑板	qhb
青花瓷	qhc
秦皇岛	qhd
契合度	qhd
切换到	qhd
全画幅	qhf
齐桓公	qhg
气呼呼	qhh
青海湖	qhh
秦淮河	qhh
前后脚	qhj
切换键	qhj
券后价	qhj
亲和力	qhl
取货码	qhm
恰好能	qhn
却还能	qhn
却很难	qhn
枪灰色	qhs
签合同	qht
青海省	qhu
恰好是	qhu
却还是	qhu
氰化物	qhw
前后文	qhw
牵红线	qhx
全行业	qhy
清华园	qhy
全尺寸	qic
牵扯到	qid
青春痘	qid
请吃饭	qif
青春饭	qif
气冲冲	qii
气喘喘	qii
驱虫剂	qij
清楚了	qil
取出来	qil
汽车票	qip
青春期	qiq
起床气	qiq
强出头	qit
起冲突	qit
切除术	qiu
屈臣氏	qiu
七成新	qix
群成员	qiy
驱虫药	qiy
抢劫案	qja
枪击案	qja
强奸案	qja
奇迹般	qjb
旗舰版	qjb
前几次	qjc
清君侧	qjc
旗舰店	qjd
千斤顶	qjd
全聚德	qjd
丘吉尔	qje
全家福	qjf
强奸犯	qjf
抢劫犯	qjf
清洁工	qjg
戚继光	qjg
其结果	qjg
抢救出	qji
全接触	qji
去解决	qjj
清洁剂	qjj
旗舰机	qjj
瞧见了	qjl
请见谅	qjl
前几名	qjm
取件码	qjm
亲姐妹	qjm
前几年	qjn
敲键盘	qjp
全键盘	qjp
取景器	qjq
轻机枪	qjq
前几日	qjr
全家人	qjr
拳击赛	qjs
前几天	qjt
请假条	qjt
全家桶	qjt
拳击手	qju
抢救室	qju
起居室	qju
全剧终	qjv
敲警钟	qjv
请叫我	qjw
请教下	qjx
全局性	qjx
取决于	qjy
趋近于	qjy
强加于	qjy
敲可爱	qka
清库存	qkc
前空翻	qkf
取款机	qkj
顷刻间	qkj
去看看	qkk
巧克力	qkl
欠考虑	qkl
青稞面	qkm
切克闹	qkn
求科普	qkp
亲口说	qku
枪口上	qku
取卡针	qkv
情况下	qkx
穷开心	qkx
请留步	qlb
麒麟臂	qlb
前两次	qlc
强烈的	qld
起来的	qld
千里耳	qle
清凉峰	qlf
禽流感	qlg
前两个	qlg
秋老虎	qlh
齐刘海	qlh
清凉鹤	qlh
起落架	qlj
轻量级	qlj
侵略军	qlj
清理了	qll
起来了	qll
起来啦	qll
千里马	qlm
前两名	qlm
前两年	qln
敲了敲	qlq
亲了亲	qlq
浅蓝色	qls
前两天	qlt
群论坛	qlt
情侣树	qlu
侵略者	qlv
情侣装	qlv
前列腺	qlx
七里香	qlx
千里眼	qly
亲密度	qmd
签名档	qmd
全免费	qmf
亲密付	qmf
全满贯	qmg
清明节	qmj
悄咪咪	qmm
荞麦面	qmm
全面屏	qmp
曲面屏	qmp
去没去	qmq
球门球	qmq
青霉素	qms
骑摩托	qmt
敲门声	qmu
秋名山	qmu
敲门砖	qmv
全明星	qmx
全面性	qmx
却没有	qmy
球门员	qmy
起名字	qmz
全民族	qmz
青年报	qnb
去你的	qnd
去年底	qnd
青年队	qnd
去哪儿	qne
青年宫	qng
牵牛花	qnh
去哪吃	qni
千年虫	qni
全年级	qnj
青年节	qnj
去哪里	qnl
去哪了	qnl
去你妹	qnm
取暖器	qnq
圈内人	qnr
青年人	qnr
青年团	qnt
擒拿术	qnu
全能神	qnu
钱难赚	qnv
全能王	qnw
全能型	qnx
牵牛星	qnx
前女友	qny
前男友	qny
青苹果	qpg
俏皮话	qph
七匹狼	qpl
全屏幕	qpm
轻飘飘	qpp
起跑器	qpq
全平台	qpt
清平调	qpt
枪炮声	qpu
棋牌室	qpu
期盼着	qpv
强迫症	qpv
起跑线	qpx
欺骗性	qpx
轻骑兵	qqb
跷跷板	qqb
七巧板	qqb
轻轻地	qqd
轻轻的	qqd
蛐蛐儿	qqe
亲切感	qqg
悄悄话	qqh
全球化	qqh
求求你	qqn
轻悄悄	qqq
氢气球	qqq
全球通	qqt
恰恰是	qqu
千千万	qqw
亲情网	qqw
全球性	qqx
确切性	qqx
倾情于	qqy
切入点	qrd
强弱电	qrd
情人节	qrj
气溶胶	qrj
全人类	qrl
氢燃料	qrl
亲日派	qrp
千人群	qrq
却如同	qrt
抢人头	qrt
嵌入式	qru
强忍着	qrv
强忍住	qrv
却认为	qrw
确认为	qrw
穷日子	qrz
去死吧	qsb
七色板	qsb
轻松点	qsd
轻松度	qsd
轻松感	qsg
轻松筹	qsi
气死了	qsl
前苏联	qsl
前三名	qsm
前四名	qsm
恰似那	qsn
情色片	qsp
穷酸气	qsq
气死人	qsr
清算人	qsr
起诉书	qsu
牵丝戏	qsx
起色心	qsx
桥头堡	qtb
墙头草	qtc
潜台词	qtc
强台风	qtf
全天候	qth
洽谈会	qth
全贴合	qth
钱塘潮	qti
钦天监	qtj
清汤面	qtm
去他妈	qtm
去他娘	qtn
青铜器	qtq
窃听器	qtq
其他人	qtr
前提是	qtu
气头上	qtu
洽谈室	qtu
擎天柱	qtv
群通知	qtv
祁同伟	qtw
千图网	qtw
前提下	qtx
全天下	qtx
青石板	qub
潜水版	qub
请稍等	qud
轻声地	qud
清水房	quf
穷山沟	qug
全手工	qug
秦始皇	quh
签售会	quh
全世界	quj
抢时间	quj
请收看	quk
启示录	qul
前十名	qum
牵涉面	qum
青少年	qun
群视频	qup
钱生钱	quq
七十岁	qus
潜水艇	qut
确实是	quu
其实是	quu
齐刷刷	quu
求生者	quv
穷山窝	quw
全身心	qux
全属性	qux
确实有	quy
求生欲	quy
潜水员	quy
其中的	qvd
圈重点	qvd
铅中毒	qvd
区政府	qvf
清政府	qvf
前政府	qvf
全中国	qvg
敲竹杠	qvg
千纸鹤	qvh
前中后	qvh
清障车	qvi
起重机	qvj
请指教	qvj
驱逐舰	qvj
驱逐令	qvl
强制力	qvl
权志龙	qvl
却只能	qvn
青壮年	qvn
圈中人	qvr
清真寺	qvs
穷折腾	qvt
岂止是	qvu
泉州市	qvu
牵着手	qvu
求职者	qvv
群众中	qvv
球状物	qvw
全中文	qvw
千兆网	qvw
强制性	qvx
前瞻性	qvx
求职信	qvx
请注意	qvy
其中有	qvy
求助于	qvy
前阵子	qvz
牵着走	qvz
前五百	qwb
翘尾巴	qwb
轻微地	qwd
强无敌	qwd
千万分	qwf
全微分	qwf
千万个	qwg
群文件	qwj
潜望镜	qwj
气温计	qwj
情未了	qwl
去外面	qwm
前五名	qwm
前五年	qwn
轻武器	qwq
驱蚊器	qwq
全网通	qwt
曲婉婷	qwt
七位数	qwu
轻微伤	qwu
千瓦时	qwu
期望值	qwv
权威性	qwx
趣味性	qwx
千万要	qwy
千万元	qwy
穷秀才	qxc
群相册	qxc
亲兄弟	qxd
清晰度	qxd
娶媳妇	qxf
权限狗	qxg
情绪化	qxh
抢险车	qxi
气象局	qxj
七夕节	qxj
强心剂	qxj
取消了	qxl
亲兄妹	qxm
曲线美	qxm
前些年	qxn
七仙女	qxn
千禧年	qxn
前些日	qxr
钱学森	qxs
气象台	qxt
曲线图	qxt
前些天	qxt
轻小说	qxu
去寻找	qxv
倾向性	qxx
群消息	qxx
气汹汹	qxx
倾向于	qxy
缺心眼	qxy
趋向于	qxy
请选择	qxz
去一边	qyb
前一百	qyb
七月半	qyb
前一次	qyc
全一册	qyc
其余的	qyd
前一段	qyd
七月份	qyf
企业法	qyf
全音符	qyf
前一个	qyg
奇异果	qyg
签约国	qyg
区域化	qyh
抢银行	qyh
犬夜叉	qyi
牵引车	qyi
情与仇	qyi
企业家	qyj
却已经	qyj
请原谅	qyl
强有力	qyl
牵引力	qyl
群友们	qym
区域内	qyn
强硬派	qyp
前一排	qyp
瞧一瞧	qyq
敲一敲	qyq
亲一亲	qyq
千余人	qyr
前一日	qyr
清一色	qys
青一色	qys
前一天	qyt
亲友团	qyt
汽油桶	qyt
潜意识	qyu
请愿书	qyu
七言诗	qyu
前一阵	qyv
前一种	qyv
窃以为	qyw
区域性	qyx
起疑心	qyx
请允许	qyx
起源于	qyy
其原因	qyy
轻音乐	qyy
却总被	qzb
却总把	qzb
签字笔	qzb
全自动	qzd
潜在的	qzd
枪子儿	qze
群租房	qzf
勤杂工	qzg
千足虫	qzi
圈子里	qzl
前总理	qzl
浅紫色	qzs
前总统	qzt
千字文	qzw
请自行	qzx
却总想	qzx
潜在性	qzx
起作用	qzy
却早已	qzy
却再也	qzy
日报表	rbb
容不得	rbd
日本队	rbd
热备份	rbf
日本国	rbg
日本海	rbh
认不出	rbi
忍不了	rbl
饶不了	rbl
日不落	rbl
若不能	rbn
仍不能	rbn
惹不起	rbq
认不清	rbq
肉便器	rbq
让别人	rbr
让不让	rbr
日本人	rbr
乳白色	rbs
若不是	rbu
仍不是	rbu
忍不住	rbv
肉搏战	rbv
软包装	rbv
容不下	rbx
忍不下	rbx
日本语	rby
肉包子	rbz
肉饼子	rbz
人参果	rcg
人才库	rck
容错码	rcm
软磁盘	rcp
认错人	rcr
如此之	rcv
肉嘟嘟	rdd
让对方	rdf
惹的祸	rdh
让大家	rdj
热得快	rdk
肉豆蔻	rdk
日德兰	rdl
认倒霉	rdm
瑞典人	rdr
忍得住	rdv
热电站	rdv
认定为	rdw
软底鞋	rdx
热带鱼	rdy
软刀子	rdz
软钉子	rdz
日耳曼	rem
入耳式	reu
染发剂	rfj
热风炉	rfl
热风枪	rfq
热辐射	rfu
润肤霜	rfu
人贩子	rfz
如果把	rgb
软骨病	rgb
柔光布	rgb
日光灯	rgd
柔光灯	rgd
人工费	rgf
若干个	rgg
软广告	rgg
热滚滚	rgg
人工湖	rgh
人格化	rgh
让给了	rgl
绕过来	rgl
扔给了	rgl
热干面	rgm
若干年	rgn
如果能	rgn
柔光屏	rgp
绕过去	rgq
扔过去	rgq
绕个圈	rgq
软骨头	rgt
人工台	rgt
如果说	rgu
如果是	rgu
柔光罩	rgv
如果我	rgw
如果想	rgx
柔光箱	rgx
如果有	rgy
如果要	rgy
日光浴	rgy
日工资	rgz
然后被	rhb
任何的	rhd
如何的	rhd
热乎乎	rhh
软乎乎	rhh
然后就	rhj
润滑剂	rhj
热乎劲	rhj
入海口	rhk
熔化炉	rhl
然后呢	rhn
若还能	rhn
人和人	rhr
任何人	rhr
如何让	rhr
然后是	rhu
任何事	rhu
人和事	rhu
润滑脂	rhv
润滑油	rhy
润滑液	rhy
日程表	rib
热插拔	rib
热传导	rid
入场费	rif
肉炒饭	rif
润唇膏	rig
入出境	rij
认出来	ril
让出来	ril
染成了	ril
入场券	riq
榕城区	riq
人传人	rir
仍处于	riy
日记本	rjb
软件部	rjb
软件包	rjb
溶解度	rjd
热加工	rjg
肉夹馍	rjm
软胶囊	rjn
软键盘	rjp
乳胶漆	rjq
软件站	rjv
软脚虾	rjx
日界线	rjx
软件园	rjy
热加载	rjz
认可度	rkd
入口处	rki
绕口令	rkl
热空气	rkq
热炕头	rkt
人口数	rku
认了吧	rlb
燃料舱	rlc
人来疯	rlf
如来佛	rlf
日了狗	rlg
人力车	rli
扔垃圾	rlj
人流量	rll
人老了	rll
热辣辣	rll
揉了揉	rlr
软懒散	rls
入殓师	rlu
热恋中	rlv
热力学	rlx
人类学	rlx
燃料箱	rlx
燃料油	rly
人民币	rmb
人民的	rmd
人们的	rmd
人们对	rmd
惹麻烦	rmf
热门货	rmh
人民军	rmj
入门课	rmk
人麻了	rml
人满了	rml
人没了	rml
软绵绵	rmm
容嬷嬷	rmm
绒毛膜	rmm
软木塞	rms
任命书	rmu
人们说	rmu
人马兽	rmu
软妹纸	rmv
人民网	rmw
若没有	rmy
软妹子	rmz
人马座	rmz
让你的	rnd
忍耐力	rnl
让你们	rnm
日尼玛	rnm
日你妈	rnm
日内瓦	rnw
弱女子	rnz
热平衡	rph
日平均	rpj
软盘机	rpj
软趴趴	rpp
肉蒲团	rpt
日偏食	rpu
热膨胀	rpv
热切地	rqd
软启动	rqd
燃气具	rqj
人群里	rql
认清了	rql
燃起了	rql
如其名	rqm
热气球	rqq
日全食	rqu
人情债	rqv
人群中	rqv
入侵者	rqv
人情味	rqw
人气旺	rqw
燃气灶	rqz
绕圈子	rqz
弱弱的	rrd
软软的	rrd
弱弱地	rrd
让人烦	rrf
荣辱观	rrg
仍然会	rrh
让人家	rrj
热容量	rrl
让人们	rrm
热热热	rrr
日日日	rrr
仍然是	rru
人人网	rrw
柔韧性	rrx
惹人厌	rry
如人愿	rry
仍然在	rrz
乳酸菌	rsj
热死了	rsl
软色情	rsq
染色体	rst
热塑性	rsx
让他的	rtd
认同感	rtg
让他们	rtm
日他妈	rtm
人头马	rtm
人体内	rtn
热天气	rtq
热腾腾	rtt
软塌塌	rtt
肉坨坨	rtt
人头税	rtu
如他意	rty
人事部	rub
软设备	rub
人生的	rud
认识到	rud
热伤风	ruf
人生观	rug
热水壶	ruh
热升华	ruh
人事处	rui
人世间	ruj
人事局	ruj
入射角	ruj
认识了	rul
染上了	rul
热水瓶	rup
肉食品	rup
热水器	ruq
妊娠期	ruq
人上人	rur
热身赛	rus
燃烧弹	rut
如上图	rut
如是说	ruu
认识上	ruu
人生中	ruv
肉食者	ruv
榕树下	rux
肉食性	rux
软柿子	ruz
热水澡	ruz
肉中刺	rvc
认真的	rvd
认真地	rvd
认真点	rvd
软着陆	rvl
人中龙	rvl
肉制品	rvp
乳制品	rvp
软重启	rvq
绕指柔	rvr
绕着弯	rvw
热衷于	rvy
任职于	rvy
绕着走	rvz
日文版	rwb
让我的	rwd
认为的	rwd
人为的	rwd
人味儿	rwe
人物画	rwh
让我来	rwl
任务栏	rwl
让我们	rwm
人外人	rwr
认为是	rwu
任务书	rwu
任务重	rwv
绕弯弯	rww
任我行	rwx
让位于	rwy
让我再	rwz
让我走	rwz
绕弯子	rwz
乳腺癌	rxa
人行道	rxd
人性化	rxh
热循环	rxh
热心肠	rxi
软心肠	rxi
日销量	rxl
入学率	rxl
绕线器	rxq
任贤齐	rxq
热心人	rxr
人下人	rxr
如下图	rxt
日心说	rxu
日下午	rxw
热心于	rxy
人缘儿	rye
荣誉感	ryg
人缘好	ryh
软硬件	ryj
荣誉奖	ryj
燃油机	ryj
软饮料	ryl
日用品	ryp
任意球	ryq
绕一圈	ryq
人与人	ryr
忍一忍	ryr
让一让	ryr
日月潭	ryt
燃油税	ryu
容易忘	ryw
忍一下	ryx
让一下	ryx
人鱼线	ryx
容祖儿	rze
人造革	rzg
让自己	rzj
日租卡	rzk
日子里	rzl
孺子牛	rzn
人造丝	rzs
人字拖	rzt
软组织	rzv
人字形	rzx
算不得	sbd
搜不到	sbd
斯巴达	sbd
三板斧	sbf
三不管	sbg
三把火	sbh
所不齿	sbi
所不及	sbj
三八节	sbj
三杯酒	sbj
算不了	sbl
死不了	sbl
所不能	sbn
随便你	sbn
撒贝宁	sbn
三部曲	sbq
算不算	sbs
死变态	sbt
三胞胎	sbt
苏炳添	sbt
算不上	sbu
三把手	sbu
三八式	sbu
三不沾	sbv
三班制	sbv
桑巴舞	sbw
扫把星	sbx
四不像	sbx
四边形	sbx
三比一	sby
腮帮子	sbz
三蹦子	sbz
素包子	sbz
四次方	scf
三次元	scy
四次元	scy
酸菜鱼	scy
骚操作	scz
死得惨	sdc
宋丹丹	sdd
三等分	sdf
斯蒂芬	sdf
四等分	sdf
三等功	sdg
苏丹红	sdh
三等奖	sdj
扫大街	sdj
速度快	sdk
死得快	sdk
死定了	sdl
随大流	sdl
斯大林	sdl
速度慢	sdm
三代目	sdm
萨达姆	sdm
苏东坡	sdp
三代人	sdr
扫地僧	sds
死对头	sdt
算得上	sdu
苏打水	sdu
所得税	sdu
私底下	sdx
四大洋	sdy
赛尔号	seh
三二一	sey
司法部	sfb
四方步	sfb
私房菜	sfc
司法官	sfg
散发出	sfi
随风吹	sfi
司法局	sfj
四方脸	sfl
三方面	sfm
私房钱	sfq
三分球	sfq
司法权	sfq
嫂夫人	sfr
三伏天	sft
送分题	sft
死肥宅	sfv
散发着	sfv
三分钟	sfv
三分线	sfx
四方形	sfx
索菲亚	sfy
随份子	sfz
送给了	sgl
岁高龄	sgl
苏格兰	sgl
宋公明	sgm
送给你	sgn
撒个尿	sgn
算个屁	sgp
三个人	sgr
四个人	sgr
三国杀	sgu
三个钟	sgv
三国志	sgv
送给我	sgw
三个月	sgy
四个月	sgy
三个字	sgz
死工资	sgz
四个字	sgz
松花蛋	shd
送货单	shd
撒欢儿	she
送货车	shi
松花江	shj
送回家	shj
撒哈拉	shl
送回来	shl
三环路	shl
死胡同	sht
俗话说	shu
死火山	shu
似乎是	shu
孙行者	shv
三和弦	shx
随后又	shy
四合院	shy
三合一	shy
孙猴子	shz
送孩子	shz
速成班	sib
赛程表	sib
搜查官	sig
四川话	sih
丝绸厂	sii
三重唱	sii
三叉戟	sij
三岔口	sik
搜查令	sil
三岔路	sil
四川人	sir
所产生	siu
四川省	siu
搜查证	siv
三重奏	siz
三角板	sjb
苏教版	sjb
三简词	sjc
三季度	sjd
四季豆	sjd
松紧带	sjd
撒酒疯	sjf
丧家狗	sjg
三句话	sjh
锁精环	sjh
私家车	sji
三角尺	sji
三脚架	sjj
三角肌	sjj
三剑客	sjk
三角裤	sjk
三角恋	sjl
三角龙	sjl
四角恋	sjl
三脚猫	sjm
三级片	sjp
丧家犬	sjq
三角区	sjq
三基色	sjs
三巨头	sjt
三件套	sjt
三级跳	sjt
所接受	sju
四脚蛇	sju
三角洲	sjv
三角债	sjv
三角形	sjx
随机性	sjx
三角眼	sjy
速记员	sjy
三简字	sjz
送快递	skd
松口气	skq
萨克斯	sks
思考题	skt
死库水	sku
三克油	sky
算了吧	slb
散了吧	slb
司令部	slb
缩略词	slc
塑料袋	sld
酸辣粉	slf
三连跪	slg
三连冠	slg
司令官	slg
三轮车	sli
塑料厂	sli
算老几	slj
三连击	slj
三棱镜	slj
四六开	slk
酸溜溜	sll
三连了	sll
所罗门	slm
赛里木	slm
塑料瓶	slp
耸了耸	sls
算了算	sls
缩略图	slt
酸辣汤	slt
三里屯	slt
三连胜	slu
赛龙舟	slv
塑料纸	slv
算老账	slv
送礼物	slw
三两下	slx
死了心	slx
司令员	sly
色拉油	sly
速录员	sly
嗓门儿	sme
司马光	smg
所迷惑	smh
赛马场	smi
扫描件	smj
索马里	sml
塞满了	sml
所面临	sml
色迷迷	smm
色眯眯	smm
赛马娘	smn
扫描器	smq
司马迁	smq
赛码器	smq
酸梅汤	smt
送命题	smt
三明市	smu
三明治	smv
三秒钟	smv
司马昭	smv
丧门星	smx
三门峡	smx
随母姓	smx
司马懿	smy
四码字	smz
随你便	snb
缩脑袋	snd
孙女儿	sne
算你狠	snh
塞纳河	snh
三年级	snj
死脑筋	snj
四年级	snj
斯诺克	snk
三年来	snl
四年来	snl
酸牛奶	snn
丝纽旁	snp
三年前	snq
四年前	snq
死难者	snv
算你行	snx
孙女婿	snx
桑拿浴	sny
碎片化	sph
食品厂	spi
撕破脸	spl
撒泡尿	spn
死婆娘	spn
三陪女	spn
酸葡萄	spt
碎屏险	spx
死胖子	spz
算清楚	sqi
四驱车	sqi
死全家	sqj
三七开	sqk
算起来	sql
宋庆龄	sql
三千年	sqn
死翘翘	sqq
三缺一	sqy
虽然不	srb
四人帮	srb
虽如此	src
私人化	srh
四人间	srj
三人间	srj
散热孔	srk
虽然没	srm
散热片	srp
送人情	srq
散热器	srq
送人头	srt
虽然是	sru
虽然说	sru
三人行	srx
虽然有	sry
三日游	sry
四日游	sry
散散步	ssb
三四次	ssc
死死地	ssd
酸酸的	ssd
诉讼费	ssf
三四个	ssg
耸耸肩	ssj
三色堇	ssj
碎碎念	ssn
三四年	ssn
三色旗	ssq
酸酸乳	ssr
嗖嗖嗖	sss
三四岁	sss
三四天	sst
三四十	ssu
三三制	ssv
三四五	ssw
散散心	ssx
随他吧	stb
蒜头鼻	stb
斯坦福	stf
所提供	stg
算他狠	sth
斯塔克	stk
三条路	stl
桑塔纳	stn
随他去	stq
随它去	stq
四条腿	stt
扫堂腿	stt
宋太祖	stz
宋体字	stz
算是吧	sub
所说的	sud
损失的	sud
桑葚儿	sue
三十分	suf
四十分	suf
随时会	suh
私生活	suh
洒水车	sui
所涉及	suj
三十几	suj
宿舍楼	sul
送上门	sum
算什么	sum
三十年	sun
私生女	sun
三十岁	sus
四十岁	sus
随身听	sut
三视图	sut
虽说是	suu
素食者	suv
宿舍长	suv
私生子	suz
桑椹子	suz
所知道	svd
素质低	svd
死忠粉	svf
赛诸葛	svg
苏州河	svh
丝竹空	svk
孙仲谋	svm
三周年	svn
四周年	svn
丝织品	svp
苏州市	svu
孙中山	svu
四周围	svw
扫帚星	svx
碎纸屑	svx
馊主意	svy
四只眼	svy
苏维埃	swa
四五次	swc
送我的	swd
所谓的	swd
四五点	swd
所无法	swf
四五个	swg
散文集	swj
散文家	swj
孙悟空	swk
丝袜控	swk
死亡率	swl
四五六	swl
送外卖	swm
四五年	swn
三五年	swn
送温暖	swn
四五岁	sws
三五天	swt
四五天	swt
三位数	swu
四位数	swu
算我输	swu
死亡线	swx
三文鱼	swy
四五月	swy
思乡病	sxb
三叶草	sxc
三星堆	sxd
三相电	sxd
三渲二	sxe
死刑犯	sxf
孙媳妇	sxf
宋襄公	sxg
死循环	sxh
孙笑川	sxi
思想家	sxj
三星级	sxj
四星级	sxj
算下来	sxl
私下里	sxl
随想曲	sxq
送信人	sxr
思想上	sxu
三小时	sxu
四小时	sxu
算下账	sxv
色香味	sxw
蒜香味	sxw
思想性	sxx
所需要	sxy
所吸引	sxy
死心眼	sxy
死一般	syb
所以才	syc
隋炀帝	syd
所有的	syd
三月份	syf
四月份	syf
塞牙缝	syf
私有化	syh
三叶虫	syi
酥油茶	syi
所以呢	syn
死硬派	syp
苏有朋	syp
所有权	syq
所有钱	syq
所要求	syq
所有人	syr
所以然	syr
算一算	sys
扫一扫	sys
死丫头	syt
所以说	syu
三亚市	syu
四言诗	syu
所有者	syv
私有制	syv
所有制	syv
所以我	syw
私以为	syw
扫一下	syx
随意性	syx
死鱼眼	syy
饲养员	syy
所拥有	syy
撒丫子	syz
孙燕姿	syz
三字词	szc
四字词	szc
所在地	szd
所在的	szd
宋祖儿	sze
丧葬费	szf
所造成	szi
三字经	szj
臊子面	szm
算在内	szn
酸枣仁	szr
随嘴说	szu
算总账	szv
嗓子眼	szy
同案犯	taf
天安门	tam
特别棒	tbb
挺不错	tbc
听不懂	tbd
特别的	tbd
听不到	tbd
土办法	tbf
逃不过	tbg
通不过	tbg
听不惯	tbg
特别好	tbh
唐伯虎	tbh
听不出	tbi
逃不出	tbi
踏板车	tbi
听不见	tbj
听不进	tbj
特别奖	tbj
逃不开	tbk
脱不开	tbk
淘宝客	tbk
太棒了	tbl
谈不拢	tbl
甜不辣	tbl
同胞们	tbm
听不清	tbq
提不起	tbq
通鼻窍	tbq
投保人	tbr
投标人	tbr
汤不热	tbr
疼不疼	tbt
听不听	tbt
痛不痛	tbt
特别是	tbu
谈不上	tbu
坦白说	tbu
挺不住	tbv
停不住	tbv
脱北者	tbv
淘宝网	tbw
听不完	tbw
替补席	tbx
投币箱	tbx
徒步鞋	tbx
听不厌	tby
他不要	tby
土包子	tbz
体操队	tcd
逃窜犯	tcf
太菜了	tcl
太惨了	tcl
听错了	tcl
挺聪明	tcm
探测器	tcq
提词器	tcq
他才是	tcu
贴瓷砖	tcv
糖醋鱼	tcy
特大杯	tdb
铁道部	tdb
铁道兵	tdb
头等舱	tdc
特定的	tdd
坦荡荡	tdd
提到过	tdg
土地公	tdg
特大号	tdh
通电话	tdh
推断出	tdi
听得出	tdi
态度差	tdi
特等奖	tdj
听得见	tdj
头等奖	tdj
偷渡客	tdk
听到了	tdl
太多了	tdl
挑大梁	tdl
土地庙	tdm
他对你	tdn
土豆泥	tdn
替代品	tdp
提得起	tdq
听得清	tdq
土豆丝	tds
逃的逃	tdt
通地铁	tdt
谈得上	tdu
头顶上	tdu
挺得住	tdv
他对我	tdw
挺到位	tdw
听得我	tdw
天底下	tdx
偷东西	tdx
泰迪熊	tdx
土地爷	tdy
调度员	tdy
腿肚子	tdz
天鹅湖	teh
土耳其	teq
天鹅绒	ter
天鹅肉	ter
托儿所	tes
兔儿爷	tey
天鹅座	tez
挺方便	tfb
土方儿	tfe
